Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count
CHG-0000111,New IP subnet & access point testing for KL relocation project.,Failure,Loki,Loki,Avengers,Service C,High,Low,High,Closed,Low,2025-02-01T03:04:26.000000,Saturday,2025-02-01T06:04:26.000000,2025-02-02T03:04:26.000000,0
CHG-0000112,Reverse fallback isolation plan post-Palo Alto Prisma failure.,Access,Neo,Neo,Matrix,Service E,High,High,Medium,Closed,High,2025-02-02T04:32:33.000000,Sunday,2025-02-02T12:32:33.000000,2025-02-03T22:32:33.000000,0
CHG-0000113,"Resize virtual storage for CoreTxx_PROD database (95,38% full).",Failure,Spiderman,Spiderman,Avengers II,Service B,Low,Medium,Medium,Closed,High,2025-02-02T19:07:57.000000,Sunday,2025-02-03T02:07:57.000000,2025-02-04T06:07:57.000000,4
CHG-0000114,Enable ADFS custom user provisioning profile upload validation.,Data,Iron Man,Iron Man,Avengers,Service E,Medium,High,Low,Closed,Medium,2025-02-02T05:14:00.000000,Sunday,2025-02-02T11:14:00.000000,2025-02-03T09:14:00.000000,5
CHG-0000115,Initiate scheduled SAN Storage Array node reboot to resolve high uptime issue.,Software,John Wick,John Wick,Matrix,Service C,Medium,Medium,Low,Closed,High,2025-02-03T20:18:56.000000,Monday,2025-02-04T03:18:56.000000,2025-02-05T10:18:56.000000,3
CHG-0000116,Certificate renewal Digital Banking on PROD environment 2026.,Network,Thor,Thor,Avengers,Service E,Low,High,High,Closed,Low,2025-02-03T13:57:40.000000,Monday,2025-02-03T16:57:40.000000,2025-02-04T13:57:40.000000,0
CHG-0000117,Setup additional SAML authentication nodes in DMZ environment.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service E,Low,Low,Low,Closed,Medium,2025-02-03T07:55:44.000000,Monday,2025-02-03T12:55:44.000000,2025-02-04T10:55:44.000000,5
CHG-0000118,Provision new storage array in EU data center for increased redundancy.,Access,Iron Man,Iron Man,Avengers,Service D,High,High,High,Closed,Low,2025-02-04T23:09:41.000000,Tuesday,2025-02-05T05:09:41.000000,2025-02-05T23:09:41.000000,3
CHG-0000119,Configuration changes for monitoring processors on Redis prototype servers.,Access,Spiderman,Spiderman,Avengers II,Service D,Low,High,High,New,Critical,2025-02-05T10:24:22.000000,Wednesday,,,2
CHG-0000120,Certificate update for Palo Alto gatekeeping subnet for KL relocation network.,Facilities,Captain America,Captain America,Avengers,Service C,Medium,Medium,Medium,Closed,Medium,2025-02-05T18:17:25.000000,Wednesday,2025-02-05T23:17:25.000000,2025-02-07T01:17:25.000000,1
CHG-0000121,Enable ADFS custom user provisioning profile upload validation.,Hardware,Loki,Loki,Avengers,Service C,Medium,High,Medium,Closed,Medium,2025-02-05T02:15:42.000000,Wednesday,2025-02-05T04:15:42.000000,2025-02-05T18:15:42.000000,0
CHG-0000122,New IP subnet & access point testing for KL relocation project.,Complaint,Hulk,Hulk,Avengers,Service E,Low,Medium,High,Closed,Medium,2025-02-05T13:16:54.000000,Wednesday,2025-02-05T16:16:54.000000,2025-02-06T05:16:54.000000,2
CHG-0000123,Request for temporary access rights on Finance application Web UI.,Data,Iron Man,Iron Man,Avengers,Service B,Medium,High,Medium,Closed,High,2025-02-06T03:35:38.000000,Thursday,2025-02-06T09:35:38.000000,2025-02-07T07:35:38.000000,2
CHG-0000124,"Remote board SSL Cert renewal for ressgpe0 , ressgpe1 , secsgpe0 & secsgpe1.",Software,Jack Sparrow,Jack Sparrow,Matrix,Service C,Low,High,Medium,Closed,Medium,2025-02-07T16:40:37.000000,Friday,2025-02-07T21:40:37.000000,2025-02-08T12:40:37.000000,5
CHG-0000125,"Server BIOS updates across remote virtual VM hosts (RESFFM01, SECFFM01).",Failure,Loki,Loki,Avengers,Service E,High,Medium,Low,Closed,High,2025-02-07T17:27:02.000000,Friday,2025-02-07T20:27:02.000000,2025-02-08T00:27:02.000000,3
CHG-0000126,Grant access for backup recovery on production machine nodes in DR locations.,Hardware,Shang Chi,Shang Chi,Avengers II,Service E,High,High,High,Closed,Critical,2025-02-07T13:33:55.000000,Friday,2025-02-07T15:33:55.000000,2025-02-07T23:33:55.000000,5
CHG-0000127,"VUL-NET: Apply Cisco IOS Software Update for routers at PRA, SHA, and TOK sites.",Facilities,Thor,Thor,Avengers,Service C,Medium,High,High,Closed,Low,2025-02-07T08:07:56.000000,Friday,2025-02-07T15:07:56.000000,2025-02-08T12:07:56.000000,5
CHG-0000128,Install httpd-tools on twgmmp01.zit.commerzbank.com.,Hardware,John Wick,John Wick,Matrix,Service E,Medium,Medium,Medium,In Progress,Low,2025-02-08T18:04:02.000000,Saturday,2025-02-09T02:04:02.000000,,5
CHG-0000129,Execution of systemctl daemon-reload to patch Prod-CSO VM resiliency.,Network,Hulk,Hulk,Avengers,Service E,High,High,Medium,Closed,Medium,2025-02-08T17:45:25.000000,Saturday,2025-02-08T22:45:25.000000,2025-02-09T19:45:25.000000,3
CHG-0000130,Provision new storage array in EU data center for increased redundancy.,Software,Iron Man,Iron Man,Avengers,Service E,High,High,Medium,Closed,Critical,2025-02-08T11:19:18.000000,Saturday,2025-02-08T15:19:18.000000,2025-02-09T07:19:18.000000,4
CHG-0000131,Certificate adjustments for new virtual database pipelines.,Facilities,Captain America,Captain America,Avengers,Service E,Medium,Low,High,Closed,Medium,2025-02-08T03:20:38.000000,Saturday,2025-02-08T07:20:38.000000,2025-02-08T13:20:38.000000,3
CHG-0000132,Complete SSL foundation checks for project-focused data endpoints.,Software,Hulk,Hulk,Avengers,Service D,Medium,Low,High,Closed,Critical,2025-02-09T22:22:01.000000,Sunday,2025-02-10T02:22:01.000000,2025-02-11T01:22:01.000000,1
CHG-0000133,Certificate renewal Digital Banking on PROD environment 2026.,Network,Hulk,Hulk,Avengers,Service B,Medium,Low,High,Closed,Medium,2025-02-10T12:08:13.000000,Monday,2025-02-10T19:08:13.000000,2025-02-11T17:08:13.000000,1
CHG-0000134,Execute hardening measures for SQL server instances post security audit.,Hardware,Loki,Loki,Avengers,Service B,Low,Low,Medium,Closed,Medium,2025-02-10T17:14:40.000000,Monday,2025-02-10T22:14:40.000000,2025-02-11T19:14:40.000000,5
CHG-0000135,Update IDRAC board for core cluster PROD servers.,Data,Loki,Loki,Avengers,Service A,High,Low,Low,In Progress,Medium,2025-02-10T17:18:07.000000,Monday,2025-02-10T21:18:07.000000,,5
CHG-0000136,Replace legacy switches with modern devices in Market Data Environment.,Access,Neo,Neo,Matrix,Service D,High,Low,Medium,Closed,Low,2025-02-10T08:12:13.000000,Monday,2025-02-10T15:12:13.000000,2025-02-11T18:12:13.000000,2
CHG-0000137,Execute systemctl daemon-reload on CSO VM (PROD).,Failure,Captain Marvel,Captain Marvel,Avengers II,Service E,Low,High,High,In Progress,High,2025-02-11T19:03:32.000000,Tuesday,2025-02-12T01:03:32.000000,,2
CHG-0000138,Install system monitoring scripts on AWS-hosted general-purpose non-prod servers.,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Low,Low,Low,In Progress,Low,2025-02-11T21:17:36.000000,Tuesday,2025-02-12T04:17:36.000000,,1
CHG-0000139,Subnet migration alignment to cater towards hybrid env-discoveries (Prepare Step ongoing).,Software,Spiderman,Spiderman,Avengers II,Service D,Medium,Low,Low,Closed,Medium,2025-02-11T18:24:17.000000,Tuesday,2025-02-11T21:24:17.000000,2025-02-12T22:24:17.000000,4
CHG-0000140,Updating the IDRAC remote board Firmware and BIOS for timffm21.,Network,Shang Chi,Shang Chi,Avengers II,Service B,Low,Medium,Medium,Closed,Low,2025-02-11T22:46:48.000000,Tuesday,2025-02-12T04:46:48.000000,2025-02-13T14:46:48.000000,4
CHG-0000141,Grant access for backup recovery on production machine nodes in DR locations.,Network,Captain America,Captain America,Avengers,Service E,Medium,High,High,Closed,Medium,2025-02-12T03:19:50.000000,Wednesday,2025-02-12T08:19:50.000000,2025-02-13T09:19:50.000000,2
CHG-0000142,Online Banking external CB-APP onboarding on Radware On-prem environment.,Access,Doctor Strange,Doctor Strange,Avengers II,Service C,Low,Medium,Low,Closed,High,2025-02-12T00:30:03.000000,Wednesday,2025-02-12T03:30:03.000000,2025-02-12T22:30:03.000000,0
CHG-0000143,Updating the IDRAC remote board Firmware and BIOS for secffme2.,Complaint,Loki,Loki,Avengers,Service B,High,Medium,High,On Hold,Critical,2025-02-12T11:22:43.000000,Wednesday,,,5
CHG-0000144,Install rsync on twgmmp01.,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service C,Medium,High,Low,Closed,High,2025-02-12T06:45:02.000000,Wednesday,2025-02-12T10:45:02.000000,2025-02-12T14:45:02.000000,5
CHG-0000145,Install httpd-tools on edge proxy nodes.,Network,Loki,Loki,Avengers,Service C,Medium,Low,Low,Closed,Critical,2025-02-12T18:27:14.000000,Wednesday,2025-02-13T00:27:14.000000,2025-02-13T03:27:14.000000,1
CHG-0000146,Updating the IDRAC remote board Firmware and BIOS for secffme2.,Facilities,Captain America,Captain America,Avengers,Service D,Medium,Low,High,Closed,Medium,2025-02-13T17:43:32.000000,Thursday,2025-02-13T20:43:32.000000,2025-02-14T17:43:32.000000,5
CHG-0000147,"Server BIOS updates across remote virtual VM hosts (RESFFM01, SECFFM01).",Access,Spiderman,Spiderman,Avengers II,Service D,Low,Low,Low,Closed,Medium,2025-02-13T12:16:55.000000,Thursday,2025-02-13T20:16:55.000000,2025-02-15T01:16:55.000000,5
CHG-0000148,UC4 Agent Installation on gcetcami001.,Data,Spiderman,Spiderman,Avengers II,Service A,High,High,High,In Progress,High,2025-02-14T02:37:00.000000,Friday,2025-02-14T09:37:00.000000,,1
CHG-0000149,UC4 Agent Installation on gcetcami001.,Facilities,Neo,Neo,Matrix,Service E,High,Medium,Medium,Closed,Medium,2025-02-14T17:18:52.000000,Friday,2025-02-14T20:18:52.000000,2025-02-15T04:18:52.000000,2
CHG-0000150,SSL certificate renewal for SWS corporate web hosting final access gateways.,Failure,Loki,Loki,Avengers,Service E,High,Medium,Low,On Hold,High,2025-02-15T11:40:55.000000,Saturday,,,2
CHG-0000151,Firewall rule onboarding for external SaaS applications via Palo Alto setup.,Data,Captain America,Captain America,Avengers,Service D,Low,High,Medium,Closed,Medium,2025-02-15T04:13:00.000000,Saturday,2025-02-15T11:13:00.000000,2025-02-16T19:13:00.000000,5
CHG-0000152,Update the IDRAC remote board Firmware and BIOS for secklb01.,Access,Captain Marvel,Captain Marvel,Avengers II,Service A,Low,Low,Low,Closed,Medium,2025-02-15T05:52:50.000000,Saturday,2025-02-15T07:52:50.000000,2025-02-15T10:52:50.000000,2
CHG-0000153,"Resize virtual storage for CoreTxx_PROD database (95,38% full).",Failure,Captain America,Captain America,Avengers,Service C,Medium,Low,Low,Closed,Medium,2025-02-15T09:47:58.000000,Saturday,2025-02-15T14:47:58.000000,2025-02-16T11:47:58.000000,1
CHG-0000154,Updating the IDRAC remote board Firmware and BIOS for secffme2.,Software,Loki,Loki,Avengers,Service A,Low,High,Medium,Closed,High,2025-02-16T15:24:50.000000,Sunday,2025-02-16T20:24:50.000000,2025-02-17T07:24:50.000000,4
CHG-0000155,Emergency fall-back routing enabled for Redis cluster 6 under high throughput.,Access,Batman,Batman,Matrix,Service D,Low,Medium,Medium,Closed,High,2025-02-16T12:02:22.000000,Sunday,2025-02-16T15:02:22.000000,2025-02-17T17:02:22.000000,2
CHG-0000156,TAPs installation in IMK productive connections for work order #REQ0157356.,Facilities,Captain America,Captain America,Avengers,Service C,Low,Medium,Medium,Closed,High,2025-02-16T14:44:05.000000,Sunday,2025-02-16T20:44:05.000000,2025-02-17T21:44:05.000000,2
CHG-0000157,Certificate renewal for Avatar PROD environment 2026 - (VAA-Threat Application).,Data,Neo,Neo,Matrix,Service D,Medium,High,Medium,Closed,High,2025-02-16T22:59:07.000000,Sunday,2025-02-17T05:59:07.000000,2025-02-18T02:59:07.000000,4
CHG-0000158,Switchport configuration for targeted hosts to enhance authentication mechanisms.,Complaint,John Cena,John Cena,Matrix,Service C,High,Medium,Low,Closed,Medium,2025-02-16T12:09:15.000000,Sunday,2025-02-16T14:09:15.000000,2025-02-17T14:09:15.000000,4
CHG-0000159,Restart tkmweb database servers after container update failure response.,Network,Neo,Neo,Matrix,Service E,High,High,Low,Closed,Medium,2025-02-17T01:03:57.000000,Monday,2025-02-17T07:03:57.000000,2025-02-18T05:03:57.000000,5
CHG-0000160,Execute systemctl daemon-reload on CSO VM (PROD).,Facilities,Thor,Thor,Avengers,Service C,Low,Medium,Medium,Closed,Medium,2025-02-17T04:06:55.000000,Monday,2025-02-17T08:06:55.000000,2025-02-18T20:06:55.000000,1
CHG-0000161,Case 65943239: Upgrade Ontap version to 9.14.1P12.,Complaint,Captain America,Captain America,Avengers,Service C,Medium,Medium,High,Closed,Critical,2025-02-17T06:28:58.000000,Monday,2025-02-17T12:28:58.000000,2025-02-18T03:28:58.000000,4
CHG-0000162,Adjust Volume changes incompatible fixes mid-stage (handling-/handoff migration).,Failure,John Cena,John Cena,Matrix,Service B,Low,High,Medium,Closed,Medium,2025-02-17T18:52:03.000000,Monday,2025-02-17T21:52:03.000000,2025-02-18T13:52:03.000000,2
CHG-0000163,Update IDRAC remote board Firmware and BIOS for forffm71.,Data,Spiderman,Spiderman,Avengers II,Service D,Low,High,Medium,Closed,Medium,2025-02-17T05:14:34.000000,Monday,2025-02-17T10:14:34.000000,2025-02-18T18:14:34.000000,2
CHG-0000164,TAPs installation in IMK productive connections for work order #REQ0157356.,Network,Hulk,Hulk,Avengers,Service E,High,Medium,Medium,New,Medium,2025-02-18T08:23:54.000000,Tuesday,,,5
CHG-0000165,Replace legacy switches with modern devices in Market Data Environment.,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Medium,High,High,Closed,Medium,2025-02-18T18:10:45.000000,Tuesday,2025-02-19T02:10:45.000000,2025-02-19T09:10:45.000000,1
CHG-0000166,ACI switchports configuration for work orders #REQ0155328 #REQ0147118 #REQ0152855.,Software,Spiderman,Spiderman,Avengers II,Service C,Medium,Low,Low,Closed,Low,2025-02-18T01:10:49.000000,Tuesday,2025-02-18T03:10:49.000000,2025-02-18T16:10:49.000000,1
CHG-0000167,VUL-NET: Critical Juniper network patch for external office gateways.,Facilities,Hulk,Hulk,Avengers,Service C,Medium,High,Medium,Closed,High,2025-02-18T23:51:07.000000,Tuesday,2025-02-19T04:51:07.000000,2025-02-19T06:51:07.000000,4
CHG-0000168,Install Redis cluster monitoring tools in shard servers.,Data,Hulk,Hulk,Avengers,Service D,Low,Medium,Low,Closed,Medium,2025-02-19T17:46:37.000000,Wednesday,2025-02-19T21:46:37.000000,2025-02-20T00:46:37.000000,0
CHG-0000169,Switchport configuration for targeted hosts to enhance authentication mechanisms.,Data,John Wick,John Wick,Matrix,Service A,High,Medium,Medium,Closed,Medium,2025-02-19T05:27:39.000000,Wednesday,2025-02-19T07:27:39.000000,2025-02-20T06:27:39.000000,2
CHG-0000170,Remote board SSL Cert renewal for anysgp15 & anysgp14.,Network,Iron Man,Iron Man,Avengers,Service C,High,High,Low,Closed,Medium,2025-02-19T19:04:07.000000,Wednesday,2025-02-19T22:04:07.000000,2025-02-20T07:04:07.000000,2
CHG-0000171,Increase VM capacity for ongoing AI processing workload.,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Low,Medium,Medium,New,Low,2025-02-20T08:56:40.000000,Thursday,,,3
CHG-0000172,Update IDRAC board for core cluster PROD servers.,Network,Captain America,Captain America,Avengers,Service B,Medium,Low,High,New,Low,2025-02-20T14:15:02.000000,Thursday,,,0
CHG-0000173,Certificate adjustments for new virtual database pipelines.,Facilities,Iron Man,Iron Man,Avengers,Service A,Medium,Low,High,Closed,Low,2025-02-21T10:30:31.000000,Friday,2025-02-21T16:30:31.000000,2025-02-23T01:30:31.000000,0
CHG-0000174,Firewall optimization for edge routing performance post DR testing.,Access,Thor,Thor,Avengers,Service E,Low,Low,Low,Closed,Medium,2025-02-21T00:00:08.000000,Friday,2025-02-21T08:00:08.000000,2025-02-22T15:00:08.000000,1
CHG-0000175,Certificate renewal Digital Banking on PROD environment 2026.,Failure,Hulk,Hulk,Avengers,Service A,High,Low,Medium,Closed,Medium,2025-02-21T10:56:35.000000,Friday,2025-02-21T15:56:35.000000,2025-02-22T07:56:35.000000,0
CHG-0000176,Reverse fallback isolation plan post-Palo Alto Prisma failure.,Network,Neo,Neo,Matrix,Service A,High,High,High,New,Medium,2025-02-21T14:40:21.000000,Friday,,,2
CHG-0000177,UC4 Agent Installation on gcetcami001.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Low,Low,Medium,Closed,Medium,2025-02-21T16:22:19.000000,Friday,2025-02-22T00:22:19.000000,2025-02-22T23:22:19.000000,0
CHG-0000178,Update IDRAC board for core cluster PROD servers.,Facilities,John Cena,John Cena,Matrix,Service C,High,Medium,Low,Closed,Critical,2025-02-22T18:35:32.000000,Saturday,2025-02-22T22:35:32.000000,2025-02-24T04:35:32.000000,3
CHG-0000179,Execute systemctl daemon-reload on CSO VM (PROD).,Network,Loki,Loki,Avengers,Service D,Low,Low,Low,Closed,High,2025-02-23T07:41:13.000000,Sunday,2025-02-23T10:41:13.000000,2025-02-24T18:41:13.000000,0
CHG-0000180,Switchport configuration for targeted hosts to enhance authentication mechanisms.,Network,Shang Chi,Shang Chi,Avengers II,Service C,High,High,Low,Closed,High,2025-02-23T09:48:57.000000,Sunday,2025-02-23T14:48:57.000000,2025-02-24T14:48:57.000000,4
CHG-0000181,"Server BIOS updates across remote virtual VM hosts (RESFFM01, SECFFM01).",Access,Captain America,Captain America,Avengers,Service D,High,High,Low,On Hold,Low,2025-02-23T06:06:05.000000,Sunday,,,2
CHG-0000182,Request for temporary access rights on Finance application Web UI.,Network,Hulk,Hulk,Avengers,Service A,Medium,Low,Medium,Closed,Medium,2025-02-24T22:20:08.000000,Monday,2025-02-25T03:20:08.000000,2025-02-25T08:20:08.000000,0
CHG-0000183,Restart tkmdbp01 of configuration change took longer than expected.,Software,Iron Man,Iron Man,Avengers,Service E,Medium,High,High,Closed,Medium,2025-02-24T14:28:44.000000,Monday,2025-02-24T20:28:44.000000,2025-02-25T00:28:44.000000,3
CHG-0000184,VUL-NET: Critical Juniper network patch for external office gateways.,Network,Thor,Thor,Avengers,Service B,High,High,High,Closed,High,2025-02-25T04:49:49.000000,Tuesday,2025-02-25T12:49:49.000000,2025-02-26T22:49:49.000000,1
CHG-0000185,Certificate update for Office 365 external access via Global Protect Gateways.,Network,Neo,Neo,Matrix,Service A,High,Low,High,Closed,Medium,2025-02-25T17:02:50.000000,Tuesday,2025-02-25T20:02:50.000000,2025-02-26T23:02:50.000000,3
CHG-0000186,Database configuration check for performance improvements in PROD systems.,Access,Loki,Loki,Avengers,Service E,Low,Low,High,Closed,Medium,2025-02-25T10:36:08.000000,Tuesday,2025-02-25T18:36:08.000000,2025-02-26T02:36:08.000000,1
CHG-0000187,Request for temporary access rights on Finance application Web UI.,Data,Batman,Batman,Matrix,Service D,Medium,High,Low,Closed,Critical,2025-02-25T11:21:40.000000,Tuesday,2025-02-25T13:21:40.000000,2025-02-26T21:21:40.000000,1
CHG-0000188,Install rsync on twgmmp01.,Access,Captain America,Captain America,Avengers,Service E,Low,Medium,Medium,Closed,Medium,2025-02-25T06:57:32.000000,Tuesday,2025-02-25T13:57:32.000000,2025-02-26T06:57:32.000000,5
CHG-0000189,Switchport configuration for targeted hosts to enhance authentication mechanisms.,Access,Iron Man,Iron Man,Avengers,Service E,Low,High,Medium,Closed,Medium,2025-02-26T09:31:44.000000,Wednesday,2025-02-26T16:31:44.000000,2025-02-27T16:31:44.000000,0
