Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-113,System resource spike identified on analytics server logs.,Access,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-01-01T07:49:58.000000,2025-01-01T15:49:58.000000,2025-01-02T19:49:58.000000,0,2,Wednesday,1
CR-114,Critical alert: Database server overload detected.,Hardware,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-01-01T21:05:50.000000,2025-01-02T02:05:50.000000,2025-01-03T14:05:50.000000,0,1,Wednesday,1
CR-115,Phishing email identified by security team.,Complaint,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-01T19:44:56.000000,2025-01-02T00:44:56.000000,2025-01-02T11:44:56.000000,0,5,Wednesday,1
CR-116,Incident flagged requiring multi-stage manual response process-layer specifics detailed high-priority assessment handling escalation batches linked matrix revisions queues overall.,Access,Thor,Thor,Avengers,Service C,Closed,High,Critical,High,High,2025-01-01T01:16:17.000000,2025-01-01T04:16:17.000000,2025-01-01T12:16:17.000000,0,5,Wednesday,1
CR-117,Database rollback failed due to corrupted backup imports.,Access,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-01-01T03:56:33.000000,2025-01-01T08:56:33.000000,2025-01-01T10:56:33.000000,1,3,Wednesday,0
CR-118,Memory allocation errors caused stoppage in workload scheduling.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,On Hold,Low,Critical,High,Medium,2025-01-01T15:05:42.000000,,,0,3,Wednesday,1
CR-119,Content management breach flagged in cross-routed traffic diagnostic monitors.,Failure,Hulk,Hulk,Avengers,Service A,Closed,Medium,Medium,Medium,Low,2025-01-01T00:48:43.000000,2025-01-01T04:48:43.000000,2025-01-02T01:48:43.000000,0,2,Wednesday,1
CR-120,Memory allocation errors caused stoppage in workload scheduling.,Complaint,Thor,Thor,Avengers,Service C,Closed,High,High,High,Low,2025-01-01T07:35:51.000000,2025-01-01T11:35:51.000000,2025-01-02T05:35:51.000000,0,2,Wednesday,1
CR-121,Security patch missing from production system; risk flagged.,Software,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,Medium,High,2025-01-01T23:04:38.000000,2025-01-02T03:04:38.000000,2025-01-02T08:04:38.000000,0,5,Wednesday,1
CR-122,Incident flagged requiring multi-stage manual response process-layer specifics detailed high-priority assessment handling escalation batches linked matrix revisions queues overall.,Failure,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-01-01T20:34:24.000000,2025-01-02T02:34:24.000000,2025-01-02T03:34:24.000000,0,3,Wednesday,1
CR-123,Root server flagged down during workflow trigger scheduling.,Data,Loki,Loki,Avengers,Service B,Closed,High,High,High,High,2025-01-02T21:45:35.000000,2025-01-02T23:45:35.000000,2025-01-03T11:45:35.000000,0,2,Thursday,1
CR-124,Phishing email identified by security team.,Complaint,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-02T05:46:59.000000,2025-01-02T09:46:59.000000,2025-01-02T13:46:59.000000,1,4,Thursday,0
CR-125,Root server flagged down during workflow trigger scheduling.,Facilities,Batman,Batman,Matrix,Service C,Closed,Medium,High,High,High,2025-01-02T15:27:37.000000,2025-01-02T18:27:37.000000,2025-01-03T15:27:37.000000,1,3,Thursday,0
CR-126,High file transfer identified; possible data exfiltration suspected.,Access,Loki,Loki,Avengers,Service B,Closed,Medium,High,High,Medium,2025-01-02T05:30:28.000000,2025-01-02T12:30:28.000000,2025-01-02T22:30:28.000000,0,3,Thursday,1
CR-127,Database rollback failed due to corrupted backup imports.,Failure,John Wick,John Wick,Matrix,Service B,Closed,Low,Low,Low,Low,2025-01-02T12:46:34.000000,2025-01-02T17:46:34.000000,2025-01-04T03:46:34.000000,0,0,Thursday,1
CR-128,Multi-factor authentication failure for privileged accounts.,Facilities,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-01-02T01:10:30.000000,2025-01-02T06:10:30.000000,2025-01-02T13:10:30.000000,0,5,Thursday,1
CR-129,Unexpected lockout flagged during Privileged Access re-validation.,Network,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,High,2025-01-02T21:40:59.000000,2025-01-02T23:40:59.000000,2025-01-03T07:40:59.000000,1,4,Thursday,0
CR-130,Unencrypted email flagged during sensitive admin data processes matrix heading.,Access,Doctor Strange,Doctor Strange,Avengers II,Service C,In Progress,High,High,High,High,2025-01-02T17:13:34.000000,2025-01-02T23:13:34.000000,,0,2,Thursday,1
CR-131,Server reboot flagged during load testing operations.,Network,Loki,Loki,Avengers,Service C,In Progress,Medium,Critical,High,High,2025-01-02T23:49:05.000000,2025-01-03T05:49:05.000000,,0,4,Thursday,1
CR-132,Preventative trial flagged confidence cases staging priority upticks during clustered metrics snapshot.,Network,Captain America,Captain America,Avengers,Service C,Closed,High,Medium,Medium,Low,2025-01-02T18:08:19.000000,2025-01-03T02:08:19.000000,2025-01-03T15:08:19.000000,1,2,Thursday,0
CR-133,Rogue access flagged on external production server.,Data,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,High,High,2025-01-02T00:50:37.000000,2025-01-02T06:50:37.000000,2025-01-03T06:50:37.000000,0,2,Thursday,1
CR-134,High errors detected due to outdated system protocols.,Failure,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Critical,High,High,2025-01-02T06:41:22.000000,2025-01-02T12:41:22.000000,2025-01-02T14:41:22.000000,0,3,Thursday,1
CR-135,Login attempt flagged: blacklisted IPs detected.,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-01-02T05:38:02.000000,2025-01-02T13:38:02.000000,2025-01-03T09:38:02.000000,0,2,Thursday,1
CR-136,Remote access termination due to suspicious session triggers.,Hardware,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Critical,High,High,2025-01-02T16:43:54.000000,2025-01-02T19:43:54.000000,2025-01-02T23:43:54.000000,0,5,Thursday,1
CR-137,Multiple hostname errors flagged due to mismatched entries in logs.,Complaint,Batman,Batman,Matrix,Service A,In Progress,Medium,Critical,High,High,2025-01-02T07:57:39.000000,2025-01-02T11:57:39.000000,,1,4,Thursday,0
CR-138,Failed packet transmission in monitoring interfaces.,Hardware,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,High,High,Medium,2025-01-02T01:48:29.000000,2025-01-02T03:48:29.000000,2025-01-02T15:48:29.000000,0,3,Thursday,1
CR-139,Multi-factor authentication failure for privileged accounts.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,Critical,High,High,2025-01-02T11:57:56.000000,2025-01-02T15:57:56.000000,2025-01-02T18:57:56.000000,0,5,Thursday,1
CR-140,Critical alert: Database server overload detected.,Complaint,John Cena,John Cena,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-01-02T09:06:56.000000,2025-01-02T17:06:56.000000,2025-01-03T15:06:56.000000,0,1,Thursday,1
CR-141,Multi-factor authentication failure for privileged accounts.,Data,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,High,2025-01-02T16:58:46.000000,2025-01-02T19:58:46.000000,2025-01-03T00:58:46.000000,1,3,Thursday,0
CR-142,Multiple hostname errors flagged due to mismatched entries in logs.,Hardware,Captain America,Captain America,Avengers,Service C,Closed,Low,Low,Low,Low,2025-01-02T13:34:29.000000,2025-01-02T16:34:29.000000,2025-01-05T09:34:29.000000,0,0,Thursday,1
CR-143,High file transfer identified; possible data exfiltration suspected.,Hardware,John Wick,John Wick,Matrix,Service C,Closed,Low,Medium,Medium,Low,2025-01-02T05:25:13.000000,2025-01-02T12:25:13.000000,2025-01-03T06:25:13.000000,0,2,Thursday,1
CR-144,Cloud synchronization failure reported after update processing.,Complaint,John Wick,John Wick,Matrix,Service C,Closed,Low,Low,Low,Low,2025-01-02T12:21:11.000000,2025-01-02T14:21:11.000000,2025-01-05T10:21:11.000000,0,1,Thursday,1
CR-145,DDoS mitigation triggered during heavy external activity.,Hardware,Iron Man,Iron Man,Avengers,Service C,On Hold,High,Medium,Medium,Medium,2025-01-02T07:59:49.000000,,,0,1,Thursday,1
CR-146,Service outage detected with no connection to database.,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-01-02T10:27:14.000000,2025-01-02T13:27:14.000000,2025-01-03T09:27:14.000000,0,2,Thursday,1
CR-147,Suspicious activity flagged in privileged environment.,Complaint,Neo,Neo,Matrix,Service B,New,High,Medium,Medium,Medium,2025-01-02T10:55:18.000000,,,0,1,Thursday,1
CR-148,Failed robot order execution due to unexpected timeout conditions.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,In Progress,High,Medium,Medium,Medium,2025-01-02T14:46:55.000000,2025-01-02T17:46:55.000000,,0,2,Thursday,1
CR-149,Incident flagged requiring multi-stage manual response process-layer specifics detailed high-priority assessment handling escalation batches linked matrix revisions queues overall.,Hardware,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,High,High,2025-01-02T16:45:34.000000,2025-01-02T20:45:34.000000,2025-01-03T02:45:34.000000,0,5,Thursday,1
CR-150,High file transfer identified; possible data exfiltration suspected.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Low,Low,Low,2025-01-02T17:02:16.000000,2025-01-03T00:02:16.000000,2025-01-04T01:02:16.000000,0,0,Thursday,1
CR-151,Database server flagged with delays and query timeouts.,Data,Hulk,Hulk,Avengers,Service C,Closed,Medium,Medium,Medium,Low,2025-01-02T20:20:10.000000,2025-01-02T22:20:10.000000,2025-01-03T12:20:10.000000,0,1,Thursday,1
CR-152,Workload forecasting triggered after peak hours response logs clustered anomalies.,Access,Hulk,Hulk,Avengers,Service A,New,High,Critical,High,High,2025-01-02T07:04:48.000000,,,1,5,Thursday,0
CR-153,Memory exhaustion detected: Immediate remediation required.,Network,Thor,Thor,Avengers,Service B,In Progress,Low,High,Medium,Low,2025-01-02T23:37:14.000000,2025-01-03T01:37:14.000000,,1,2,Thursday,0
CR-154,Cloud storage exposed publicly due to account misconfiguration.,Data,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-01-02T19:55:18.000000,2025-01-03T00:55:18.000000,2025-01-03T08:55:18.000000,0,5,Thursday,1
CR-155,Critical security incident flagged during ongoing monitoring operations.,Access,Captain America,Captain America,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-01-02T12:01:19.000000,2025-01-02T15:01:19.000000,2025-01-03T04:01:19.000000,0,2,Thursday,1
CR-156,Critical alert: Database server overload detected.,Access,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Medium,Medium,Medium,Low,2025-01-02T09:30:34.000000,2025-01-02T17:30:34.000000,2025-01-03T23:30:34.000000,0,2,Thursday,1
CR-157,Memory allocation errors caused stoppage in workload scheduling.,Software,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Critical,High,High,2025-01-02T12:59:52.000000,2025-01-02T17:59:52.000000,2025-01-03T02:59:52.000000,0,4,Thursday,1
CR-158,Cloud instance failed synchronization with on-prem DB cluster.,Access,Loki,Loki,Avengers,Service A,Closed,Medium,Medium,Medium,Medium,2025-01-02T11:17:23.000000,2025-01-02T16:17:23.000000,2025-01-03T04:17:23.000000,1,2,Thursday,0
CR-159,Content management breach flagged in cross-routed traffic diagnostic monitors.,Software,Hulk,Hulk,Avengers,Service A,Closed,Medium,High,High,Low,2025-01-02T23:39:55.000000,2025-01-03T07:39:55.000000,2025-01-03T16:39:55.000000,1,3,Thursday,0
CR-160,Cloud storage exposed publicly due to account misconfiguration.,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,High,Medium,High,2025-01-02T18:23:09.000000,2025-01-02T20:23:09.000000,2025-01-03T15:23:09.000000,0,3,Thursday,1
CR-161,Multi-factor authentication failure for privileged accounts.,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-01-02T20:31:16.000000,2025-01-03T04:31:16.000000,2025-01-03T16:31:16.000000,0,2,Thursday,1
CR-162,Remote access termination due to suspicious session triggers.,Failure,John Cena,John Cena,Matrix,Service C,Closed,Low,Critical,Medium,High,2025-01-02T02:57:59.000000,2025-01-02T06:57:59.000000,2025-01-02T09:57:59.000000,1,3,Thursday,0
CR-163,Failed packet transmission in monitoring interfaces.,Software,Iron Man,Iron Man,Avengers,Service A,On Hold,Low,Critical,High,Medium,2025-01-02T19:29:30.000000,,,0,3,Thursday,1
CR-164,Database server flagged with delays and query timeouts.,Failure,Loki,Loki,Avengers,Service B,On Hold,Low,Critical,Medium,High,2025-01-02T19:36:16.000000,,,0,4,Thursday,1
CR-165,Repeated failed ping attempts logged for external endpoint.,Hardware,Loki,Loki,Avengers,Service B,Closed,High,High,High,High,2025-01-02T15:39:57.000000,2025-01-02T20:39:57.000000,2025-01-03T19:39:57.000000,0,2,Thursday,1
CR-166,Keylogger activity detected on privileged employee machine.,Network,John Wick,John Wick,Matrix,Service A,Closed,High,High,High,High,2025-01-02T05:40:05.000000,2025-01-02T08:40:05.000000,2025-01-03T06:40:05.000000,1,3,Thursday,0
CR-167,High volume of API calls flagged; system overload.,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-02T07:53:50.000000,2025-01-02T13:53:50.000000,2025-01-02T16:53:50.000000,0,3,Thursday,1
CR-168,Unencrypted email flagged during sensitive admin data processes matrix heading.,Data,Thor,Thor,Avengers,Service B,Closed,Low,High,Medium,Medium,2025-01-02T23:17:41.000000,2025-01-03T03:17:41.000000,2025-01-03T22:17:41.000000,1,3,Thursday,0
CR-169,Spam detection flagged phishing email within response actions.,Access,Thor,Thor,Avengers,Service B,Closed,Low,High,Medium,Medium,2025-01-02T08:59:07.000000,2025-01-02T13:59:07.000000,2025-01-03T12:59:07.000000,0,2,Thursday,1
CR-170,Unencrypted email flagged during sensitive admin data processes matrix heading.,Network,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-01-02T06:03:48.000000,2025-01-02T12:03:48.000000,2025-01-02T13:03:48.000000,0,3,Thursday,1
CR-171,Multi-factor authentication failure for privileged accounts.,Data,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-01-02T08:15:13.000000,2025-01-02T11:15:13.000000,2025-01-02T18:15:13.000000,0,5,Thursday,1
CR-172,Root server flagged down during workflow trigger scheduling.,Failure,Thor,Thor,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-01-02T21:53:18.000000,2025-01-03T01:53:18.000000,2025-01-03T18:53:18.000000,0,1,Thursday,1
CR-173,Keylogger activity detected on privileged employee machine.,Network,Neo,Neo,Matrix,Service B,Closed,High,Low,Low,Low,2025-01-02T02:03:27.000000,2025-01-02T07:03:27.000000,2025-01-04T16:03:27.000000,0,0,Thursday,1
CR-174,DDoS mitigation triggered during heavy external activity.,Complaint,John Cena,John Cena,Matrix,Service A,Closed,Low,Medium,Low,Medium,2025-01-02T12:45:12.000000,2025-01-02T14:45:12.000000,2025-01-03T16:45:12.000000,0,2,Thursday,1
CR-175,Incident flagged requiring multi-stage manual response process-layer specifics detailed high-priority assessment handling escalation batches linked matrix revisions queues overall.,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Low,Medium,Low,Medium,2025-01-02T21:00:56.000000,2025-01-03T01:00:56.000000,2025-01-03T13:00:56.000000,0,2,Thursday,1
CR-176,Unauthorized access attempt detected on admin portal.,Software,Captain America,Captain America,Avengers,Service B,Closed,Low,Medium,Low,Low,2025-01-02T05:03:04.000000,2025-01-02T11:03:04.000000,2025-01-02T23:03:04.000000,0,1,Thursday,1
CR-177,High file transfer identified; possible data exfiltration suspected.,Complaint,Hulk,Hulk,Avengers,Service B,New,Low,High,High,High,2025-01-02T05:37:48.000000,,,0,2,Thursday,1
CR-178,High in-memory data requests overloaded server processing.,Software,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,High,High,2025-01-02T11:06:43.000000,2025-01-02T13:06:43.000000,2025-01-03T02:06:43.000000,0,3,Thursday,1
CR-179,Cloud storage exposed publicly due to account misconfiguration.,Access,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,High,High,Medium,2025-01-02T09:18:59.000000,2025-01-02T11:18:59.000000,2025-01-03T08:18:59.000000,0,2,Thursday,1
CR-180,Preventative trial flagged confidence cases staging priority upticks during clustered metrics snapshot.,Complaint,Thor,Thor,Avengers,Service B,In Progress,Medium,Critical,Medium,High,2025-01-02T16:54:50.000000,2025-01-02T19:54:50.000000,,0,3,Thursday,1
CR-181,Database rollback failed due to corrupted backup imports.,Hardware,Loki,Loki,Avengers,Service B,Closed,Medium,High,High,High,2025-01-02T23:39:59.000000,2025-01-03T03:39:59.000000,2025-01-03T13:39:59.000000,0,3,Thursday,1
CR-182,Keylogger activity detected on privileged employee machine.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,High,High,High,2025-01-02T14:50:05.000000,2025-01-02T18:50:05.000000,2025-01-03T08:50:05.000000,0,2,Thursday,1
CR-183,Database rollback failed due to corrupted backup imports.,Network,Loki,Loki,Avengers,Service A,Closed,Low,High,Medium,Medium,2025-01-02T04:47:37.000000,2025-01-02T06:47:37.000000,2025-01-02T20:47:37.000000,0,2,Thursday,1
CR-184,Workload forecasting triggered after peak hours response logs clustered anomalies.,Complaint,Loki,Loki,Avengers,Service C,Closed,Medium,Medium,Low,Medium,2025-01-02T01:49:34.000000,2025-01-02T05:49:34.000000,2025-01-03T06:49:34.000000,1,1,Thursday,0
CR-185,Critical patch missing scheduled updates on key systems.,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,High,Low,Low,Low,2025-01-02T20:46:31.000000,2025-01-03T04:46:31.000000,2025-01-06T00:46:31.000000,0,1,Thursday,1
CR-186,JIRA system flagged as inaccessible due to SAML failure.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,In Progress,Low,High,High,High,2025-01-02T21:06:31.000000,2025-01-03T02:06:31.000000,,0,2,Thursday,1
