Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day
SR-0000124,Re-enable accounts for recent employee returning after leave.,Data,Neo,Neo,Matrix,Service A,Closed,High,Critical,Medium,High,2025-01-02T01:25:25.000000,2025-01-02T05:25:25.000000,2025-01-02T09:25:25.000000,4,Thursday
SR-0000125,Request to configure SSO login for external web resource.,Complaint,Thor,Thor,Avengers,Service B,Closed,High,Medium,Medium,Medium,2025-01-02T07:59:25.000000,2025-01-02T13:59:25.000000,2025-01-03T12:59:25.000000,1,Thursday
SR-0000126,Request to create container image repository for DevOps team.,Hardware,Iron Man,Iron Man,Avengers,Service A,New,Medium,High,High,Medium,2025-01-02T03:02:14.000000,,,1,Thursday
SR-0000127,Request to create test environment for application testing.,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Low,Low,Low,2025-01-02T22:38:37.000000,2025-01-03T01:38:37.000000,2025-01-04T01:38:37.000000,3,Thursday
SR-0000128,User asking for permissions to install additional software.,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,New,High,Critical,High,High,2025-01-02T19:31:28.000000,,,3,Thursday
SR-0000129,Request to move group mailbox ownership to new manager.,Access,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,High,Medium,High,2025-01-02T05:26:50.000000,2025-01-02T12:26:50.000000,2025-01-03T08:26:50.000000,2,Thursday
SR-0000130,User asking for permissions to install additional software.,Access,Iron Man,Iron Man,Avengers,Service B,Closed,Low,High,High,Medium,2025-01-02T01:32:42.000000,2025-01-02T04:32:42.000000,2025-01-02T17:32:42.000000,4,Thursday
SR-0000131,Relocation of desktop workstation within the office premises.,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,High,High,High,2025-01-02T20:36:26.000000,2025-01-03T04:36:26.000000,2025-01-03T18:36:26.000000,4,Thursday
SR-0000132,Setup repository access for junior developers.,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,High,High,High,2025-01-02T04:10:27.000000,2025-01-02T09:10:27.000000,2025-01-03T00:10:27.000000,4,Thursday
SR-0000133,Request to adjust permissions on shared inbox handling invoices.,Data,Iron Man,Iron Man,Avengers,Service C,Closed,High,High,High,Low,2025-01-02T02:24:52.000000,2025-01-02T08:24:52.000000,2025-01-02T22:24:52.000000,0,Thursday
SR-0000134,Enable multi-factor authentication for remote developers.,Facilities,Captain America,Captain America,Avengers,Service B,In Progress,Low,High,High,High,2025-01-02T12:24:07.000000,2025-01-02T15:24:07.000000,,2,Thursday
SR-0000135,Replace hardware for malfunctioning conference room equipment.,Network,Iron Man,Iron Man,Avengers,Service B,New,Medium,Medium,Medium,Medium,2025-01-02T12:40:45.000000,,,4,Thursday
SR-0000136,Request to enable remote access to on-site servers.,Facilities,Neo,Neo,Matrix,Service B,In Progress,High,Medium,Medium,Medium,2025-01-02T20:43:34.000000,2025-01-02T23:43:34.000000,,2,Thursday
SR-0000137,Update public holiday calendar in corporate Outlook accounts.,Complaint,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,Medium,High,2025-01-02T12:30:24.000000,2025-01-02T18:30:24.000000,2025-01-03T02:30:24.000000,2,Thursday
SR-0000138,Upgrade Oracle database version to meet system requirements.,Software,John Wick,John Wick,Matrix,Service A,Closed,Low,Medium,Medium,Low,2025-01-02T02:59:04.000000,2025-01-02T07:59:04.000000,2025-01-02T20:59:04.000000,0,Thursday
SR-0000139,Backup and restore files deleted by mistake on shared drive.,Software,Hulk,Hulk,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-01-02T23:30:15.000000,2025-01-03T01:30:15.000000,2025-01-04T10:30:15.000000,3,Thursday
SR-0000140,Replace hardware for malfunctioning conference room equipment.,Failure,Iron Man,Iron Man,Avengers,Service B,New,Medium,Critical,High,High,2025-01-02T06:10:33.000000,,,4,Thursday
SR-0000141,Request for extended quota on shared email inbox.,Failure,Hulk,Hulk,Avengers,Service B,On Hold,Medium,Medium,Medium,Low,2025-01-02T07:08:13.000000,,,3,Thursday
SR-0000142,Request for cloud storage account provisioning for upcoming project.,Data,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-01-02T15:17:48.000000,2025-01-02T22:17:48.000000,2025-01-03T19:17:48.000000,1,Thursday
SR-0000143,Setup repository access for junior developers.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-01-02T08:31:47.000000,2025-01-02T14:31:47.000000,2025-01-03T19:31:47.000000,4,Thursday
SR-0000144,Request to enable remote access to on-site servers.,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Critical,High,Medium,2025-01-02T19:28:02.000000,2025-01-02T21:28:02.000000,2025-01-03T08:28:02.000000,3,Thursday
SR-0000145,Enable multi-factor authentication for remote developers.,Software,Loki,Loki,Avengers,Service C,Closed,High,High,Medium,High,2025-01-02T11:28:49.000000,2025-01-02T13:28:49.000000,2025-01-03T10:28:49.000000,1,Thursday
SR-0000146,Request to enable remote access to on-site servers.,Data,Batman,Batman,Matrix,Service C,New,Low,Medium,Medium,Medium,2025-01-02T13:45:02.000000,,,5,Thursday
SR-0000147,Document retention policy modification for compliance purposes.,Failure,Hulk,Hulk,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-01-02T17:48:05.000000,2025-01-02T22:48:05.000000,2025-01-04T02:48:05.000000,0,Thursday
SR-0000148,Request to delete unused virtual machines in non-production environment.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Low,Medium,2025-01-02T00:08:45.000000,2025-01-02T08:08:45.000000,2025-01-03T17:08:45.000000,0,Thursday
SR-0000149,Update employee badge photo in internal directory.,Facilities,Iron Man,Iron Man,Avengers,Service B,New,High,Medium,Medium,Medium,2025-01-02T03:39:47.000000,,,3,Thursday
SR-0000150,Configure alerts for reporting dashboard thresholds.,Hardware,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-01-02T20:30:00.000000,2025-01-03T03:30:00.000000,2025-01-03T06:30:00.000000,3,Thursday
SR-0000151,Configure alerts for reporting dashboard thresholds.,Facilities,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-01-02T16:23:23.000000,2025-01-02T22:23:23.000000,2025-01-02T23:23:23.000000,4,Thursday
SR-0000152,Upgrade virtual machine specs for training platform.,Access,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-01-02T00:08:30.000000,2025-01-02T07:08:30.000000,2025-01-03T11:08:30.000000,1,Thursday
SR-0000153,Provision external storage for graphics design project.,Software,Captain America,Captain America,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-01-02T10:52:06.000000,2025-01-02T18:52:06.000000,2025-01-03T06:52:06.000000,0,Thursday
SR-0000154,Request for temporary guest access to internal intranet services.,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Critical,High,High,2025-01-02T19:02:36.000000,2025-01-02T22:02:36.000000,2025-01-03T05:02:36.000000,5,Thursday
SR-0000155,Troubleshoot application access issues related to role change.,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-01-02T01:21:13.000000,2025-01-02T07:21:13.000000,2025-01-02T21:21:13.000000,1,Thursday
SR-0000156,Replace hardware for malfunctioning conference room equipment.,Complaint,Captain America,Captain America,Avengers,Service B,New,Low,Medium,Low,Medium,2025-01-02T00:23:34.000000,,,1,Thursday
SR-0000157,Extend mailbox retention policy for legal department emails.,Software,Loki,Loki,Avengers,Service B,Closed,Medium,Critical,High,High,2025-01-02T06:05:32.000000,2025-01-02T10:05:32.000000,2025-01-02T11:05:32.000000,0,Thursday
SR-0000158,Request to move group mailbox ownership to new manager.,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Critical,Medium,Medium,2025-01-02T14:53:20.000000,2025-01-02T21:53:20.000000,2025-01-03T03:53:20.000000,2,Thursday
SR-0000159,Request to delete unused virtual machines in non-production environment.,Software,Thor,Thor,Avengers,Service C,In Progress,Medium,Low,Low,Low,2025-01-02T18:38:44.000000,2025-01-03T00:38:44.000000,,3,Thursday
SR-0000160,Re-enable accounts for recent employee returning after leave.,Failure,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,High,2025-01-02T11:44:39.000000,2025-01-02T15:44:39.000000,2025-01-02T19:44:39.000000,3,Thursday
SR-0000161,Request to create and configure backup jobs for departmental database.,Software,Batman,Batman,Matrix,Service C,Closed,High,Low,Low,Low,2025-01-02T04:18:58.000000,2025-01-02T12:18:58.000000,2025-01-04T21:18:58.000000,5,Thursday
SR-0000162,Troubleshoot application access issues related to role change.,Software,Iron Man,Iron Man,Avengers,Service B,New,Medium,Critical,High,High,2025-01-02T08:14:38.000000,,,3,Thursday
SR-0000163,Reassign ownership of project management tools to new team lead.,Complaint,Thor,Thor,Avengers,Service B,Closed,Low,High,Medium,High,2025-01-02T15:12:37.000000,2025-01-02T20:12:37.000000,2025-01-03T10:12:37.000000,0,Thursday
SR-0000164,Request for cloud storage account provisioning for upcoming project.,Access,Loki,Loki,Avengers,Service C,In Progress,Medium,Critical,High,High,2025-01-02T12:31:31.000000,2025-01-02T15:31:31.000000,,2,Thursday
SR-0000165,Enable port redirection for database replication tasks.,Complaint,Thor,Thor,Avengers,Service C,Closed,Medium,Critical,High,High,2025-01-02T05:09:53.000000,2025-01-02T10:09:53.000000,2025-01-02T20:09:53.000000,4,Thursday
SR-0000166,Create custom email signature for company branding.,Software,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,Medium,Low,Low,2025-01-02T01:11:14.000000,2025-01-02T08:11:14.000000,2025-01-03T02:11:14.000000,5,Thursday
SR-0000167,Backup and restore files deleted by mistake on shared drive.,Hardware,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Critical,High,Medium,2025-01-02T20:33:50.000000,2025-01-02T23:33:50.000000,2025-01-03T00:33:50.000000,4,Thursday
SR-0000168,Troubleshoot application access issues related to role change.,Software,Batman,Batman,Matrix,Service A,Closed,High,Low,Low,Low,2025-01-02T21:51:38.000000,2025-01-03T04:51:38.000000,2025-01-04T18:51:38.000000,2,Thursday
SR-0000169,Request to add new printer to network for HR department.,Facilities,Neo,Neo,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-01-02T16:42:44.000000,2025-01-02T22:42:44.000000,2025-01-03T22:42:44.000000,1,Thursday
SR-0000170,Request for secure deletion of files on retired desktops.,Access,Loki,Loki,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-01-02T14:58:22.000000,2025-01-02T22:58:22.000000,2025-01-04T10:58:22.000000,1,Thursday
SR-0000171,Update public holiday calendar in corporate Outlook accounts.,Network,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,Low,Low,Low,2025-01-02T12:51:02.000000,2025-01-02T17:51:02.000000,2025-01-04T11:51:02.000000,0,Thursday
SR-0000172,Request for temporary guest access to internal intranet services.,Software,John Cena,John Cena,Matrix,Service A,Closed,High,High,Medium,Low,2025-01-02T15:56:10.000000,2025-01-02T20:56:10.000000,2025-01-03T19:56:10.000000,3,Thursday
SR-0000173,Grant access to restricted database for data analytics intern.,Network,Thor,Thor,Avengers,Service C,Closed,High,High,Medium,High,2025-01-02T02:21:17.000000,2025-01-02T07:21:17.000000,2025-01-02T16:21:17.000000,1,Thursday
SR-0000174,Request to create and configure backup jobs for departmental database.,Hardware,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Critical,High,High,2025-01-02T12:38:22.000000,2025-01-02T18:38:22.000000,2025-01-03T06:38:22.000000,1,Thursday
SR-0000175,Configure alerts for reporting dashboard thresholds.,Hardware,John Wick,John Wick,Matrix,Service B,Closed,Low,High,Medium,High,2025-01-02T14:40:40.000000,2025-01-02T19:40:40.000000,2025-01-03T13:40:40.000000,0,Thursday
SR-0000176,Request to add new printer to network for HR department.,Software,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Critical,High,Medium,2025-01-02T12:40:10.000000,2025-01-02T15:40:10.000000,2025-01-02T16:40:10.000000,3,Thursday
SR-0000177,Troubleshoot application access issues related to role change.,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-01-02T07:37:03.000000,2025-01-02T13:37:03.000000,2025-01-03T01:37:03.000000,3,Thursday
SR-0000178,Install Adobe Creative Suite on workstation for design team.,Data,Loki,Loki,Avengers,Service C,Closed,Low,Medium,Low,Low,2025-01-02T23:39:19.000000,2025-01-03T01:39:19.000000,2025-01-04T05:39:19.000000,2,Thursday
SR-0000179,Re-enable accounts for recent employee returning after leave.,Facilities,Loki,Loki,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-01-02T02:42:38.000000,2025-01-02T07:42:38.000000,2025-01-03T13:42:38.000000,3,Thursday
SR-0000180,Request to enable remote access to on-site servers.,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Low,Low,Low,2025-01-03T22:43:03.000000,2025-01-04T06:43:03.000000,2025-01-06T07:43:03.000000,3,Friday
SR-0000181,Replace hardware for malfunctioning conference room equipment.,Facilities,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-01-03T17:57:19.000000,2025-01-04T00:57:19.000000,2025-01-04T05:57:19.000000,0,Friday
SR-0000182,Request to create and configure backup jobs for departmental database.,Data,Thor,Thor,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-01-03T10:19:04.000000,2025-01-03T15:19:04.000000,2025-01-05T03:19:04.000000,0,Friday
SR-0000183,Backup and restore files deleted by mistake on shared drive.,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Medium,Critical,High,High,2025-01-03T19:54:29.000000,2025-01-03T21:54:29.000000,2025-01-04T09:54:29.000000,0,Friday
SR-0000184,Provision special access profiles for GDPR compliance audits.,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service B,New,Low,Medium,Medium,Medium,2025-01-03T05:57:45.000000,,,4,Friday
SR-0000185,Backup and restore files deleted by mistake on shared drive.,Network,Captain America,Captain America,Avengers,Service C,Closed,High,Low,Low,Low,2025-01-03T04:27:30.000000,2025-01-03T12:27:30.000000,2025-01-05T14:27:30.000000,2,Friday
SR-0000186,Create subdomain for new departmental website launch.,Failure,John Cena,John Cena,Matrix,Service C,New,High,Low,Low,Low,2025-01-03T11:22:31.000000,,,3,Friday
SR-0000187,Install Adobe Creative Suite on workstation for design team.,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-01-03T05:09:30.000000,2025-01-03T13:09:30.000000,2025-01-03T16:09:30.000000,0,Friday
SR-0000188,Upgrade virtual machine specs for training platform.,Software,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-01-03T15:32:42.000000,2025-01-03T23:32:42.000000,2025-01-04T13:32:42.000000,2,Friday
SR-0000189,Request to delete unused virtual machines in non-production environment.,Complaint,Captain America,Captain America,Avengers,Service C,Closed,High,High,Medium,High,2025-01-03T07:50:59.000000,2025-01-03T13:50:59.000000,2025-01-04T02:50:59.000000,4,Friday
SR-0000190,Backup and restore files deleted by mistake on shared drive.,Hardware,Loki,Loki,Avengers,Service C,Closed,Medium,High,High,High,2025-01-03T03:50:10.000000,2025-01-03T11:50:10.000000,2025-01-04T04:50:10.000000,0,Friday
SR-0000191,Configure alerts for reporting dashboard thresholds.,Failure,Loki,Loki,Avengers,Service B,Closed,High,High,Medium,High,2025-01-03T15:49:48.000000,2025-01-03T20:49:48.000000,2025-01-04T17:49:48.000000,0,Friday
SR-0000192,Document retention policy modification for compliance purposes.,Complaint,Hulk,Hulk,Avengers,Service B,Closed,Low,High,Medium,Medium,2025-01-03T13:48:24.000000,2025-01-03T15:48:24.000000,2025-01-04T09:48:24.000000,3,Friday
SR-0000193,Change access rights on shared folder for team lead.,Hardware,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-01-03T00:15:59.000000,2025-01-03T04:15:59.000000,2025-01-03T17:15:59.000000,1,Friday
SR-0000194,Troubleshoot application access issues related to role change.,Access,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,High,High,Medium,2025-01-03T11:04:36.000000,2025-01-03T14:04:36.000000,2025-01-04T11:04:36.000000,0,Friday
SR-0000195,Add two new access points to the office Wi-Fi network.,Hardware,Iron Man,Iron Man,Avengers,Service B,New,High,Medium,Medium,Low,2025-01-03T20:32:27.000000,,,0,Friday
SR-0000196,Grant access to restricted database for data analytics intern.,Network,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-01-03T09:03:27.000000,2025-01-03T17:03:27.000000,2025-01-04T08:03:27.000000,4,Friday
SR-0000197,Request to delete unused virtual machines in non-production environment.,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-01-03T00:44:18.000000,2025-01-03T04:44:18.000000,2025-01-03T22:44:18.000000,0,Friday
SR-0000198,Upgrade virtual machine specs for training platform.,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,High,Medium,Medium,2025-01-03T14:51:47.000000,2025-01-03T18:51:47.000000,2025-01-04T09:51:47.000000,5,Friday
