Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-121,VoIP phone not registering with call manager,Software,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,High,High,Medium,2025-01-02T19:52:45.000000,2025-01-03T03:52:45.000000,2025-01-03T11:52:45.000000,0,2,Thursday,1
CR-122,Printer not printing documents from any workstation,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,Critical,High,High,2025-01-02T00:12:42.000000,2025-01-02T07:12:42.000000,2025-01-02T09:12:42.000000,0,4,Thursday,1
CR-123,Frequent password prompts despite valid authentication,Data,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Critical,High,High,2025-01-02T18:26:34.000000,2025-01-02T22:26:34.000000,2025-01-03T09:26:34.000000,1,3,Thursday,0
CR-124,Access badge system not updating from central database,Access,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,High,2025-01-02T15:20:31.000000,2025-01-02T20:20:31.000000,2025-01-03T07:20:31.000000,0,4,Thursday,1
CR-125,Application not launching after latest OS update,Access,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-01-02T03:49:19.000000,2025-01-02T06:49:19.000000,2025-01-03T15:49:19.000000,1,2,Thursday,0
CR-126,Printing jobs stuck in queue without error message,Hardware,Neo,Neo,Matrix,Service C,Closed,Medium,High,High,Medium,2025-01-02T10:23:29.000000,2025-01-02T18:23:29.000000,2025-01-03T14:23:29.000000,0,3,Thursday,1
CR-127,Unauthorized login attempt alert for admin account,Failure,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-01-02T04:58:59.000000,2025-01-02T07:58:59.000000,2025-01-02T09:58:59.000000,0,5,Thursday,1
CR-128,SSL certificate error when accessing internal site,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Low,Low,Low,2025-01-02T13:08:23.000000,2025-01-02T17:08:23.000000,2025-01-05T06:08:23.000000,0,0,Thursday,1
CR-129,Multi-factor authentication code not delivered to user,Complaint,Hulk,Hulk,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-01-02T23:25:45.000000,2025-01-03T02:25:45.000000,2025-01-03T19:25:45.000000,0,1,Thursday,1
CR-130,Scheduled report not generated or delivered,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Low,Low,Low,Low,2025-01-02T07:12:54.000000,2025-01-02T14:12:54.000000,2025-01-04T01:12:54.000000,0,1,Thursday,1
CR-131,User not receiving password reset email,Network,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-02T18:58:36.000000,2025-01-03T00:58:36.000000,2025-01-03T11:58:36.000000,0,3,Thursday,1
CR-132,Multiple users experiencing Outlook crashes,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-01-02T02:48:38.000000,2025-01-02T10:48:38.000000,2025-01-03T22:48:38.000000,1,1,Thursday,0
CR-133,SSL certificate error when accessing internal site,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,Medium,Low,Medium,2025-01-02T22:25:58.000000,2025-01-03T02:25:58.000000,2025-01-04T13:25:58.000000,1,2,Thursday,0
CR-134,Newly created user not syncing to all systems,Software,Loki,Loki,Avengers,Service B,On Hold,High,Critical,High,High,2025-01-02T00:18:42.000000,,,0,4,Thursday,1
CR-135,Corrupted email attachments received internally,Complaint,Hulk,Hulk,Avengers,Service B,Closed,Low,High,Medium,High,2025-01-02T20:21:46.000000,2025-01-03T02:21:46.000000,2025-01-04T00:21:46.000000,0,2,Thursday,1
CR-136,Unexpected application log errors after deployment,Data,Loki,Loki,Avengers,Service C,Closed,High,High,High,Low,2025-01-02T18:32:12.000000,2025-01-02T20:32:12.000000,2025-01-03T09:32:12.000000,0,2,Thursday,1
CR-137,User account locked after multiple failed login attempts,Software,Loki,Loki,Avengers,Service A,Closed,Medium,Critical,High,High,2025-01-02T13:44:03.000000,2025-01-02T19:44:03.000000,2025-01-03T00:44:03.000000,0,3,Thursday,1
CR-138,Broken link on intranet home page,Data,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,High,Medium,High,2025-01-02T14:18:02.000000,2025-01-02T17:18:02.000000,2025-01-03T07:18:02.000000,0,2,Thursday,1
CR-139,Antivirus alert triggered on user workstation,Facilities,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,High,High,2025-01-02T01:31:39.000000,2025-01-02T06:31:39.000000,2025-01-02T12:31:39.000000,1,4,Thursday,0
CR-140,Unexpected reboot of application server,Software,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,High,2025-01-02T01:23:50.000000,2025-01-02T09:23:50.000000,2025-01-02T11:23:50.000000,0,3,Thursday,1
CR-141,Network printer not visible in device list,Access,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,High,High,Medium,2025-01-02T14:17:25.000000,2025-01-02T20:17:25.000000,2025-01-03T02:17:25.000000,0,3,Thursday,1
CR-142,User unable to change expired password remotely,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-01-02T20:18:23.000000,2025-01-03T02:18:23.000000,2025-01-04T00:18:23.000000,0,2,Thursday,1
CR-143,Error 500 returned by internal web application,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Low,Low,Low,2025-01-02T03:03:48.000000,2025-01-02T09:03:48.000000,2025-01-04T05:03:48.000000,0,0,Thursday,1
CR-144,User unable to access HR portal,Data,Hulk,Hulk,Avengers,Service C,Closed,High,High,High,Medium,2025-01-02T21:58:00.000000,2025-01-03T05:58:00.000000,2025-01-03T15:58:00.000000,0,3,Thursday,1
CR-145,SSL certificate error when accessing internal site,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,On Hold,Low,Medium,Medium,Medium,2025-01-02T05:38:19.000000,,,1,1,Thursday,0
CR-146,Endpoint not checking in with management server,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,On Hold,High,Low,Low,Low,2025-01-02T13:26:29.000000,,,1,1,Thursday,0
CR-147,Network printer not visible in device list,Facilities,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-02T16:28:54.000000,2025-01-02T21:28:54.000000,2025-01-03T08:28:54.000000,0,4,Thursday,1
CR-148,Endpoint disk space critically low warning,Software,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,Medium,Medium,Low,2025-01-02T14:06:53.000000,2025-01-02T21:06:53.000000,2025-01-03T12:06:53.000000,0,1,Thursday,1
CR-149,User not receiving password reset email,Facilities,Thor,Thor,Avengers,Service B,Closed,High,High,Medium,High,2025-01-02T19:02:02.000000,2025-01-03T02:02:02.000000,2025-01-03T17:02:02.000000,0,2,Thursday,1
CR-150,Auto-save not working in productivity application,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Low,Low,Low,2025-01-02T06:39:04.000000,2025-01-02T08:39:04.000000,2025-01-04T09:39:04.000000,0,1,Thursday,1
CR-151,Printer not printing documents from any workstation,Access,John Cena,John Cena,Matrix,Service B,Closed,Medium,Medium,Medium,Low,2025-01-02T10:30:34.000000,2025-01-02T17:30:34.000000,2025-01-03T11:30:34.000000,0,1,Thursday,1
CR-152,Error while uploading documents to intranet portal,Facilities,Neo,Neo,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-01-02T10:26:47.000000,2025-01-02T12:26:47.000000,2025-01-03T17:26:47.000000,0,1,Thursday,1
CR-153,Multiple users experiencing Outlook crashes,Software,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-01-02T20:21:49.000000,2025-01-02T22:21:49.000000,2025-01-03T09:21:49.000000,0,4,Thursday,1
CR-154,Intermittent packet loss on WAN link,Access,Thor,Thor,Avengers,Service A,In Progress,Medium,Critical,High,High,2025-01-02T06:21:37.000000,2025-01-02T11:21:37.000000,,0,4,Thursday,1
CR-155,Time synchronization issue causing authentication failures,Software,Neo,Neo,Matrix,Service C,Closed,High,High,High,High,2025-01-02T07:06:09.000000,2025-01-02T12:06:09.000000,2025-01-03T00:06:09.000000,0,3,Thursday,1
CR-156,Old password still granting access to system,Software,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,High,High,High,2025-01-02T08:58:10.000000,2025-01-02T14:58:10.000000,2025-01-03T08:58:10.000000,0,3,Thursday,1
CR-157,Old password still granting access to system,Network,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-01-02T22:48:05.000000,2025-01-03T06:48:05.000000,2025-01-03T15:48:05.000000,1,3,Thursday,0
CR-158,Email client not connecting to mail server,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,New,High,High,Medium,High,2025-01-02T18:40:50.000000,,,1,3,Thursday,0
CR-159,Error 500 returned by internal web application,Facilities,Iron Man,Iron Man,Avengers,Service C,In Progress,Medium,Critical,High,High,2025-01-02T11:55:47.000000,2025-01-02T13:55:47.000000,,0,5,Thursday,1
CR-160,Incorrect user mapping in identity provider,Complaint,Thor,Thor,Avengers,Service C,Closed,Low,High,High,Medium,2025-01-02T09:37:22.000000,2025-01-02T11:37:22.000000,2025-01-03T03:37:22.000000,0,2,Thursday,1
CR-161,Email client not connecting to mail server,Failure,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-01-02T09:26:22.000000,2025-01-02T12:26:22.000000,2025-01-03T02:26:22.000000,0,2,Thursday,1
CR-162,Multiple users experiencing Outlook crashes,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Critical,High,High,2025-01-02T10:04:25.000000,2025-01-02T15:04:25.000000,2025-01-02T19:04:25.000000,0,4,Thursday,1
CR-163,New software installation failing on endpoint,Hardware,Hulk,Hulk,Avengers,Service C,Closed,High,High,High,High,2025-01-02T11:54:58.000000,2025-01-02T19:54:58.000000,2025-01-03T10:54:58.000000,0,3,Thursday,1
CR-164,Network printer not visible in device list,Network,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-01-02T10:09:15.000000,2025-01-02T16:09:15.000000,2025-01-02T22:09:15.000000,0,4,Thursday,1
CR-165,Frequent password prompts despite valid authentication,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service A,On Hold,Medium,High,Medium,Medium,2025-01-02T16:13:11.000000,,,1,3,Thursday,0
CR-166,New software installation failing on endpoint,Hardware,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Medium,Low,2025-01-02T15:21:23.000000,2025-01-02T19:21:23.000000,2025-01-03T15:21:23.000000,0,1,Thursday,1
CR-167,Firewall blocking legitimate traffic to partner system,Failure,Batman,Batman,Matrix,Service C,New,Low,Medium,Medium,Medium,2025-01-02T02:50:39.000000,,,1,2,Thursday,0
CR-168,USB device not recognized on workstation,Software,Loki,Loki,Avengers,Service A,Closed,Low,Critical,Medium,High,2025-01-02T09:45:22.000000,2025-01-02T14:45:22.000000,2025-01-02T23:45:22.000000,0,4,Thursday,1
CR-169,USB device not recognized on workstation,Data,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,Medium,2025-01-02T14:06:44.000000,2025-01-02T21:06:44.000000,2025-01-03T09:06:44.000000,0,4,Thursday,1
CR-170,User profile not loading correctly after login,Hardware,Loki,Loki,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-01-02T15:16:21.000000,2025-01-02T20:16:21.000000,2025-01-03T15:16:21.000000,0,1,Thursday,1
CR-171,Network outage in specific office floor,Hardware,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,Medium,High,2025-01-02T08:36:58.000000,2025-01-02T14:36:58.000000,2025-01-02T15:36:58.000000,0,4,Thursday,1
CR-172,Time synchronization issue causing authentication failures,Hardware,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,Medium,2025-01-02T00:35:50.000000,2025-01-02T06:35:50.000000,2025-01-02T14:35:50.000000,0,3,Thursday,1
CR-173,File restore from backup failed for requested folder,Complaint,Thor,Thor,Avengers,Service A,Closed,Medium,High,High,High,2025-01-02T03:34:12.000000,2025-01-02T07:34:12.000000,2025-01-03T00:34:12.000000,0,3,Thursday,1
CR-174,Auto-save not working in productivity application,Failure,Hulk,Hulk,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-01-02T23:45:26.000000,2025-01-03T01:45:26.000000,2025-01-04T01:45:26.000000,0,2,Thursday,1
CR-175,Time-out errors when accessing CRM system,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Low,Low,Low,2025-01-02T19:55:11.000000,2025-01-02T21:55:11.000000,2025-01-05T16:55:11.000000,0,1,Thursday,1
CR-176,Shared network drive not accessible,Access,Iron Man,Iron Man,Avengers,Service A,On Hold,High,Critical,High,High,2025-01-02T06:28:07.000000,,,0,3,Thursday,1
CR-177,Application not launching after latest OS update,Failure,Loki,Loki,Avengers,Service A,Closed,High,High,High,High,2025-01-02T15:03:25.000000,2025-01-02T22:03:25.000000,2025-01-03T20:03:25.000000,0,2,Thursday,1
CR-178,Network latency observed between data center and branch office,Complaint,Shang Chi,Shang Chi,Avengers II,Service B,New,High,Medium,Medium,Medium,2025-01-02T04:53:58.000000,,,1,2,Thursday,0
CR-179,User home drive not mapping at login,Data,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-02T17:07:52.000000,2025-01-02T20:07:52.000000,2025-01-03T06:07:52.000000,0,5,Thursday,1
CR-180,Unexpected high memory usage on web server,Network,Batman,Batman,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-01-02T14:09:26.000000,2025-01-02T18:09:26.000000,2025-01-03T18:09:26.000000,0,2,Thursday,1
CR-181,Time synchronization issue causing authentication failures,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-01-02T01:51:51.000000,2025-01-02T07:51:51.000000,2025-01-03T08:51:51.000000,0,1,Thursday,1
CR-182,Network printer not visible in device list,Data,Iron Man,Iron Man,Avengers,Service C,In Progress,Medium,High,High,High,2025-01-02T04:56:37.000000,2025-01-02T09:56:37.000000,,0,2,Thursday,1
CR-183,Frequent password prompts despite valid authentication,Hardware,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-01-02T09:20:31.000000,2025-01-02T11:20:31.000000,2025-01-03T06:20:31.000000,1,1,Thursday,0
CR-184,File restore from backup failed for requested folder,Complaint,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-02T08:01:20.000000,2025-01-02T12:01:20.000000,2025-01-02T18:01:20.000000,0,5,Thursday,1
CR-185,Error 500 returned by internal web application,Complaint,Captain America,Captain America,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-01-02T09:57:01.000000,2025-01-02T17:57:01.000000,2025-01-03T10:57:01.000000,0,1,Thursday,1
CR-186,Time-out errors when accessing CRM system,Data,Thor,Thor,Avengers,Service B,Closed,Low,High,Medium,Medium,2025-01-02T21:12:25.000000,2025-01-03T02:12:25.000000,2025-01-03T21:12:25.000000,0,2,Thursday,1
CR-187,Time synchronization issue causing authentication failures,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,High,Critical,High,High,2025-01-02T08:48:13.000000,2025-01-02T13:48:13.000000,2025-01-02T17:48:13.000000,0,5,Thursday,1
CR-188,User profile not loading correctly after login,Software,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-01-02T14:03:42.000000,2025-01-02T20:03:42.000000,2025-01-02T23:03:42.000000,0,3,Thursday,1
CR-189,Time-out errors when accessing CRM system,Facilities,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,High,High,2025-01-02T18:34:31.000000,2025-01-02T21:34:31.000000,2025-01-02T23:34:31.000000,0,5,Thursday,1
CR-190,Incorrect user mapping in identity provider,Software,Shang Chi,Shang Chi,Avengers II,Service C,New,Low,Medium,Low,Medium,2025-01-02T18:01:29.000000,,,0,2,Thursday,1
CR-191,Mobile app login failing for all users,Failure,Hulk,Hulk,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-01-02T16:48:57.000000,2025-01-02T23:48:57.000000,2025-01-04T09:48:57.000000,0,1,Thursday,1
CR-192,Antivirus alert triggered on user workstation,Access,Loki,Loki,Avengers,Service B,On Hold,Low,Medium,Medium,Medium,2025-01-02T07:08:14.000000,,,0,2,Thursday,1
CR-193,Unexpected high memory usage on web server,Access,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-01-02T14:47:54.000000,2025-01-02T22:47:54.000000,2025-01-04T07:47:54.000000,0,2,Thursday,1
CR-194,Single user laptop not connecting to Wi-Fi,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Low,Low,Low,2025-01-02T15:42:23.000000,2025-01-02T23:42:23.000000,2025-01-05T21:42:23.000000,1,0,Thursday,0
CR-195,Firewall blocking legitimate traffic to partner system,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-01-02T20:05:47.000000,2025-01-02T23:05:47.000000,2025-01-04T05:05:47.000000,0,2,Thursday,1
CR-196,Shared network drive not accessible,Access,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,Medium,2025-01-02T15:06:40.000000,2025-01-02T19:06:40.000000,2025-01-02T23:06:40.000000,0,3,Thursday,1
CR-197,Batch job failed to complete overnight,Access,Iron Man,Iron Man,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-01-02T10:39:30.000000,2025-01-02T12:39:30.000000,2025-01-03T01:39:30.000000,0,1,Thursday,1
CR-198,User not receiving password reset email,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-01-02T14:57:36.000000,2025-01-02T19:57:36.000000,2025-01-05T01:57:36.000000,0,0,Thursday,1
CR-199,High CPU usage on database server impacting performance,Access,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,High,Medium,2025-01-02T15:14:50.000000,2025-01-02T23:14:50.000000,2025-01-03T06:14:50.000000,0,3,Thursday,1
CR-200,Time-out errors when accessing CRM system,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,High,Critical,High,High,2025-01-02T06:04:57.000000,2025-01-02T14:04:57.000000,2025-01-02T18:04:57.000000,0,5,Thursday,1
CR-201,Multi-factor authentication code not delivered to user,Software,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,Medium,Low,Low,2025-01-02T07:00:11.000000,2025-01-02T12:00:11.000000,2025-01-03T23:00:11.000000,0,2,Thursday,1
CR-202,Database connection error in production application,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-01-02T02:42:27.000000,2025-01-02T10:42:27.000000,2025-01-03T09:42:27.000000,0,1,Thursday,1
CR-203,Incorrect data displayed in reporting dashboard,Data,John Wick,John Wick,Matrix,Service B,Closed,High,Medium,Low,Low,2025-01-02T19:18:48.000000,2025-01-02T21:18:48.000000,2025-01-03T17:18:48.000000,1,2,Thursday,0
CR-204,External website not reachable from corporate network,Hardware,Neo,Neo,Matrix,Service C,Closed,Medium,Critical,High,High,2025-01-02T06:44:36.000000,2025-01-02T09:44:36.000000,2025-01-02T12:44:36.000000,0,5,Thursday,1
CR-205,Network latency observed between data center and branch office,Network,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,High,2025-01-02T05:44:44.000000,2025-01-02T08:44:44.000000,2025-01-02T11:44:44.000000,0,4,Thursday,1
