Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-116,Unstable connection to remote branches over WAN,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,Medium,Low,Low,2025-01-09T17:30:14.000000,2025-01-09T23:30:14.000000,2025-01-10T16:30:14.000000,0,2,Thursday,1
CR-117,Inconsistent permission errors on shared folders,Failure,Hulk,Hulk,Avengers,Service A,New,High,Critical,High,Medium,2025-01-09T06:06:57.000000,,,1,4,Thursday,0
CR-118,Inconsistent permission errors on shared folders,Hardware,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,High,2025-01-09T03:27:17.000000,2025-01-09T08:27:17.000000,2025-01-09T16:27:17.000000,0,4,Thursday,1
CR-119,Random disconnections from database for application services,Network,Captain America,Captain America,Avengers,Service C,Closed,Low,High,High,High,2025-01-09T13:14:17.000000,2025-01-09T17:14:17.000000,2025-01-10T06:14:17.000000,0,2,Thursday,1
CR-120,Random failures in software deployment to endpoints,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,High,High,Medium,2025-01-09T17:18:09.000000,2025-01-09T22:18:09.000000,2025-01-10T04:18:09.000000,0,2,Thursday,1
CR-121,Recurring disk space shortages on application servers,Software,Loki,Loki,Avengers,Service A,Closed,High,High,High,High,2025-01-09T00:45:11.000000,2025-01-09T06:45:11.000000,2025-01-09T14:45:11.000000,0,2,Thursday,1
CR-122,Session timeouts occurring too frequently for web application,Failure,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,High,2025-01-09T04:10:21.000000,2025-01-09T12:10:21.000000,2025-01-09T18:10:21.000000,0,3,Thursday,1
CR-123,Recurring printer spooler service failures on print server,Hardware,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-01-09T17:55:16.000000,2025-01-10T00:55:16.000000,2025-01-10T01:55:16.000000,0,3,Thursday,1
CR-124,Unexplained slow logon times for domain users,Access,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-01-09T05:53:57.000000,2025-01-09T07:53:57.000000,2025-01-09T20:53:57.000000,0,2,Thursday,1
CR-125,Recurring SSL certificate errors for internal applications,Complaint,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,High,High,2025-01-10T19:24:05.000000,2025-01-11T01:24:05.000000,2025-01-11T08:24:05.000000,0,2,Friday,1
CR-126,Intermittent access issues to HR web portal,Software,Thor,Thor,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-01-10T08:07:45.000000,2025-01-10T16:07:45.000000,2025-01-11T19:07:45.000000,0,2,Friday,1
CR-127,Frequent account lockouts for multiple users,Network,Batman,Batman,Matrix,Service A,On Hold,Low,Critical,High,High,2025-01-10T12:57:22.000000,,,1,4,Friday,0
CR-128,Recurring problems with email calendar synchronization,Complaint,Neo,Neo,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-01-10T04:54:18.000000,2025-01-10T07:54:18.000000,2025-01-11T14:54:18.000000,0,0,Friday,1
CR-129,Recurring printing failures for specific printer models,Failure,Captain America,Captain America,Avengers,Service B,In Progress,Low,Critical,High,Medium,2025-01-10T22:10:55.000000,2025-01-11T02:10:55.000000,,0,4,Friday,1
CR-130,Frequent corruption of user profiles on shared workstations,Failure,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Low,Low,Low,2025-01-10T09:56:52.000000,2025-01-10T14:56:52.000000,2025-01-13T06:56:52.000000,0,1,Friday,1
CR-131,Inconsistent synchronization between production and reporting databases,Facilities,John Cena,John Cena,Matrix,Service C,Closed,Low,High,Medium,Low,2025-01-10T05:01:41.000000,2025-01-10T10:01:41.000000,2025-01-11T08:01:41.000000,1,3,Friday,0
CR-132,Recurring disk space shortages on application servers,Hardware,Captain America,Captain America,Avengers,Service A,Closed,Medium,Medium,Low,Medium,2025-01-10T05:27:42.000000,2025-01-10T07:27:42.000000,2025-01-11T14:27:42.000000,0,1,Friday,1
CR-133,Recurring time synchronization issues across servers,Software,Batman,Batman,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-01-10T08:32:06.000000,2025-01-10T13:32:06.000000,2025-01-11T03:32:06.000000,1,2,Friday,0
CR-134,Recurring SSL certificate errors for internal applications,Software,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Low,Medium,2025-01-10T22:40:25.000000,2025-01-11T03:40:25.000000,2025-01-11T18:40:25.000000,0,1,Friday,1
CR-135,Inconsistent behavior of multi-factor authentication prompts,Complaint,Thor,Thor,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-01-10T19:26:11.000000,2025-01-11T03:26:11.000000,2025-01-11T15:26:11.000000,0,1,Friday,1
CR-136,Recurring printing failures for specific printer models,Failure,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-01-11T11:53:33.000000,2025-01-11T18:53:33.000000,2025-01-12T02:53:33.000000,0,4,Saturday,1
CR-137,Inconsistent permission errors on shared folders,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,On Hold,Low,Medium,Low,Medium,2025-01-11T16:03:15.000000,,,0,2,Saturday,1
CR-138,Scheduled batch jobs failing intermittently without clear error,Facilities,Thor,Thor,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-01-11T21:23:21.000000,2025-01-12T04:23:21.000000,2025-01-12T23:23:21.000000,0,2,Saturday,1
CR-139,Intermittent access issues to HR web portal,Software,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Medium,Critical,High,Medium,2025-01-11T07:50:05.000000,2025-01-11T13:50:05.000000,2025-01-12T01:50:05.000000,0,3,Saturday,1
CR-140,Intermittent failures of web proxy authentication,Complaint,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-01-11T16:26:34.000000,2025-01-12T00:26:34.000000,2025-01-12T17:26:34.000000,0,1,Saturday,1
CR-141,Frequent VPN disconnections during peak hours,Failure,John Cena,John Cena,Matrix,Service B,Closed,High,Medium,Low,Medium,2025-01-11T21:28:17.000000,2025-01-12T05:28:17.000000,2025-01-13T03:28:17.000000,0,1,Saturday,1
CR-142,Intermittent login issues after password changes,Complaint,John Wick,John Wick,Matrix,Service A,Closed,High,Medium,Low,Medium,2025-01-11T05:16:22.000000,2025-01-11T09:16:22.000000,2025-01-12T09:16:22.000000,1,2,Saturday,0
CR-143,Unstable Wi-Fi coverage in specific office area,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-01-11T04:49:22.000000,2025-01-11T09:49:22.000000,2025-01-12T20:49:22.000000,0,1,Saturday,1
CR-144,Session timeouts occurring too frequently for web application,Access,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-01-11T17:56:52.000000,2025-01-12T00:56:52.000000,2025-01-12T16:56:52.000000,0,2,Saturday,1
CR-145,Random freezing of operating system on virtual desktops,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Critical,High,High,2025-01-11T02:03:51.000000,2025-01-11T08:03:51.000000,2025-01-11T10:03:51.000000,0,5,Saturday,1
CR-146,Periodic failures in monitoring alerts delivery,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-01-12T00:38:44.000000,2025-01-12T05:38:44.000000,2025-01-14T07:38:44.000000,0,0,Sunday,1
CR-147,Recurring SSL certificate errors for internal applications,Software,Iron Man,Iron Man,Avengers,Service C,Closed,High,High,High,High,2025-01-12T13:04:48.000000,2025-01-12T17:04:48.000000,2025-01-13T12:04:48.000000,0,3,Sunday,1
CR-148,Scheduled batch jobs failing intermittently without clear error,Hardware,Loki,Loki,Avengers,Service B,Closed,Low,High,High,Medium,2025-01-12T22:00:30.000000,2025-01-13T02:00:30.000000,2025-01-13T11:00:30.000000,0,3,Sunday,1
CR-149,Frequent account lockouts for multiple users,Software,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,High,2025-01-12T16:34:50.000000,2025-01-12T22:34:50.000000,2025-01-13T00:34:50.000000,0,3,Sunday,1
CR-150,Unreliable backup completion for certain file shares,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-01-12T18:59:01.000000,2025-01-12T22:59:01.000000,2025-01-14T01:59:01.000000,1,1,Sunday,0
CR-151,Intermittent connectivity issues to cloud-hosted applications,Data,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Critical,High,Medium,2025-01-12T13:18:20.000000,2025-01-12T21:18:20.000000,2025-01-13T04:18:20.000000,0,5,Sunday,1
CR-152,Intermittent email delivery delays to external domains,Network,John Wick,John Wick,Matrix,Service B,Closed,High,High,High,High,2025-01-12T09:06:26.000000,2025-01-12T13:06:26.000000,2025-01-13T03:06:26.000000,0,2,Sunday,1
CR-153,Intermittent VoIP call quality issues and audio dropouts,Data,Iron Man,Iron Man,Avengers,Service B,Closed,High,Critical,High,High,2025-01-12T03:37:20.000000,2025-01-12T06:37:20.000000,2025-01-12T14:37:20.000000,0,3,Sunday,1
CR-154,Periodic issues with remote desktop sessions not reconnecting,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-01-13T10:32:32.000000,2025-01-13T17:32:32.000000,2025-01-13T21:32:32.000000,0,3,Monday,1
CR-155,Intermittent access issues to HR web portal,Facilities,Thor,Thor,Avengers,Service C,New,Low,Critical,High,High,2025-01-13T20:03:20.000000,,,0,5,Monday,1
CR-156,Inconsistent synchronization between production and reporting databases,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-01-13T03:58:25.000000,2025-01-13T10:58:25.000000,2025-01-14T11:58:25.000000,0,1,Monday,1
CR-157,Recurring problems with email calendar synchronization,Hardware,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,High,High,High,2025-01-13T12:07:03.000000,2025-01-13T18:07:03.000000,2025-01-14T03:07:03.000000,0,2,Monday,1
CR-158,Recurring disk space shortages on application servers,Hardware,John Cena,John Cena,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-01-13T10:14:31.000000,2025-01-13T12:14:31.000000,2025-01-15T08:14:31.000000,1,0,Monday,0
CR-159,Intermittent failures in automated file transfer jobs,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Medium,Low,Medium,2025-01-13T04:53:04.000000,2025-01-13T10:53:04.000000,2025-01-13T22:53:04.000000,0,1,Monday,1
CR-160,Inconsistent permission errors on shared folders,Data,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-13T14:29:57.000000,2025-01-13T20:29:57.000000,2025-01-13T22:29:57.000000,0,3,Monday,1
CR-161,Frequent VPN disconnections during peak hours,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Medium,Medium,Low,2025-01-13T03:36:24.000000,2025-01-13T09:36:24.000000,2025-01-14T14:36:24.000000,0,2,Monday,1
CR-162,Recurring high latency reported in video conferencing sessions,Complaint,Loki,Loki,Avengers,Service C,Closed,High,High,High,High,2025-01-13T02:36:21.000000,2025-01-13T09:36:21.000000,2025-01-14T01:36:21.000000,0,3,Monday,1
CR-163,Intermittent VoIP call quality issues and audio dropouts,Network,John Cena,John Cena,Matrix,Service C,Closed,Low,High,High,High,2025-01-13T01:40:35.000000,2025-01-13T08:40:35.000000,2025-01-14T00:40:35.000000,0,3,Monday,1
CR-164,Intermittent VoIP call quality issues and audio dropouts,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-01-13T15:02:41.000000,2025-01-13T20:02:41.000000,2025-01-14T04:02:41.000000,0,3,Monday,1
CR-165,Intermittent connectivity issues to cloud-hosted applications,Access,John Cena,John Cena,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-01-13T00:13:54.000000,2025-01-13T08:13:54.000000,2025-01-14T09:13:54.000000,0,1,Monday,1
CR-166,Recurring high latency reported in video conferencing sessions,Facilities,Loki,Loki,Avengers,Service C,Closed,Low,Low,Low,Low,2025-01-13T06:38:04.000000,2025-01-13T11:38:04.000000,2025-01-16T04:38:04.000000,0,1,Monday,1
CR-167,Periodic high CPU usage on database server causing slow queries,Data,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-01-13T15:51:17.000000,2025-01-13T17:51:17.000000,2025-01-14T05:51:17.000000,0,3,Monday,1
CR-168,Recurring printer spooler service failures on print server,Facilities,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,High,High,2025-01-13T06:25:25.000000,2025-01-13T13:25:25.000000,2025-01-13T17:25:25.000000,0,5,Monday,1
CR-169,Recurring performance degradation on core banking application,Software,Thor,Thor,Avengers,Service B,In Progress,Low,High,Medium,Medium,2025-01-13T15:13:15.000000,2025-01-13T17:13:15.000000,,1,3,Monday,0
CR-170,Unexplained slow logon times for domain users,Software,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,High,2025-01-13T12:34:01.000000,2025-01-13T19:34:01.000000,2025-01-14T01:34:01.000000,1,5,Monday,0
CR-171,Recurring DNS resolution failures for internal hostnames,Data,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,High,High,High,2025-01-13T11:50:14.000000,2025-01-13T16:50:14.000000,2025-01-14T07:50:14.000000,0,2,Monday,1
CR-172,Intermittent authentication failures for single sign-on,Failure,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,High,2025-01-13T02:40:17.000000,2025-01-13T10:40:17.000000,2025-01-13T13:40:17.000000,1,4,Monday,0
CR-173,Intermittent failures of web proxy authentication,Complaint,Captain America,Captain America,Avengers,Service C,In Progress,Medium,High,High,Low,2025-01-13T12:41:28.000000,2025-01-13T15:41:28.000000,,0,2,Monday,1
CR-174,Random freezing of operating system on virtual desktops,Software,Captain America,Captain America,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-01-13T03:21:19.000000,2025-01-13T05:21:19.000000,2025-01-14T12:21:19.000000,0,1,Monday,1
CR-175,Intermittent network connectivity issues reported by multiple users,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,High,High,High,2025-01-13T00:50:41.000000,2025-01-13T06:50:41.000000,2025-01-13T23:50:41.000000,0,2,Monday,1
CR-176,Intermittent connectivity issues to cloud-hosted applications,Hardware,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,High,Medium,Medium,2025-01-14T23:35:14.000000,2025-01-15T03:35:14.000000,2025-01-15T18:35:14.000000,0,2,Tuesday,1
CR-177,Recurring performance degradation on core banking application,Data,John Cena,John Cena,Matrix,Service B,In Progress,Medium,Low,Low,Low,2025-01-14T14:34:32.000000,2025-01-14T16:34:32.000000,,0,1,Tuesday,1
CR-178,Recurring DNS resolution failures for internal hostnames,Data,Iron Man,Iron Man,Avengers,Service C,On Hold,High,Critical,High,High,2025-01-14T04:29:31.000000,,,0,3,Tuesday,1
CR-179,Intermittent email delivery delays to external domains,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-01-14T06:29:32.000000,2025-01-14T14:29:32.000000,2025-01-15T20:29:32.000000,0,2,Tuesday,1
CR-180,Unstable connection to remote branches over WAN,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,High,Medium,Low,2025-01-14T23:37:28.000000,2025-01-15T02:37:28.000000,2025-01-16T01:37:28.000000,0,2,Tuesday,1
CR-181,Intermittent authentication failures for single sign-on,Failure,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Medium,Low,2025-01-14T07:04:47.000000,2025-01-14T11:04:47.000000,2025-01-15T06:04:47.000000,0,2,Tuesday,1
CR-182,Recurring SSL certificate errors for internal applications,Network,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Low,Low,Low,2025-01-14T12:28:59.000000,2025-01-14T16:28:59.000000,2025-01-16T12:28:59.000000,0,1,Tuesday,1
CR-183,Unstable Wi-Fi coverage in specific office area,Software,Captain America,Captain America,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-01-14T15:27:32.000000,2025-01-14T18:27:32.000000,2025-01-16T03:27:32.000000,1,1,Tuesday,0
CR-184,Inconsistent application behavior after automated updates,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-01-14T22:40:40.000000,2025-01-15T02:40:40.000000,2025-01-16T13:40:40.000000,0,2,Tuesday,1
CR-185,Frequent errors in scheduled report generation processes,Data,Spiderman,Spiderman,Avengers II,Service A,Closed,High,High,Medium,Medium,2025-01-14T09:04:16.000000,2025-01-14T17:04:16.000000,2025-01-15T00:04:16.000000,0,3,Tuesday,1
CR-186,Recurring performance degradation on core banking application,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-01-14T05:25:38.000000,2025-01-14T09:25:38.000000,2025-01-14T22:25:38.000000,0,2,Tuesday,1
CR-187,Recurring printing failures for specific printer models,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,High,High,High,2025-01-14T12:54:52.000000,2025-01-14T18:54:52.000000,2025-01-15T10:54:52.000000,0,3,Tuesday,1
CR-188,Recurring printer spooler service failures on print server,Facilities,Loki,Loki,Avengers,Service C,In Progress,High,High,High,Medium,2025-01-14T02:18:24.000000,2025-01-14T06:18:24.000000,,0,2,Tuesday,1
CR-189,Intermittent VoIP call quality issues and audio dropouts,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,High,Low,2025-01-14T21:43:14.000000,2025-01-14T23:43:14.000000,2025-01-15T20:43:14.000000,1,2,Tuesday,0
CR-190,Recurring time synchronization issues across servers,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,High,High,High,2025-01-14T11:33:43.000000,2025-01-14T15:33:43.000000,2025-01-15T01:33:43.000000,0,2,Tuesday,1
CR-191,Inconsistent access to archived email system,Software,Hulk,Hulk,Avengers,Service C,Closed,Medium,High,High,Medium,2025-01-14T13:21:06.000000,2025-01-14T15:21:06.000000,2025-01-15T10:21:06.000000,0,3,Tuesday,1
CR-192,Inconsistent permission errors on shared folders,Network,John Cena,John Cena,Matrix,Service A,Closed,High,Low,Low,Low,2025-01-14T11:57:09.000000,2025-01-14T13:57:09.000000,2025-01-16T20:57:09.000000,0,1,Tuesday,1
CR-193,Intermittent VoIP call quality issues and audio dropouts,Data,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Medium,Low,2025-01-14T09:38:54.000000,2025-01-14T13:38:54.000000,2025-01-15T06:38:54.000000,1,2,Tuesday,0
CR-194,Scheduled batch jobs failing intermittently without clear error,Facilities,Captain America,Captain America,Avengers,Service A,Closed,High,Low,Low,Low,2025-01-14T16:24:34.000000,2025-01-15T00:24:34.000000,2025-01-16T21:24:34.000000,0,1,Tuesday,1
CR-195,Recurring SSL certificate errors for internal applications,Network,Loki,Loki,Avengers,Service B,Closed,Medium,Medium,Medium,Low,2025-01-14T10:11:09.000000,2025-01-14T16:11:09.000000,2025-01-16T01:11:09.000000,0,2,Tuesday,1
