Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach,Week
CR-102,Inconsistent permission errors on shared folders,Hardware,Thor,Thor,Avengers,Service B,Closed,High,Critical,Medium,High,2025-01-07T16:47:08.000000,2025-01-07T18:47:08.000000,2025-01-08T00:47:08.000000,1,3,Tuesday,0,2.0,6.0,8.0,1,2025-02
CR-103,Recurring performance degradation on core banking application,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Critical,High,High,2025-01-07T21:13:16.000000,2025-01-08T03:13:16.000000,2025-01-08T08:13:16.000000,0,5,Tuesday,1,6.0,5.0,11.0,1,2025-02
CR-104,Recurring problems with email calendar synchronization,Data,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Critical,High,High,2025-01-07T10:46:58.000000,2025-01-07T18:46:58.000000,2025-01-07T20:46:58.000000,0,4,Tuesday,1,8.0,2.0,10.0,0,2025-02
CR-105,Recurring printer spooler service failures on print server,Software,Thor,Thor,Avengers,Service C,Closed,Medium,Medium,Medium,Low,2025-01-07T16:47:15.000000,2025-01-07T18:47:15.000000,2025-01-08T09:47:15.000000,0,1,Tuesday,1,2.0,15.0,17.0,0,2025-02
CR-106,Unexplained slow logon times for domain users,Failure,Hulk,Hulk,Avengers,Service C,In Progress,Low,Critical,High,High,2025-01-07T04:29:47.000000,2025-01-07T06:29:47.000000,,0,4,Tuesday,1,2.0,,,0,2025-02
CR-107,Recurring time synchronization issues across servers,Data,Neo,Neo,Matrix,Service A,Closed,High,Low,Low,Low,2025-01-08T11:45:18.000000,2025-01-08T19:45:18.000000,2025-01-10T03:45:18.000000,0,0,Wednesday,1,8.0,32.0,40.0,0,2025-02
CR-108,Inconsistent application behavior after automated updates,Software,Thor,Thor,Avengers,Service C,Closed,Medium,High,High,High,2025-01-08T23:08:12.000000,2025-01-09T06:08:12.000000,2025-01-10T04:08:12.000000,0,2,Wednesday,1,7.0,22.0,29.0,1,2025-02
CR-109,Intermittent failures in automated file transfer jobs,Data,Loki,Loki,Avengers,Service C,Closed,High,High,High,Medium,2025-01-08T16:56:12.000000,2025-01-08T23:56:12.000000,2025-01-09T18:56:12.000000,1,3,Wednesday,0,7.0,19.0,26.0,1,2025-02
CR-110,Session timeouts occurring too frequently for web application,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,High,Medium,High,2025-01-08T12:22:21.000000,2025-01-08T20:22:21.000000,2025-01-09T11:22:21.000000,0,3,Wednesday,1,8.0,15.0,23.0,1,2025-02
CR-111,Recurring printing failures for specific printer models,Network,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,Medium,High,2025-01-08T23:53:01.000000,2025-01-09T03:53:01.000000,2025-01-09T05:53:01.000000,0,5,Wednesday,1,4.0,2.0,6.0,0,2025-02
CR-112,Intermittent failures in automated file transfer jobs,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,Critical,High,Medium,2025-01-08T22:20:03.000000,2025-01-09T00:20:03.000000,2025-01-09T01:20:03.000000,0,3,Wednesday,1,2.0,1.0,3.0,0,2025-02
CR-113,Inconsistent synchronization between production and reporting databases,Facilities,John Cena,John Cena,Matrix,Service C,In Progress,Medium,Medium,Low,Low,2025-01-08T07:35:22.000000,2025-01-08T13:35:22.000000,,0,1,Wednesday,1,6.0,,,0,2025-02
CR-114,Intermittent network connectivity issues reported by multiple users,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,High,High,2025-01-08T11:43:28.000000,2025-01-08T13:43:28.000000,2025-01-08T23:43:28.000000,1,2,Wednesday,0,2.0,10.0,12.0,1,2025-02
CR-115,Inconsistent access to archived email system,Network,Neo,Neo,Matrix,Service B,In Progress,Low,High,High,Medium,2025-01-08T00:36:50.000000,2025-01-08T05:36:50.000000,,0,3,Wednesday,1,5.0,,,0,2025-02
CR-116,Recurring SSL certificate errors for internal applications,Failure,Thor,Thor,Avengers,Service B,New,High,Critical,High,Medium,2025-01-08T03:48:21.000000,,,0,5,Wednesday,1,,,,0,2025-02
CR-117,Frequent account lockouts for multiple users,Access,Thor,Thor,Avengers,Service C,Closed,Low,High,Medium,Medium,2025-01-08T04:10:27.000000,2025-01-08T08:10:27.000000,2025-01-08T23:10:27.000000,0,2,Wednesday,1,4.0,15.0,19.0,1,2025-02
CR-118,Slow file access on shared network drives during business hours,Facilities,Thor,Thor,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-01-08T08:48:37.000000,2025-01-08T13:48:37.000000,2025-01-09T04:48:37.000000,0,2,Wednesday,1,5.0,15.0,20.0,0,2025-02
CR-119,Inconsistent synchronization between production and reporting databases,Hardware,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-08T13:35:25.000000,2025-01-08T20:35:25.000000,2025-01-09T05:35:25.000000,0,3,Wednesday,1,7.0,9.0,16.0,1,2025-02
CR-120,Recurring errors in CRM system data synchronization,Software,John Cena,John Cena,Matrix,Service C,New,Medium,Medium,Medium,Medium,2025-01-08T20:44:49.000000,,,0,2,Wednesday,1,,,,0,2025-02
CR-121,Random system reboots on specific hardware model,Complaint,Hulk,Hulk,Avengers,Service A,Closed,Medium,Critical,Medium,High,2025-01-08T03:49:32.000000,2025-01-08T09:49:32.000000,2025-01-08T15:49:32.000000,0,4,Wednesday,1,6.0,6.0,12.0,1,2025-02
CR-122,Random application crashes on client workstations,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Low,Low,Low,2025-01-08T14:57:52.000000,2025-01-08T16:57:52.000000,2025-01-09T23:57:52.000000,0,1,Wednesday,1,2.0,31.0,33.0,0,2025-02
CR-123,Frequent account lockouts for multiple users,Software,Loki,Loki,Avengers,Service B,Closed,Low,High,High,High,2025-01-08T16:08:39.000000,2025-01-08T22:08:39.000000,2025-01-09T04:08:39.000000,0,2,Wednesday,1,6.0,6.0,12.0,0,2025-02
CR-124,Unreliable backup completion for certain file shares,Access,Batman,Batman,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-01-08T23:58:30.000000,2025-01-09T07:58:30.000000,2025-01-11T12:58:30.000000,0,1,Wednesday,1,8.0,53.0,61.0,1,2025-02
CR-125,Session timeouts occurring too frequently for web application,Network,Batman,Batman,Matrix,Service A,Closed,High,Critical,Medium,High,2025-01-08T23:43:19.000000,2025-01-09T04:43:19.000000,2025-01-09T09:43:19.000000,1,5,Wednesday,0,5.0,5.0,10.0,1,2025-02
CR-126,Scheduled batch jobs failing intermittently without clear error,Complaint,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,Medium,High,2025-01-08T15:53:43.000000,2025-01-08T20:53:43.000000,2025-01-09T01:53:43.000000,0,4,Wednesday,1,5.0,5.0,10.0,1,2025-02
CR-127,Recurring printing failures for specific printer models,Hardware,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,High,Medium,High,2025-01-08T21:07:29.000000,2025-01-09T02:07:29.000000,2025-01-09T20:07:29.000000,0,2,Wednesday,1,5.0,18.0,23.0,1,2025-02
CR-128,Intermittent failures of web proxy authentication,Facilities,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-08T04:01:00.000000,2025-01-08T12:01:00.000000,2025-01-08T17:01:00.000000,0,3,Wednesday,1,8.0,5.0,13.0,1,2025-02
CR-129,Frequent issues with file version conflicts on shared drives,Software,John Cena,John Cena,Matrix,Service B,Closed,Medium,High,High,Medium,2025-01-08T05:21:30.000000,2025-01-08T10:21:30.000000,2025-01-09T03:21:30.000000,0,2,Wednesday,1,5.0,17.0,22.0,1,2025-02
CR-130,Recurring problems with email calendar synchronization,Access,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Medium,Low,Low,2025-01-08T19:15:28.000000,2025-01-09T02:15:28.000000,2025-01-09T14:15:28.000000,0,2,Wednesday,1,7.0,12.0,19.0,0,2025-02
CR-131,Intermittent VoIP call quality issues and audio dropouts,Hardware,Iron Man,Iron Man,Avengers,Service B,Closed,High,Critical,High,High,2025-01-08T21:56:07.000000,2025-01-09T02:56:07.000000,2025-01-09T03:56:07.000000,0,5,Wednesday,1,5.0,1.0,6.0,0,2025-02
CR-132,Random application crashes on client workstations,Network,John Cena,John Cena,Matrix,Service C,Closed,High,Medium,Medium,Low,2025-01-09T06:43:07.000000,2025-01-09T11:43:07.000000,2025-01-10T07:43:07.000000,0,1,Thursday,1,5.0,20.0,25.0,0,2025-02
CR-133,Recurring SSL certificate errors for internal applications,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Low,Low,Low,2025-01-09T21:55:16.000000,2025-01-10T02:55:16.000000,2025-01-12T09:55:16.000000,1,0,Thursday,0,5.0,55.0,60.0,1,2025-02
CR-134,Inconsistent application behavior after automated updates,Software,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,Medium,High,2025-01-09T13:35:15.000000,2025-01-09T19:35:15.000000,2025-01-10T06:35:15.000000,0,4,Thursday,1,6.0,11.0,17.0,1,2025-02
CR-135,Unstable Wi-Fi coverage in specific office area,Access,Spiderman,Spiderman,Avengers II,Service C,In Progress,High,High,Medium,High,2025-01-09T05:23:31.000000,2025-01-09T08:23:31.000000,,0,2,Thursday,1,3.0,,,0,2025-02
CR-136,Scheduled batch jobs failing intermittently without clear error,Software,Hulk,Hulk,Avengers,Service C,Closed,Medium,High,High,Medium,2025-01-09T10:18:21.000000,2025-01-09T18:18:21.000000,2025-01-10T11:18:21.000000,0,3,Thursday,1,8.0,17.0,25.0,1,2025-02
CR-137,Random failures in software deployment to endpoints,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,High,Medium,Low,Low,2025-01-09T12:10:13.000000,2025-01-09T18:10:13.000000,2025-01-10T17:10:13.000000,0,2,Thursday,1,6.0,23.0,29.0,0,2025-02
CR-138,Inconsistent behavior of multi-factor authentication prompts,Access,Loki,Loki,Avengers,Service A,On Hold,Medium,Critical,High,High,2025-01-09T17:21:42.000000,,,1,5,Thursday,0,,,,0,2025-02
CR-139,Intermittent failures when connecting to external partner systems,Failure,Captain America,Captain America,Avengers,Service A,On Hold,Low,High,Medium,High,2025-01-09T23:31:25.000000,,,0,2,Thursday,1,,,,0,2025-02
CR-140,Intermittent failures when connecting to external partner systems,Complaint,Loki,Loki,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-01-09T17:51:13.000000,2025-01-09T19:51:13.000000,2025-01-10T12:51:13.000000,0,1,Thursday,1,2.0,17.0,19.0,0,2025-02
CR-141,Recurring printing failures for specific printer models,Complaint,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,High,2025-01-09T12:59:36.000000,2025-01-09T17:59:36.000000,2025-01-10T01:59:36.000000,0,4,Thursday,1,5.0,8.0,13.0,1,2025-02
CR-142,Inconsistent access to archived email system,Network,John Cena,John Cena,Matrix,Service B,On Hold,Low,Critical,High,High,2025-01-09T22:44:14.000000,,,1,4,Thursday,0,,,,0,2025-02
CR-143,Inconsistent access to archived email system,Hardware,John Wick,John Wick,Matrix,Service A,Closed,Low,Critical,High,High,2025-01-09T12:20:42.000000,2025-01-09T16:20:42.000000,2025-01-09T17:20:42.000000,0,3,Thursday,1,4.0,1.0,5.0,0,2025-02
CR-144,Intermittent VoIP call quality issues and audio dropouts,Software,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Low,Medium,2025-01-09T10:47:02.000000,2025-01-09T12:47:02.000000,2025-01-10T15:47:02.000000,0,1,Thursday,1,2.0,27.0,29.0,1,2025-02
CR-145,Recurring performance degradation on core banking application,Failure,Batman,Batman,Matrix,Service B,On Hold,Low,High,High,High,2025-01-09T10:51:52.000000,,,0,3,Thursday,1,,,,0,2025-02
CR-146,Recurring errors in CRM system data synchronization,Data,Hulk,Hulk,Avengers,Service C,Closed,Low,Low,Low,Low,2025-01-10T14:52:11.000000,2025-01-10T22:52:11.000000,2025-01-12T13:52:11.000000,0,0,Friday,1,8.0,39.0,47.0,0,2025-02
CR-147,Frequent corruption of user profiles on shared workstations,Failure,Batman,Batman,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-01-10T06:11:42.000000,2025-01-10T14:11:42.000000,2025-01-13T05:11:42.000000,0,1,Friday,1,8.0,63.0,71.0,1,2025-02
CR-148,Frequent corruption of user profiles on shared workstations,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Medium,Low,Medium,2025-01-10T10:06:20.000000,2025-01-10T13:06:20.000000,2025-01-11T06:06:20.000000,0,1,Friday,1,3.0,17.0,20.0,0,2025-02
CR-149,Intermittent access issues to HR web portal,Software,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Critical,High,High,2025-01-10T18:44:24.000000,2025-01-10T21:44:24.000000,2025-01-10T22:44:24.000000,0,5,Friday,1,3.0,1.0,4.0,0,2025-02
CR-150,Frequent VPN disconnections during peak hours,Data,Loki,Loki,Avengers,Service A,On Hold,Medium,Critical,High,High,2025-01-10T14:31:17.000000,,,0,3,Friday,1,,,,0,2025-02
CR-151,Random freezing of operating system on virtual desktops,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Low,Low,Low,2025-01-10T23:35:06.000000,2025-01-11T03:35:06.000000,2025-01-12T21:35:06.000000,0,0,Friday,1,4.0,42.0,46.0,0,2025-02
CR-152,Recurring DNS resolution failures for internal hostnames,Complaint,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-01-10T05:35:10.000000,2025-01-10T08:35:10.000000,2025-01-10T10:35:10.000000,0,5,Friday,1,3.0,2.0,5.0,0,2025-02
CR-153,Inconsistent permission errors on shared folders,Facilities,John Wick,John Wick,Matrix,Service B,Closed,Medium,High,High,High,2025-01-10T23:46:57.000000,2025-01-11T02:46:57.000000,2025-01-11T13:46:57.000000,0,2,Friday,1,3.0,11.0,14.0,1,2025-02
CR-154,Intermittent email delivery delays to external domains,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-01-10T09:43:50.000000,2025-01-10T17:43:50.000000,2025-01-13T11:43:50.000000,1,1,Friday,0,8.0,66.0,74.0,1,2025-02
CR-155,Periodic failures in monitoring alerts delivery,Network,Batman,Batman,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-01-10T07:18:26.000000,2025-01-10T11:18:26.000000,2025-01-11T01:18:26.000000,0,1,Friday,1,4.0,14.0,18.0,0,2025-02
CR-156,Inconsistent permission errors on shared folders,Hardware,Captain America,Captain America,Avengers,Service A,Closed,High,High,Medium,High,2025-01-10T08:24:30.000000,2025-01-10T14:24:30.000000,2025-01-11T03:24:30.000000,0,3,Friday,1,6.0,13.0,19.0,1,2025-02
CR-157,Recurring performance degradation on core banking application,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,High,Medium,Low,Medium,2025-01-11T00:10:26.000000,2025-01-11T04:10:26.000000,2025-01-12T12:10:26.000000,0,1,Saturday,1,4.0,32.0,36.0,1,2025-02
CR-158,Periodic high CPU usage on database server causing slow queries,Data,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-01-11T04:26:52.000000,2025-01-11T09:26:52.000000,2025-01-11T16:26:52.000000,0,3,Saturday,1,5.0,7.0,12.0,1,2025-02
CR-159,Random application crashes on client workstations,Complaint,Captain America,Captain America,Avengers,Service C,In Progress,Low,Critical,High,High,2025-01-11T14:57:02.000000,2025-01-11T17:57:02.000000,,1,4,Saturday,0,3.0,,,0,2025-02
CR-160,Intermittent authentication failures for single sign-on,Failure,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,High,Medium,High,2025-01-11T03:10:04.000000,2025-01-11T07:10:04.000000,2025-01-11T13:10:04.000000,0,3,Saturday,1,4.0,6.0,10.0,0,2025-02
CR-161,Recurring SSL certificate errors for internal applications,Failure,Neo,Neo,Matrix,Service A,New,Medium,Low,Low,Low,2025-01-11T08:23:06.000000,,,0,1,Saturday,1,,,,0,2025-02
CR-162,Intermittent failures in automated file transfer jobs,Failure,Spiderman,Spiderman,Avengers II,Service A,Closed,High,High,High,High,2025-01-11T19:02:41.000000,2025-01-12T02:02:41.000000,2025-01-12T10:02:41.000000,0,2,Saturday,1,7.0,8.0,15.0,0,2025-02
CR-163,Frequent corruption of user profiles on shared workstations,Hardware,Hulk,Hulk,Avengers,Service A,Closed,High,High,High,High,2025-01-11T09:21:03.000000,2025-01-11T13:21:03.000000,2025-01-12T11:21:03.000000,0,3,Saturday,1,4.0,22.0,26.0,1,2025-02
CR-164,Frequent issues with file version conflicts on shared drives,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,New,High,High,Medium,Medium,2025-01-11T13:05:52.000000,,,0,3,Saturday,1,,,,0,2025-02
CR-165,Recurring disk space shortages on application servers,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,Medium,High,2025-01-11T09:29:01.000000,2025-01-11T14:29:01.000000,2025-01-12T06:29:01.000000,1,3,Saturday,0,5.0,16.0,21.0,1,2025-02
CR-166,Recurring printer spooler service failures on print server,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,On Hold,High,Medium,Medium,Medium,2025-01-11T01:53:39.000000,,,0,2,Saturday,1,,,,0,2025-02
CR-167,Intermittent failures in automated file transfer jobs,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,High,2025-01-12T05:02:41.000000,2025-01-12T10:02:41.000000,2025-01-12T14:02:41.000000,0,3,Sunday,1,5.0,4.0,9.0,0,2025-02
CR-168,Frequent account lockouts for multiple users,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,High,High,High,2025-01-12T04:13:22.000000,2025-01-12T07:13:22.000000,2025-01-13T04:13:22.000000,0,2,Sunday,1,3.0,21.0,24.0,1,2025-02
CR-169,Intermittent login issues after password changes,Access,John Wick,John Wick,Matrix,Service C,Closed,Medium,Medium,Low,Low,2025-01-12T18:13:02.000000,2025-01-12T22:13:02.000000,2025-01-13T11:13:02.000000,0,2,Sunday,1,4.0,13.0,17.0,0,2025-02
CR-170,Recurring printing failures for specific printer models,Software,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,Medium,2025-01-12T15:37:38.000000,2025-01-12T17:37:38.000000,2025-01-13T00:37:38.000000,0,5,Sunday,1,2.0,7.0,9.0,1,2025-02
CR-171,Inconsistent behavior of multi-factor authentication prompts,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Critical,High,High,2025-01-12T08:41:48.000000,2025-01-12T13:41:48.000000,2025-01-12T22:41:48.000000,0,4,Sunday,1,5.0,9.0,14.0,1,2025-02
CR-172,Random failures in software deployment to endpoints,Complaint,John Wick,John Wick,Matrix,Service C,Closed,Medium,High,High,Medium,2025-01-12T22:49:10.000000,2025-01-13T01:49:10.000000,2025-01-13T20:49:10.000000,0,3,Sunday,1,3.0,19.0,22.0,1,2025-02
CR-173,Periodic high CPU usage on database server causing slow queries,Software,Captain America,Captain America,Avengers,Service A,In Progress,Low,High,High,Medium,2025-01-12T02:21:57.000000,2025-01-12T05:21:57.000000,,1,2,Sunday,0,3.0,,,0,2025-02
CR-174,Unreliable backup completion for certain file shares,Software,Thor,Thor,Avengers,Service A,On Hold,Medium,Critical,High,High,2025-01-12T04:42:19.000000,,,1,5,Sunday,0,,,,0,2025-02
CR-175,Periodic issues with remote desktop sessions not reconnecting,Access,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Critical,High,High,2025-01-13T16:11:42.000000,2025-01-14T00:11:42.000000,2025-01-14T10:11:42.000000,0,3,Monday,1,8.0,10.0,18.0,1,2025-03
CR-176,Unstable connection to remote branches over WAN,Data,John Cena,John Cena,Matrix,Service A,In Progress,Low,Critical,High,Medium,2025-01-13T08:00:30.000000,2025-01-13T11:00:30.000000,,0,5,Monday,1,3.0,,,0,2025-03
CR-177,Intermittent connectivity issues to cloud-hosted applications,Data,Batman,Batman,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-01-13T14:09:19.000000,2025-01-13T17:09:19.000000,2025-01-14T21:09:19.000000,0,0,Monday,1,3.0,28.0,31.0,0,2025-03
CR-178,Periodic issues with remote desktop sessions not reconnecting,Facilities,Thor,Thor,Avengers,Service B,Closed,Low,Low,Low,Low,2025-01-13T17:52:51.000000,2025-01-14T01:52:51.000000,2025-01-16T10:52:51.000000,0,0,Monday,1,8.0,57.0,65.0,1,2025-03
CR-179,Periodic issues with remote desktop sessions not reconnecting,Complaint,Loki,Loki,Avengers,Service A,Closed,Low,High,High,High,2025-01-13T07:39:29.000000,2025-01-13T10:39:29.000000,2025-01-14T09:39:29.000000,0,2,Monday,1,3.0,23.0,26.0,1,2025-03
CR-180,Intermittent failures of web proxy authentication,Hardware,Thor,Thor,Avengers,Service C,Closed,Low,High,High,Medium,2025-01-13T07:31:17.000000,2025-01-13T15:31:17.000000,2025-01-14T13:31:17.000000,0,2,Monday,1,8.0,22.0,30.0,1,2025-03
CR-181,Inconsistent access to archived email system,Data,Thor,Thor,Avengers,Service B,Closed,Medium,High,High,High,2025-01-13T07:45:54.000000,2025-01-13T11:45:54.000000,2025-01-14T11:45:54.000000,0,3,Monday,1,4.0,24.0,28.0,1,2025-03
