Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach
CR-102,Create custom email signature for company branding.,Complaint,Captain America,Captain America,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-01-02T07:46:07.000000,2025-01-02T10:46:07.000000,2025-01-05T07:46:07.000000,0,1,Thursday,1,3.0,69.0,72.0,1
CR-103,Reassign ownership of project management tools to new team lead.,Network,Thor,Thor,Avengers,Service C,Closed,Low,High,High,High,2025-01-02T13:10:28.000000,2025-01-02T16:10:28.000000,2025-01-03T04:10:28.000000,0,3,Thursday,1,3.0,12.0,15.0,0
CR-104,Install Adobe Creative Suite on workstation for design team.,Network,Captain America,Captain America,Avengers,Service B,In Progress,Medium,Medium,Low,Medium,2025-01-02T14:07:54.000000,2025-01-02T17:07:54.000000,,0,1,Thursday,1,3.0,0.0,0.0,0
CR-105,Install Adobe Creative Suite on workstation for design team.,Failure,Batman,Batman,Matrix,Service B,On Hold,Low,Medium,Medium,Medium,2025-01-02T21:24:45.000000,,,0,1,Thursday,1,0.0,0.0,0.0,0
CR-106,Update public holiday calendar in corporate Outlook accounts.,Data,Captain America,Captain America,Avengers,Service C,Closed,High,High,Medium,Medium,2025-01-02T10:41:34.000000,2025-01-02T17:41:34.000000,2025-01-03T08:41:34.000000,0,2,Thursday,1,7.0,15.0,22.0,0
CR-107,Create subdomain for new departmental website launch.,Complaint,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-01-02T20:51:02.000000,2025-01-03T02:51:02.000000,2025-01-04T06:51:02.000000,0,2,Thursday,1,6.0,28.0,34.0,1
CR-108,Request to create container image repository for DevOps team.,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,Low,High,High,Low,2025-01-02T18:33:35.000000,2025-01-02T22:33:35.000000,2025-01-03T08:33:35.000000,0,3,Thursday,1,4.0,10.0,14.0,0
CR-109,Update employee badge photo in internal directory.,Complaint,Loki,Loki,Avengers,Service C,Closed,Low,Low,Low,Low,2025-01-02T15:28:43.000000,2025-01-02T19:28:43.000000,2025-01-04T22:28:43.000000,0,1,Thursday,1,4.0,51.0,55.0,1
CR-110,Replace hardware for malfunctioning conference room equipment.,Facilities,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Critical,High,High,2025-01-02T12:15:57.000000,2025-01-02T17:15:57.000000,2025-01-02T23:15:57.000000,0,4,Thursday,1,5.0,6.0,11.0,1
CR-111,Troubleshoot application access issues related to role change.,Complaint,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,High,Medium,2025-01-02T18:31:39.000000,2025-01-03T01:31:39.000000,2025-01-03T23:31:39.000000,0,3,Thursday,1,7.0,22.0,29.0,1
CR-112,Request to move group mailbox ownership to new manager.,Data,Hulk,Hulk,Avengers,Service A,Closed,Medium,High,Medium,High,2025-01-02T02:17:54.000000,2025-01-02T09:17:54.000000,2025-01-03T01:17:54.000000,0,3,Thursday,1,7.0,16.0,23.0,0
CR-113,Document retention policy modification for compliance purposes.,Data,John Cena,John Cena,Matrix,Service C,Closed,High,Medium,Medium,Low,2025-01-02T03:07:39.000000,2025-01-02T06:07:39.000000,2025-01-03T06:07:39.000000,0,2,Thursday,1,3.0,24.0,27.0,0
CR-114,Request to configure SSO login for external web resource.,Access,Thor,Thor,Avengers,Service C,Closed,Medium,Critical,High,High,2025-01-02T00:49:36.000000,2025-01-02T08:49:36.000000,2025-01-02T17:49:36.000000,0,3,Thursday,1,8.0,9.0,17.0,1
CR-115,User asking for permissions to install additional software.,Network,Batman,Batman,Matrix,Service C,Closed,Low,Low,Low,Low,2025-01-02T11:13:32.000000,2025-01-02T14:13:32.000000,2025-01-04T22:13:32.000000,0,0,Thursday,1,3.0,56.0,59.0,1
CR-116,Create subdomain for new departmental website launch.,Network,Hulk,Hulk,Avengers,Service A,Closed,Low,Low,Low,Low,2025-01-02T17:36:05.000000,2025-01-03T01:36:05.000000,2025-01-06T01:36:05.000000,0,1,Thursday,1,8.0,72.0,80.0,1
CR-117,Upgrade Oracle database version to meet system requirements.,Access,Jack Sparrow,Jack Sparrow,Matrix,Service C,On Hold,Medium,Medium,Low,Medium,2025-01-02T15:33:29.000000,,,0,1,Thursday,1,0.0,0.0,0.0,0
CR-118,Request for temporary guest access to internal intranet services.,Failure,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,High,High,Low,2025-01-02T21:01:58.000000,2025-01-03T00:01:58.000000,2025-01-03T10:01:58.000000,0,3,Thursday,1,3.0,10.0,13.0,0
CR-119,Extend mailbox retention policy for legal department emails.,Failure,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,High,2025-01-02T08:56:54.000000,2025-01-02T16:56:54.000000,2025-01-02T20:56:54.000000,0,5,Thursday,1,8.0,4.0,12.0,0
CR-120,Request to reset password for employee account.,Software,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Critical,High,Medium,2025-01-02T06:30:27.000000,2025-01-02T13:30:27.000000,2025-01-02T16:30:27.000000,1,5,Thursday,0,7.0,3.0,10.0,0
CR-121,Replace hardware for malfunctioning conference room equipment.,Software,Hulk,Hulk,Avengers,Service A,Closed,High,Medium,Low,Medium,2025-01-02T09:18:36.000000,2025-01-02T15:18:36.000000,2025-01-03T12:18:36.000000,0,2,Thursday,1,6.0,21.0,27.0,0
CR-122,Configuration update needed for internal voice gateway routing.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Medium,Medium,Low,2025-01-02T08:33:59.000000,2025-01-02T16:33:59.000000,2025-01-03T08:33:59.000000,0,1,Thursday,1,8.0,16.0,24.0,0
CR-123,Enable port redirection for database replication tasks.,Failure,Captain America,Captain America,Avengers,Service A,New,Low,Medium,Medium,Medium,2025-01-02T10:36:55.000000,,,1,2,Thursday,0,0.0,0.0,0.0,0
CR-124,Grant access to restricted database for data analytics intern.,Network,Loki,Loki,Avengers,Service B,Closed,Low,Medium,Medium,Low,2025-01-02T23:38:43.000000,2025-01-03T07:38:43.000000,2025-01-03T20:38:43.000000,0,2,Thursday,1,8.0,13.0,21.0,0
CR-125,Request for extended quota on shared email inbox.,Failure,Hulk,Hulk,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-01-02T15:08:54.000000,2025-01-02T23:08:54.000000,2025-01-03T18:08:54.000000,0,2,Thursday,1,8.0,19.0,27.0,0
CR-126,Configure alerts for reporting dashboard thresholds.,Access,Loki,Loki,Avengers,Service A,Closed,High,High,High,High,2025-01-02T14:44:09.000000,2025-01-02T18:44:09.000000,2025-01-03T15:44:09.000000,0,2,Thursday,1,4.0,21.0,25.0,1
CR-127,Request for cloud storage account provisioning for upcoming project.,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Low,Medium,2025-01-02T09:43:44.000000,2025-01-02T13:43:44.000000,2025-01-03T05:43:44.000000,0,1,Thursday,1,4.0,16.0,20.0,0
CR-128,Request to enable remote access to on-site servers.,Network,Thor,Thor,Avengers,Service B,Closed,Low,High,Medium,Medium,2025-01-02T23:38:05.000000,2025-01-03T02:38:05.000000,2025-01-03T21:38:05.000000,0,2,Thursday,1,3.0,19.0,22.0,1
CR-129,Configuration update needed for internal voice gateway routing.,Access,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-01-02T06:31:15.000000,2025-01-02T13:31:15.000000,2025-01-02T22:31:15.000000,0,3,Thursday,1,7.0,9.0,16.0,1
CR-130,Setup repository access for junior developers.,Complaint,Thor,Thor,Avengers,Service A,New,High,Critical,High,High,2025-01-02T16:54:35.000000,,,0,3,Thursday,1,0.0,0.0,0.0,0
CR-131,Upgrade workstation RAM for improved video editing performance.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Critical,High,High,2025-01-02T04:02:41.000000,2025-01-02T11:02:41.000000,2025-01-02T15:02:41.000000,0,3,Thursday,1,7.0,4.0,11.0,0
CR-132,Request to create container image repository for DevOps team.,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-01-02T11:26:33.000000,2025-01-02T16:26:33.000000,2025-01-03T04:26:33.000000,0,1,Thursday,1,5.0,12.0,17.0,0
CR-133,Update employee badge photo in internal directory.,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-01-02T17:39:02.000000,2025-01-02T21:39:02.000000,2025-01-03T15:39:02.000000,0,2,Thursday,1,4.0,18.0,22.0,0
CR-134,Request for extended quota on shared email inbox.,Data,Hulk,Hulk,Avengers,Service A,Closed,Low,High,High,High,2025-01-02T22:24:49.000000,2025-01-03T05:24:49.000000,2025-01-04T05:24:49.000000,0,3,Thursday,1,7.0,24.0,31.0,1
CR-135,Change access rights on shared folder for team lead.,Failure,Captain America,Captain America,Avengers,Service A,Closed,Low,Low,Low,Low,2025-01-02T19:31:16.000000,2025-01-02T21:31:16.000000,2025-01-03T22:31:16.000000,0,1,Thursday,1,2.0,25.0,27.0,0
CR-136,Request to move group mailbox ownership to new manager.,Network,Captain America,Captain America,Avengers,Service C,On Hold,Medium,Critical,Medium,High,2025-01-02T19:21:22.000000,,,0,3,Thursday,1,0.0,0.0,0.0,0
CR-137,Extend mailbox retention policy for legal department emails.,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Critical,High,Medium,2025-01-02T02:28:42.000000,2025-01-02T10:28:42.000000,2025-01-02T15:28:42.000000,0,5,Thursday,1,8.0,5.0,13.0,1
CR-138,Troubleshoot application access issues related to role change.,Data,Thor,Thor,Avengers,Service B,On Hold,High,Critical,High,High,2025-01-02T02:04:06.000000,,,0,3,Thursday,1,0.0,0.0,0.0,0
CR-139,Setup repository access for junior developers.,Complaint,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,High,Medium,2025-01-02T11:37:23.000000,2025-01-02T14:37:23.000000,2025-01-02T20:37:23.000000,0,2,Thursday,1,3.0,6.0,9.0,0
CR-140,Request to adjust permissions on shared inbox handling invoices.,Software,Hulk,Hulk,Avengers,Service B,Closed,Low,Low,Low,Low,2025-01-02T19:47:39.000000,2025-01-03T00:47:39.000000,2025-01-05T02:47:39.000000,0,1,Thursday,1,5.0,50.0,55.0,1
CR-141,Create custom email signature for company branding.,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,In Progress,Medium,Medium,Medium,Medium,2025-01-02T13:28:48.000000,2025-01-02T15:28:48.000000,,0,2,Thursday,1,2.0,0.0,0.0,0
CR-142,Request to delete unused virtual machines in non-production environment.,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-01-02T00:32:42.000000,2025-01-02T07:32:42.000000,2025-01-02T12:32:42.000000,0,3,Thursday,1,7.0,5.0,12.0,1
CR-143,Request to create test environment for application testing.,Access,Neo,Neo,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-01-02T18:02:59.000000,2025-01-02T23:02:59.000000,2025-01-04T07:02:59.000000,0,1,Thursday,1,5.0,32.0,37.0,0
CR-144,Setup repository access for junior developers.,Software,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Critical,Medium,Medium,2025-01-02T03:45:40.000000,2025-01-02T07:45:40.000000,2025-01-02T11:45:40.000000,0,5,Thursday,1,4.0,4.0,8.0,0
CR-145,Relocation of desktop workstation within the office premises.,Hardware,Thor,Thor,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-01-02T21:47:10.000000,2025-01-03T02:47:10.000000,2025-01-04T11:47:10.000000,1,1,Thursday,0,5.0,33.0,38.0,1
CR-146,Provision special access profiles for GDPR compliance audits.,Complaint,John Wick,John Wick,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-01-02T10:47:36.000000,2025-01-02T14:47:36.000000,2025-01-03T20:47:36.000000,0,2,Thursday,1,4.0,30.0,34.0,1
CR-147,Request to enable remote access to on-site servers.,Complaint,Loki,Loki,Avengers,Service A,Closed,High,Low,Low,Low,2025-01-02T13:27:09.000000,2025-01-02T21:27:09.000000,2025-01-05T11:27:09.000000,0,1,Thursday,1,8.0,62.0,70.0,1
CR-148,Request to delete unused virtual machines in non-production environment.,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,In Progress,Medium,Low,Low,Low,2025-01-02T03:41:04.000000,2025-01-02T07:41:04.000000,,0,0,Thursday,1,4.0,0.0,0.0,0
CR-149,Request for temporary guest access to internal intranet services.,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,High,Critical,High,High,2025-01-02T14:20:58.000000,2025-01-02T20:20:58.000000,2025-01-03T08:20:58.000000,0,5,Thursday,1,6.0,12.0,18.0,1
CR-150,Request to configure SSO login for external web resource.,Failure,John Cena,John Cena,Matrix,Service A,New,Low,Medium,Low,Medium,2025-01-02T12:11:09.000000,,,0,1,Thursday,1,0.0,0.0,0.0,0
CR-151,Request to create container image repository for DevOps team.,Complaint,Batman,Batman,Matrix,Service C,In Progress,High,High,High,Low,2025-01-02T16:45:10.000000,2025-01-02T21:45:10.000000,,0,3,Thursday,1,5.0,0.0,0.0,0
CR-152,Request to adjust permissions on shared inbox handling invoices.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Critical,High,High,2025-01-02T13:58:08.000000,2025-01-02T17:58:08.000000,2025-01-03T00:58:08.000000,0,4,Thursday,1,4.0,7.0,11.0,1
CR-153,Install Adobe Creative Suite on workstation for design team.,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,High,Medium,High,2025-01-02T12:13:25.000000,2025-01-02T18:13:25.000000,2025-01-03T18:13:25.000000,0,3,Thursday,1,6.0,24.0,30.0,1
CR-154,Change access rights on shared folder for team lead.,Network,Iron Man,Iron Man,Avengers,Service A,Closed,High,Low,Low,Low,2025-01-02T14:22:27.000000,2025-01-02T19:22:27.000000,2025-01-04T17:22:27.000000,0,1,Thursday,1,5.0,46.0,51.0,0
CR-155,Document retention policy modification for compliance purposes.,Complaint,Loki,Loki,Avengers,Service C,Closed,Low,High,Medium,High,2025-01-02T04:11:36.000000,2025-01-02T09:11:36.000000,2025-01-02T19:11:36.000000,1,2,Thursday,0,5.0,10.0,15.0,0
CR-156,Change access rights on shared folder for team lead.,Software,Neo,Neo,Matrix,Service A,Closed,High,High,Medium,High,2025-01-02T16:42:00.000000,2025-01-02T19:42:00.000000,2025-01-03T06:42:00.000000,0,2,Thursday,1,3.0,11.0,14.0,0
CR-157,Replace hardware for malfunctioning conference room equipment.,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,High,2025-01-02T16:46:30.000000,2025-01-02T19:46:30.000000,2025-01-03T06:46:30.000000,0,5,Thursday,1,3.0,11.0,14.0,1
CR-158,Request to create test environment for application testing.,Complaint,John Cena,John Cena,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-01-02T12:29:41.000000,2025-01-02T18:29:41.000000,2025-01-04T04:29:41.000000,0,1,Thursday,1,6.0,34.0,40.0,1
CR-159,Troubleshoot application access issues related to role change.,Access,Thor,Thor,Avengers,Service B,New,Medium,Medium,Medium,Medium,2025-01-02T15:15:23.000000,,,0,1,Thursday,1,0.0,0.0,0.0,0
CR-160,Request to access internal SharePoint site for the Finance department.,Facilities,Captain America,Captain America,Avengers,Service A,Closed,High,Low,Low,Low,2025-01-02T09:00:48.000000,2025-01-02T13:00:48.000000,2025-01-04T03:00:48.000000,1,1,Thursday,0,4.0,38.0,42.0,0
CR-161,Configure alerts for reporting dashboard thresholds.,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Medium,Low,2025-01-02T17:38:47.000000,2025-01-02T20:38:47.000000,2025-01-04T07:38:47.000000,0,2,Thursday,1,3.0,35.0,38.0,1
CR-162,Request for extended quota on shared email inbox.,Access,John Wick,John Wick,Matrix,Service B,Closed,High,High,High,Medium,2025-01-02T05:14:02.000000,2025-01-02T11:14:02.000000,2025-01-03T11:14:02.000000,0,2,Thursday,1,6.0,24.0,30.0,1
CR-163,Request to reset password for employee account.,Software,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Critical,High,Medium,2025-01-02T18:03:03.000000,2025-01-02T21:03:03.000000,2025-01-03T01:03:03.000000,0,4,Thursday,1,3.0,4.0,7.0,0
CR-164,Provision special access profiles for GDPR compliance audits.,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-01-02T21:10:21.000000,2025-01-02T23:10:21.000000,2025-01-03T03:10:21.000000,0,4,Thursday,1,2.0,4.0,6.0,0
CR-165,Request to create container image repository for DevOps team.,Network,Batman,Batman,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-01-02T07:52:46.000000,2025-01-02T12:52:46.000000,2025-01-03T11:52:46.000000,0,2,Thursday,1,5.0,23.0,28.0,0
CR-166,Change access rights on shared folder for team lead.,Access,Thor,Thor,Avengers,Service B,Closed,High,Critical,High,Medium,2025-01-02T07:51:03.000000,2025-01-02T11:51:03.000000,2025-01-02T22:51:03.000000,0,4,Thursday,1,4.0,11.0,15.0,1
CR-167,Request for extended quota on shared email inbox.,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,High,High,High,2025-01-02T09:02:27.000000,2025-01-02T17:02:27.000000,2025-01-03T06:02:27.000000,0,2,Thursday,1,8.0,13.0,21.0,0
CR-168,Request to enable remote access to on-site servers.,Network,Loki,Loki,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-01-02T17:54:16.000000,2025-01-02T21:54:16.000000,2025-01-04T07:54:16.000000,0,1,Thursday,1,4.0,34.0,38.0,1
CR-169,Configuration update needed for internal voice gateway routing.,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Critical,High,High,2025-01-02T14:04:59.000000,2025-01-02T19:04:59.000000,2025-01-03T07:04:59.000000,0,4,Thursday,1,5.0,12.0,17.0,1
CR-170,Upgrade virtual machine specs for training platform.,Network,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Medium,Medium,Low,Medium,2025-01-02T08:59:47.000000,2025-01-02T13:59:47.000000,2025-01-03T21:59:47.000000,1,1,Thursday,0,5.0,32.0,37.0,1
CR-171,Request to create and configure backup jobs for departmental database.,Complaint,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-02T12:16:36.000000,2025-01-02T14:16:36.000000,2025-01-03T02:16:36.000000,0,3,Thursday,1,2.0,12.0,14.0,1
CR-172,Request to adjust permissions on shared inbox handling invoices.,Failure,Thor,Thor,Avengers,Service B,Closed,Low,Medium,Low,Medium,2025-01-02T14:55:53.000000,2025-01-02T20:55:53.000000,2025-01-03T11:55:53.000000,0,1,Thursday,1,6.0,15.0,21.0,0
CR-173,Create subdomain for new departmental website launch.,Complaint,John Cena,John Cena,Matrix,Service C,Closed,Low,High,High,Low,2025-01-02T04:19:01.000000,2025-01-02T08:19:01.000000,2025-01-03T04:19:01.000000,0,3,Thursday,1,4.0,20.0,24.0,1
CR-174,Activate mobile application access for workflow approvals.,Hardware,Hulk,Hulk,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-01-02T21:01:40.000000,2025-01-03T04:01:40.000000,2025-01-04T07:01:40.000000,0,0,Thursday,1,7.0,27.0,34.0,0
CR-175,Request to adjust permissions on shared inbox handling invoices.,Facilities,John Cena,John Cena,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-01-02T07:38:40.000000,2025-01-02T10:38:40.000000,2025-01-03T14:38:40.000000,0,1,Thursday,1,3.0,28.0,31.0,0
CR-176,Enable high-availability configuration on two production servers.,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Critical,High,Medium,2025-01-02T15:26:41.000000,2025-01-02T21:26:41.000000,2025-01-02T23:26:41.000000,0,4,Thursday,1,6.0,2.0,8.0,0
CR-177,Enable high-availability configuration on two production servers.,Complaint,Loki,Loki,Avengers,Service B,Closed,Medium,Critical,High,High,2025-01-02T04:16:57.000000,2025-01-02T06:16:57.000000,2025-01-02T07:16:57.000000,0,4,Thursday,1,2.0,1.0,3.0,0
CR-178,Request for cloud storage account provisioning for upcoming project.,Software,Thor,Thor,Avengers,Service A,Closed,High,Medium,Medium,Low,2025-01-02T07:39:29.000000,2025-01-02T13:39:29.000000,2025-01-03T09:39:29.000000,0,1,Thursday,1,6.0,20.0,26.0,0
CR-179,Request to create a new distribution list for the Marketing team.,Access,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,High,High,High,High,2025-01-02T09:51:17.000000,2025-01-02T15:51:17.000000,2025-01-03T05:51:17.000000,0,2,Thursday,1,6.0,14.0,20.0,0
CR-180,Enable high-availability configuration on two production servers.,Access,Loki,Loki,Avengers,Service A,Closed,Low,High,High,High,2025-01-03T18:07:25.000000,2025-01-04T02:07:25.000000,2025-01-04T12:07:25.000000,0,3,Friday,1,8.0,10.0,18.0,0
