Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day
SR-0000124,Request license assignment for Office suite,Network,Hulk,Hulk,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-01-02T15:31:24.000000,2025-01-02T23:31:24.000000,2025-01-03T13:31:24.000000,3,Thursday
SR-0000125,Request upgrade from standard to power user profile,Failure,Shang Chi,Shang Chi,Avengers II,Service B,New,Medium,Critical,High,High,2025-01-02T21:27:46.000000,,,5,Thursday
SR-0000126,Request new network port activation at desk,Failure,Hulk,Hulk,Avengers,Service B,Closed,Low,High,High,Low,2025-01-02T23:29:05.000000,2025-01-03T06:29:05.000000,2025-01-03T12:29:05.000000,2,Thursday
SR-0000127,Request access to remote desktop environment,Failure,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Critical,Medium,High,2025-01-02T17:02:48.000000,2025-01-03T00:02:48.000000,2025-01-03T06:02:48.000000,1,Thursday
SR-0000128,Request password reset for user account,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Low,Low,Low,2025-01-02T05:04:49.000000,2025-01-02T07:04:49.000000,2025-01-05T00:04:49.000000,0,Thursday
SR-0000129,Request access to project management tool,Network,Iron Man,Iron Man,Avengers,Service C,New,High,Critical,High,High,2025-01-02T16:28:42.000000,,,5,Thursday
SR-0000130,Request access to document management system,Failure,Captain America,Captain America,Avengers,Service C,Closed,High,High,High,High,2025-01-02T23:28:40.000000,2025-01-03T04:28:40.000000,2025-01-03T16:28:40.000000,3,Thursday
SR-0000131,Request replacement of broken laptop charger,Access,Hulk,Hulk,Avengers,Service C,New,High,Critical,High,High,2025-01-02T15:55:00.000000,,,1,Thursday
SR-0000132,Request enrollment in mobile device management,Hardware,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,High,Low,2025-01-02T18:08:33.000000,2025-01-03T02:08:33.000000,2025-01-03T18:08:33.000000,5,Thursday
SR-0000133,Request configuration of email on mobile device,Failure,Hulk,Hulk,Avengers,Service A,Closed,Low,High,High,High,2025-01-02T18:11:38.000000,2025-01-02T22:11:38.000000,2025-01-03T10:11:38.000000,4,Thursday
SR-0000134,Request access to time-tracking system,Complaint,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,Medium,2025-01-02T09:34:15.000000,2025-01-02T12:34:15.000000,2025-01-02T15:34:15.000000,4,Thursday
SR-0000135,Request change of default printer settings,Hardware,Hulk,Hulk,Avengers,Service A,New,Low,Critical,High,Medium,2025-01-02T16:35:32.000000,,,3,Thursday
SR-0000136,Request access to internal SharePoint site,Data,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,High,High,Medium,2025-01-02T13:55:09.000000,2025-01-02T18:55:09.000000,2025-01-03T09:55:09.000000,3,Thursday
SR-0000137,Request installation of approved software on workstation,Data,Thor,Thor,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-01-02T15:07:30.000000,2025-01-02T20:07:30.000000,2025-01-03T12:07:30.000000,5,Thursday
SR-0000138,Request new virtual machine for project testing,Network,Thor,Thor,Avengers,Service B,In Progress,Low,Medium,Medium,Medium,2025-01-02T22:46:09.000000,2025-01-03T04:46:09.000000,,0,Thursday
SR-0000139,Request update of contact details in IT systems,Network,John Cena,John Cena,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-01-02T23:00:23.000000,2025-01-03T02:00:23.000000,2025-01-04T03:00:23.000000,4,Thursday
SR-0000140,Request access to internal knowledge base portal,Failure,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-01-02T16:04:09.000000,2025-01-02T20:04:09.000000,2025-01-04T07:04:09.000000,4,Thursday
SR-0000141,Request access to development environment,Data,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,Critical,High,High,2025-01-02T18:21:34.000000,2025-01-03T02:21:34.000000,2025-01-03T11:21:34.000000,3,Thursday
SR-0000142,Request access to incident management dashboard,Data,John Cena,John Cena,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-01-02T20:20:14.000000,2025-01-03T01:20:14.000000,2025-01-04T00:20:14.000000,1,Thursday
SR-0000143,Request replacement of damaged keyboard,Software,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,High,High,High,2025-01-02T05:07:30.000000,2025-01-02T10:07:30.000000,2025-01-02T17:07:30.000000,3,Thursday
SR-0000144,Request new mobile phone and SIM card,Network,Spiderman,Spiderman,Avengers II,Service A,In Progress,High,Medium,Medium,Medium,2025-01-02T11:32:04.000000,2025-01-02T15:32:04.000000,,4,Thursday
SR-0000145,Request shared mailbox creation for team,Failure,John Cena,John Cena,Matrix,Service A,Closed,High,Medium,Low,Medium,2025-01-02T05:08:11.000000,2025-01-02T11:08:11.000000,2025-01-03T11:08:11.000000,5,Thursday
SR-0000146,Request creation of service account for application,Access,Captain America,Captain America,Avengers,Service B,Closed,Low,High,High,High,2025-01-02T18:20:51.000000,2025-01-03T02:20:51.000000,2025-01-03T20:20:51.000000,5,Thursday
SR-0000147,Request access to HR system for new role,Access,Captain America,Captain America,Avengers,Service B,Closed,Low,High,High,High,2025-01-02T08:48:40.000000,2025-01-02T11:48:40.000000,2025-01-03T04:48:40.000000,3,Thursday
SR-0000148,Request access to secure printing functionality,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,High,High,Medium,2025-01-02T12:36:55.000000,2025-01-02T18:36:55.000000,2025-01-03T15:36:55.000000,0,Thursday
SR-0000149,Request scheduled report subscription setup,Access,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,High,High,High,2025-01-02T01:24:14.000000,2025-01-02T09:24:14.000000,2025-01-03T05:24:14.000000,0,Thursday
SR-0000150,Request printing rights on departmental printer,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,High,2025-01-02T07:34:46.000000,2025-01-02T13:34:46.000000,2025-01-02T18:34:46.000000,5,Thursday
SR-0000151,Request scheduled report subscription setup,Failure,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,Medium,High,2025-01-02T07:46:50.000000,2025-01-02T13:46:50.000000,2025-01-02T21:46:50.000000,1,Thursday
SR-0000152,Request unblocking of email attachment type,Failure,Batman,Batman,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-01-02T14:59:50.000000,2025-01-02T22:59:50.000000,2025-01-03T13:59:50.000000,1,Thursday
SR-0000153,Request installation of approved software on workstation,Network,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-01-02T00:46:11.000000,2025-01-02T03:46:11.000000,2025-01-02T05:46:11.000000,2,Thursday
SR-0000154,Request additional monitor for workstation,Failure,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,High,Medium,High,2025-01-02T13:49:58.000000,2025-01-02T17:49:58.000000,2025-01-03T07:49:58.000000,1,Thursday
SR-0000155,Request update of contact details in IT systems,Data,Captain America,Captain America,Avengers,Service B,Closed,Medium,High,High,High,2025-01-02T15:16:39.000000,2025-01-02T21:16:39.000000,2025-01-03T14:16:39.000000,3,Thursday
SR-0000156,Request setup of new workstation at office desk,Facilities,Thor,Thor,Avengers,Service B,Closed,Low,High,High,Medium,2025-01-02T11:15:22.000000,2025-01-02T14:15:22.000000,2025-01-03T02:15:22.000000,2,Thursday
SR-0000157,Request upgrade of laptop memory,Complaint,Thor,Thor,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-01-02T10:37:10.000000,2025-01-02T12:37:10.000000,2025-01-05T00:37:10.000000,5,Thursday
SR-0000158,Request change of time zone settings for user account,Facilities,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,High,2025-01-02T15:02:53.000000,2025-01-02T18:02:53.000000,2025-01-03T00:02:53.000000,0,Thursday
SR-0000159,Request profile transfer to new device,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Medium,Low,Medium,2025-01-02T22:53:03.000000,2025-01-03T04:53:03.000000,2025-01-04T11:53:03.000000,1,Thursday
SR-0000160,Request configuration of network drive mapping,Complaint,Batman,Batman,Matrix,Service A,Closed,Low,Low,Low,Low,2025-01-02T02:44:55.000000,2025-01-02T09:44:55.000000,2025-01-04T15:44:55.000000,3,Thursday
SR-0000161,Request new headset for VoIP phone,Data,Batman,Batman,Matrix,Service A,New,High,Critical,High,High,2025-01-02T15:42:28.000000,,,1,Thursday
SR-0000162,Request access to HR system for new role,Failure,Shang Chi,Shang Chi,Avengers II,Service C,On Hold,Medium,Medium,Low,Medium,2025-01-02T14:59:53.000000,,,2,Thursday
SR-0000163,Request new email distribution list creation,Failure,Neo,Neo,Matrix,Service A,Closed,Medium,High,High,Medium,2025-01-02T20:31:28.000000,2025-01-03T00:31:28.000000,2025-01-03T08:31:28.000000,1,Thursday
SR-0000164,Request change of user role in business application,Failure,Hulk,Hulk,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-01-02T15:13:04.000000,2025-01-02T19:13:04.000000,2025-01-04T07:13:04.000000,3,Thursday
SR-0000165,Request password reset for user account,Failure,John Wick,John Wick,Matrix,Service C,In Progress,Medium,Medium,Low,Medium,2025-01-02T08:02:32.000000,2025-01-02T11:02:32.000000,,3,Thursday
SR-0000166,Request new laptop for employee onboarding,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Critical,High,High,2025-01-02T09:39:59.000000,2025-01-02T14:39:59.000000,2025-01-03T02:39:59.000000,4,Thursday
SR-0000167,Request unblocking of email attachment type,Network,Thor,Thor,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-01-02T23:20:34.000000,2025-01-03T05:20:34.000000,2025-01-03T19:20:34.000000,0,Thursday
SR-0000168,Request new conference call bridge details,Network,John Wick,John Wick,Matrix,Service B,New,Low,Low,Low,Low,2025-01-02T04:25:39.000000,,,2,Thursday
SR-0000169,Request addition to email distribution group,Data,Loki,Loki,Avengers,Service B,Closed,Low,Low,Low,Low,2025-01-02T17:16:27.000000,2025-01-02T19:16:27.000000,2025-01-04T20:16:27.000000,1,Thursday
SR-0000170,Request access to internal knowledge base portal,Complaint,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,Medium,High,2025-01-02T00:50:50.000000,2025-01-02T04:50:50.000000,2025-01-02T06:50:50.000000,5,Thursday
SR-0000171,Request unblocking of email attachment type,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,New,High,Critical,High,Medium,2025-01-02T15:49:42.000000,,,2,Thursday
SR-0000172,Request installation of PDF editor software,Network,Hulk,Hulk,Avengers,Service B,Closed,Low,Medium,Medium,Low,2025-01-03T10:12:26.000000,2025-01-03T16:12:26.000000,2025-01-05T01:12:26.000000,0,Friday
SR-0000173,Request new user account for external vendor,Access,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,High,Medium,High,2025-01-03T05:43:20.000000,2025-01-03T12:43:20.000000,2025-01-04T01:43:20.000000,4,Friday
SR-0000174,Request upgrade from standard to power user profile,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-01-03T23:46:01.000000,2025-01-04T01:46:01.000000,2025-01-04T17:46:01.000000,4,Friday
SR-0000175,Request software upgrade to latest approved version,Software,John Wick,John Wick,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-01-03T18:58:55.000000,2025-01-04T01:58:55.000000,2025-01-05T13:58:55.000000,5,Friday
SR-0000176,Request access to test environment databases,Complaint,Captain America,Captain America,Avengers,Service C,On Hold,Medium,Medium,Medium,Medium,2025-01-03T04:55:49.000000,,,2,Friday
SR-0000177,Request access to internal SharePoint site,Hardware,Batman,Batman,Matrix,Service A,Closed,Low,Medium,Low,Medium,2025-01-03T10:54:08.000000,2025-01-03T18:54:08.000000,2025-01-05T06:54:08.000000,3,Friday
SR-0000178,Request new headset for VoIP phone,Facilities,Thor,Thor,Avengers,Service B,Closed,High,Medium,Medium,Low,2025-01-03T22:14:15.000000,2025-01-04T03:14:15.000000,2025-01-04T23:14:15.000000,4,Friday
SR-0000179,Request access to analytics platform,Facilities,Loki,Loki,Avengers,Service B,Closed,High,Medium,Medium,Medium,2025-01-03T00:51:09.000000,2025-01-03T05:51:09.000000,2025-01-03T17:51:09.000000,3,Friday
SR-0000180,Request unblocking of email attachment type,Access,Hulk,Hulk,Avengers,Service B,Closed,High,High,Medium,High,2025-01-03T04:34:52.000000,2025-01-03T07:34:52.000000,2025-01-04T02:34:52.000000,0,Friday
SR-0000181,Request reconfiguration of email signature template,Software,Neo,Neo,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-01-03T07:25:06.000000,2025-01-03T15:25:06.000000,2025-01-04T23:25:06.000000,4,Friday
SR-0000182,Request change of time zone settings for user account,Facilities,Loki,Loki,Avengers,Service B,New,Low,High,High,Low,2025-01-03T15:46:02.000000,,,5,Friday
SR-0000183,Request removal from email distribution group,Facilities,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,High,2025-01-03T17:07:10.000000,2025-01-03T21:07:10.000000,2025-01-03T22:07:10.000000,3,Friday
SR-0000184,Request additional monitor for workstation,Facilities,Batman,Batman,Matrix,Service C,Closed,Low,High,High,High,2025-01-03T15:12:16.000000,2025-01-03T20:12:16.000000,2025-01-04T19:12:16.000000,3,Friday
SR-0000185,Request change of time zone settings for user account,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,High,Critical,High,High,2025-01-03T19:51:48.000000,2025-01-03T21:51:48.000000,2025-01-04T02:51:48.000000,2,Friday
SR-0000186,Request replacement of damaged keyboard,Complaint,Loki,Loki,Avengers,Service B,Closed,High,High,Medium,Medium,2025-01-03T02:19:15.000000,2025-01-03T05:19:15.000000,2025-01-04T00:19:15.000000,5,Friday
SR-0000187,Request new phone extension for employee,Data,Loki,Loki,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-01-03T06:44:03.000000,2025-01-03T10:44:03.000000,2025-01-03T23:44:03.000000,0,Friday
SR-0000188,Request additional monitor for workstation,Access,Batman,Batman,Matrix,Service A,Closed,Low,High,High,High,2025-01-03T22:15:37.000000,2025-01-04T01:15:37.000000,2025-01-04T21:15:37.000000,2,Friday
SR-0000189,Request extension of mailbox storage quota,Facilities,Thor,Thor,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-01-03T06:40:07.000000,2025-01-03T13:40:07.000000,2025-01-04T17:40:07.000000,0,Friday
SR-0000190,Request update of contact details in IT systems,Software,Hulk,Hulk,Avengers,Service B,New,High,Critical,High,High,2025-01-03T12:25:33.000000,,,3,Friday
SR-0000191,Request access to ticketing system for new team member,Data,Jack Sparrow,Jack Sparrow,Matrix,Service A,New,High,Medium,Medium,Medium,2025-01-03T15:50:11.000000,,,5,Friday
SR-0000192,Request setup of new workstation at office desk,Software,Iron Man,Iron Man,Avengers,Service B,Closed,High,Critical,Medium,High,2025-01-03T17:50:23.000000,2025-01-03T19:50:23.000000,2025-01-04T02:50:23.000000,1,Friday
SR-0000193,Request access to internal SharePoint site,Complaint,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-01-03T02:37:06.000000,2025-01-03T10:37:06.000000,2025-01-04T22:37:06.000000,5,Friday
SR-0000194,Request configuration of email on mobile device,Failure,Spiderman,Spiderman,Avengers II,Service C,New,Low,High,Medium,High,2025-01-03T13:31:54.000000,,,2,Friday
SR-0000195,Request access to HR system for new role,Network,Iron Man,Iron Man,Avengers,Service A,On Hold,High,High,Medium,High,2025-01-03T02:18:07.000000,,,1,Friday
SR-0000196,Request change of time zone settings for user account,Facilities,Loki,Loki,Avengers,Service A,In Progress,Medium,Critical,High,High,2025-01-03T11:41:14.000000,2025-01-03T15:41:14.000000,,0,Friday
SR-0000197,Request access to analytics platform,Network,Hulk,Hulk,Avengers,Service A,Closed,High,High,High,High,2025-01-03T02:48:49.000000,2025-01-03T06:48:49.000000,2025-01-04T02:48:49.000000,4,Friday
SR-0000198,Request access to internal knowledge base portal,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-01-03T21:39:27.000000,2025-01-04T02:39:27.000000,2025-01-05T06:39:27.000000,3,Friday
SR-0000199,Request additional monitor for workstation,Facilities,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,High,2025-01-03T02:39:46.000000,2025-01-03T05:39:46.000000,2025-01-03T16:39:46.000000,4,Friday
SR-0000200,Request access to incident management dashboard,Facilities,Hulk,Hulk,Avengers,Service B,New,Medium,Low,Low,Low,2025-01-03T09:32:47.000000,,,5,Friday
SR-0000201,Request temporary admin rights for software installation,Software,Spiderman,Spiderman,Avengers II,Service B,In Progress,Low,Medium,Medium,Low,2025-01-03T21:02:53.000000,2025-01-04T01:02:53.000000,,3,Friday
SR-0000202,Request access to shared network drive,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,High,Medium,Medium,2025-01-03T10:25:30.000000,2025-01-03T16:25:30.000000,2025-01-03T23:25:30.000000,3,Friday
SR-0000203,Request access to code repository,Access,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-01-03T20:27:38.000000,2025-01-04T04:27:38.000000,2025-01-04T09:27:38.000000,5,Friday
SR-0000204,Request replacement of damaged keyboard,Hardware,Captain America,Captain America,Avengers,Service B,Closed,High,High,Medium,High,2025-01-03T17:28:07.000000,2025-01-03T21:28:07.000000,2025-01-04T11:28:07.000000,2,Friday
SR-0000205,Request remote access to on-premise application,Network,Loki,Loki,Avengers,Service A,Closed,High,Critical,High,High,2025-01-03T07:19:22.000000,2025-01-03T09:19:22.000000,2025-01-03T12:19:22.000000,4,Friday
SR-0000206,Request setup of email forwarding to another mailbox,Data,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Medium,Critical,High,High,2025-01-03T05:47:16.000000,2025-01-03T07:47:16.000000,2025-01-03T11:47:16.000000,5,Friday
SR-0000207,Request shared folder for cross-department project,Access,Captain America,Captain America,Avengers,Service B,In Progress,Low,High,High,Medium,2025-01-03T17:59:16.000000,2025-01-03T22:59:16.000000,,1,Friday
SR-0000208,Request extension of mailbox storage quota,Network,John Wick,John Wick,Matrix,Service C,Closed,Low,Medium,Low,Medium,2025-01-03T19:15:17.000000,2025-01-04T00:15:17.000000,2025-01-05T00:15:17.000000,0,Friday
