Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count
CHG-0000119,Implement new change in batch file transfer process,Failure,Spiderman,Spiderman,Avengers II,Service D,High,Medium,Medium,Closed,Medium,2025-02-08T20:11:48.000000,Saturday,2025-02-08T23:11:48.000000,2025-02-09T07:11:48.000000,0
CHG-0000120,Deploy new version of mobile banking API,Network,John Wick,John Wick,Matrix,Service C,High,Low,Medium,Closed,Medium,2025-02-08T19:25:41.000000,Saturday,2025-02-08T23:25:41.000000,2025-02-09T13:25:41.000000,0
CHG-0000121,Migrate user mailboxes to new email platform,Failure,Captain Marvel,Captain Marvel,Avengers II,Service A,Medium,Low,Medium,Closed,High,2025-02-08T01:08:15.000000,Saturday,2025-02-08T06:08:15.000000,2025-02-08T09:08:15.000000,0
CHG-0000122,Configure new high-availability cluster for database,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service B,High,Medium,Low,Closed,Medium,2025-02-08T20:43:52.000000,Saturday,2025-02-08T22:43:52.000000,2025-02-09T16:43:52.000000,5
CHG-0000123,Upgrade database server to latest minor version,Access,Thor,Thor,Avengers,Service A,Medium,Medium,High,Closed,Medium,2025-02-09T10:42:26.000000,Sunday,2025-02-09T15:42:26.000000,2025-02-10T16:42:26.000000,4
CHG-0000124,Change time synchronization settings for servers,Facilities,Iron Man,Iron Man,Avengers,Service A,Low,Low,Medium,In Progress,Medium,2025-02-09T10:20:54.000000,Sunday,2025-02-09T13:20:54.000000,,3
CHG-0000125,Change load balancer configuration for improved failover,Hardware,Thor,Thor,Avengers,Service D,Low,High,Medium,In Progress,High,2025-02-09T22:40:32.000000,Sunday,2025-02-10T05:40:32.000000,,0
CHG-0000126,Enable encryption at rest for database storage,Hardware,Shang Chi,Shang Chi,Avengers II,Service B,Medium,High,Medium,New,Medium,2025-02-10T03:11:27.000000,Monday,,,0
CHG-0000127,Upgrade virtualization platform to latest version,Complaint,Hulk,Hulk,Avengers,Service E,Low,Medium,Low,Closed,High,2025-02-11T22:39:51.000000,Tuesday,2025-02-12T03:39:51.000000,2025-02-12T23:39:51.000000,5
CHG-0000128,Update SSL/TLS certificates on web servers,Access,Spiderman,Spiderman,Avengers II,Service D,Low,Low,Low,Closed,Medium,2025-02-11T19:44:31.000000,Tuesday,2025-02-12T02:44:31.000000,2025-02-13T08:44:31.000000,2
CHG-0000129,Reconfigure backup schedule for critical databases,Data,Spiderman,Spiderman,Avengers II,Service D,Medium,Low,Low,On Hold,Critical,2025-02-12T13:25:27.000000,Wednesday,,,5
CHG-0000130,Enable multi-factor authentication for VPN users,Hardware,Iron Man,Iron Man,Avengers,Service A,Low,Medium,Medium,On Hold,High,2025-02-12T14:42:38.000000,Wednesday,,,5
CHG-0000131,Implement role-based access control for application,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,High,Medium,Low,On Hold,Medium,2025-02-12T16:57:10.000000,Wednesday,,,3
CHG-0000132,Upgrade virtualization platform to latest version,Data,Iron Man,Iron Man,Avengers,Service E,Low,Low,Medium,Closed,Low,2025-02-12T22:07:28.000000,Wednesday,2025-02-13T06:07:28.000000,2025-02-13T12:07:28.000000,4
CHG-0000133,Implement new access roles in identity management system,Failure,Spiderman,Spiderman,Avengers II,Service E,Low,Medium,Medium,Closed,Medium,2025-02-12T22:32:18.000000,Wednesday,2025-02-13T01:32:18.000000,2025-02-13T14:32:18.000000,0
CHG-0000134,Change scheduled job timing for batch processing,Access,Captain Marvel,Captain Marvel,Avengers II,Service D,High,Medium,Low,On Hold,High,2025-02-13T00:15:15.000000,Thursday,,,3
CHG-0000135,Modify service account permissions for application,Facilities,Captain America,Captain America,Avengers,Service E,Low,High,Low,Closed,Medium,2025-02-14T00:16:42.000000,Friday,2025-02-14T07:16:42.000000,2025-02-14T23:16:42.000000,1
CHG-0000136,Implement new change in batch file transfer process,Facilities,Loki,Loki,Avengers,Service A,High,High,Medium,Closed,High,2025-02-14T04:05:41.000000,Friday,2025-02-14T10:05:41.000000,2025-02-14T13:05:41.000000,3
CHG-0000137,Change network routing for branch office connectivity,Failure,Captain America,Captain America,Avengers,Service D,High,High,High,In Progress,Low,2025-02-14T10:59:50.000000,Friday,2025-02-14T17:59:50.000000,,3
CHG-0000138,Implement new retention policy for log data,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,Medium,Low,Low,Closed,High,2025-02-14T12:58:17.000000,Friday,2025-02-14T19:58:17.000000,2025-02-15T11:58:17.000000,5
CHG-0000139,Migrate user mailboxes to new email platform,Software,John Cena,John Cena,Matrix,Service D,Medium,High,Low,Closed,Low,2025-02-14T08:51:41.000000,Friday,2025-02-14T14:51:41.000000,2025-02-15T03:51:41.000000,1
CHG-0000140,Deploy new release of core banking application,Access,Iron Man,Iron Man,Avengers,Service C,Medium,Medium,Low,Closed,High,2025-02-15T16:37:51.000000,Saturday,2025-02-15T20:37:51.000000,2025-02-17T02:37:51.000000,3
CHG-0000141,Deploy hotfix for production application issue,Failure,John Cena,John Cena,Matrix,Service E,Low,High,Medium,Closed,Medium,2025-02-15T14:50:28.000000,Saturday,2025-02-15T16:50:28.000000,2025-02-15T19:50:28.000000,1
CHG-0000142,Deploy new configuration for password self-service portal,Access,Doctor Strange,Doctor Strange,Avengers II,Service E,Medium,Medium,Medium,Closed,Critical,2025-02-16T01:50:30.000000,Sunday,2025-02-16T08:50:30.000000,2025-02-17T05:50:30.000000,0
CHG-0000143,Upgrade virtualization platform to latest version,Software,Neo,Neo,Matrix,Service C,Medium,High,High,Closed,Medium,2025-02-16T16:35:31.000000,Sunday,2025-02-16T22:35:31.000000,2025-02-17T13:35:31.000000,5
CHG-0000144,Update network share permissions for project folder,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service A,Medium,High,High,Closed,High,2025-02-17T21:08:27.000000,Monday,2025-02-18T00:08:27.000000,2025-02-19T05:08:27.000000,2
CHG-0000145,Update DNS records for application hostname change,Failure,Batman,Batman,Matrix,Service C,High,Low,Low,Closed,High,2025-02-18T00:05:08.000000,Tuesday,2025-02-18T04:05:08.000000,2025-02-19T03:05:08.000000,1
CHG-0000146,Implement new password policy across domain,Network,Hulk,Hulk,Avengers,Service A,High,Low,High,Closed,Medium,2025-02-18T19:21:42.000000,Tuesday,2025-02-18T21:21:42.000000,2025-02-20T01:21:42.000000,4
CHG-0000147,Implement role-based access control for application,Complaint,Iron Man,Iron Man,Avengers,Service C,Low,Low,High,Closed,High,2025-02-18T20:45:21.000000,Tuesday,2025-02-19T04:45:21.000000,2025-02-20T10:45:21.000000,4
CHG-0000148,Decommission obsolete virtual machines,Data,Doctor Strange,Doctor Strange,Avengers II,Service D,High,Medium,Low,Closed,Medium,2025-02-18T12:24:31.000000,Tuesday,2025-02-18T20:24:31.000000,2025-02-20T07:24:31.000000,0
CHG-0000149,Replace legacy file server with new storage system,Software,Iron Man,Iron Man,Avengers,Service A,Low,Medium,Low,New,High,2025-02-18T05:37:23.000000,Tuesday,,,1
CHG-0000150,Replace legacy file server with new storage system,Software,Hulk,Hulk,Avengers,Service B,Medium,High,Low,Closed,Medium,2025-02-19T03:27:41.000000,Wednesday,2025-02-19T10:27:41.000000,2025-02-20T21:27:41.000000,3
CHG-0000151,Deploy new configuration for password self-service portal,Failure,Thor,Thor,Avengers,Service A,High,Medium,High,Closed,High,2025-02-19T16:22:58.000000,Wednesday,2025-02-19T20:22:58.000000,2025-02-20T15:22:58.000000,0
CHG-0000152,Update DNS records for application hostname change,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,High,Medium,Low,Closed,High,2025-02-19T18:39:28.000000,Wednesday,2025-02-19T20:39:28.000000,2025-02-19T22:39:28.000000,1
CHG-0000153,Change print server configuration for new printers,Network,Thor,Thor,Avengers,Service A,Low,Low,Medium,New,Medium,2025-02-19T12:13:17.000000,Wednesday,,,5
CHG-0000154,Configure new high-availability cluster for database,Data,Neo,Neo,Matrix,Service E,High,Low,Low,Closed,High,2025-02-20T13:56:11.000000,Thursday,2025-02-20T18:56:11.000000,2025-02-21T03:56:11.000000,3
CHG-0000155,Deploy new version of mobile banking API,Network,Iron Man,Iron Man,Avengers,Service E,High,High,High,Closed,Medium,2025-02-21T12:35:33.000000,Friday,2025-02-21T17:35:33.000000,2025-02-23T00:35:33.000000,5
CHG-0000156,Deploy new version of mobile banking API,Failure,Iron Man,Iron Man,Avengers,Service C,Low,Medium,Medium,Closed,Critical,2025-02-21T01:19:38.000000,Friday,2025-02-21T03:19:38.000000,2025-02-22T00:19:38.000000,3
CHG-0000157,Update SSL/TLS certificates on web servers,Facilities,Hulk,Hulk,Avengers,Service E,Low,Medium,Medium,Closed,Low,2025-02-21T23:49:37.000000,Friday,2025-02-22T02:49:37.000000,2025-02-22T19:49:37.000000,4
CHG-0000158,Deploy updated configuration for network switches,Data,Doctor Strange,Doctor Strange,Avengers II,Service D,Low,Low,High,New,Critical,2025-02-21T22:41:33.000000,Friday,,,2
CHG-0000159,Replace legacy file server with new storage system,Failure,Loki,Loki,Avengers,Service A,Low,Low,High,Closed,Medium,2025-02-22T02:52:44.000000,Saturday,2025-02-22T05:52:44.000000,2025-02-22T21:52:44.000000,5
CHG-0000160,Introduce new email disclaimer for outgoing messages,Access,Iron Man,Iron Man,Avengers,Service E,Medium,Medium,Low,Closed,Critical,2025-02-22T03:52:25.000000,Saturday,2025-02-22T05:52:25.000000,2025-02-22T10:52:25.000000,1
CHG-0000161,Change Active Directory group membership for user access,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,Medium,Medium,High,On Hold,Low,2025-02-22T00:53:08.000000,Saturday,,,5
CHG-0000162,Increase disk space allocation on application server,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service D,Medium,Medium,High,Closed,High,2025-02-22T08:16:24.000000,Saturday,2025-02-22T15:16:24.000000,2025-02-24T01:16:24.000000,0
CHG-0000163,Implement new access roles in identity management system,Data,Batman,Batman,Matrix,Service B,Low,Medium,High,Closed,Medium,2025-02-22T13:35:14.000000,Saturday,2025-02-22T17:35:14.000000,2025-02-23T20:35:14.000000,5
CHG-0000164,Modify service account permissions for application,Failure,Captain America,Captain America,Avengers,Service D,High,High,Medium,Closed,Critical,2025-02-23T10:09:19.000000,Sunday,2025-02-23T15:09:19.000000,2025-02-23T19:09:19.000000,4
CHG-0000165,Configure new SFTP connection to external partner,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service C,Medium,Medium,Low,Closed,High,2025-02-23T22:02:42.000000,Sunday,2025-02-24T01:02:42.000000,2025-02-25T07:02:42.000000,3
CHG-0000166,Deploy hotfix for production application issue,Data,Jack Sparrow,Jack Sparrow,Matrix,Service C,Low,Low,Medium,Closed,Medium,2025-02-23T02:26:51.000000,Sunday,2025-02-23T06:26:51.000000,2025-02-24T07:26:51.000000,5
CHG-0000167,Implement new password policy across domain,Data,Iron Man,Iron Man,Avengers,Service C,High,Low,Low,New,Medium,2025-02-23T19:37:25.000000,Sunday,,,3
CHG-0000168,Change load balancer configuration for improved failover,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Medium,Low,Low,Closed,Low,2025-02-23T10:42:15.000000,Sunday,2025-02-23T12:42:15.000000,2025-02-24T15:42:15.000000,4
CHG-0000169,Replace legacy file server with new storage system,Hardware,Thor,Thor,Avengers,Service E,Low,Medium,Low,Closed,Medium,2025-02-24T05:52:06.000000,Monday,2025-02-24T08:52:06.000000,2025-02-25T17:52:06.000000,4
CHG-0000170,Change Active Directory group membership for user access,Access,Thor,Thor,Avengers,Service E,Medium,Low,Low,Closed,High,2025-02-24T15:37:23.000000,Monday,2025-02-24T22:37:23.000000,2025-02-26T10:37:23.000000,1
CHG-0000171,Change time synchronization settings for servers,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,High,High,High,Closed,High,2025-02-24T19:29:02.000000,Monday,2025-02-24T22:29:02.000000,2025-02-26T07:29:02.000000,5
CHG-0000172,Replace legacy file server with new storage system,Hardware,Hulk,Hulk,Avengers,Service A,Low,High,Medium,Closed,Medium,2025-02-24T08:00:33.000000,Monday,2025-02-24T12:00:33.000000,2025-02-24T21:00:33.000000,3
CHG-0000173,Increase disk space allocation on application server,Hardware,Thor,Thor,Avengers,Service C,Low,Low,High,Closed,Low,2025-02-25T12:28:30.000000,Tuesday,2025-02-25T17:28:30.000000,2025-02-26T20:28:30.000000,1
CHG-0000174,Change print server configuration for new printers,Hardware,Iron Man,Iron Man,Avengers,Service D,Low,Medium,High,Closed,Medium,2025-02-26T06:02:52.000000,Wednesday,2025-02-26T08:02:52.000000,2025-02-27T07:02:52.000000,5
CHG-0000175,Reconfigure service monitoring checks for new URLs,Failure,John Cena,John Cena,Matrix,Service B,Low,High,Medium,In Progress,High,2025-02-26T13:45:52.000000,Wednesday,2025-02-26T18:45:52.000000,,4
CHG-0000176,Introduce new email disclaimer for outgoing messages,Failure,John Wick,John Wick,Matrix,Service C,High,Low,Medium,Closed,Low,2025-02-26T16:18:31.000000,Wednesday,2025-02-26T20:18:31.000000,2025-02-27T08:18:31.000000,0
CHG-0000177,Change scheduled job timing for batch processing,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service E,High,Medium,Low,Closed,Medium,2025-02-27T09:22:23.000000,Thursday,2025-02-27T16:22:23.000000,2025-02-28T10:22:23.000000,5
CHG-0000178,Update SSL/TLS certificates on web servers,Complaint,Loki,Loki,Avengers,Service C,High,High,Medium,Closed,Medium,2025-02-27T16:37:51.000000,Thursday,2025-02-28T00:37:51.000000,2025-02-28T15:37:51.000000,5
CHG-0000179,Change configuration of web application firewall policies,Complaint,Captain America,Captain America,Avengers,Service D,Low,Low,Low,Closed,High,2025-02-28T00:47:00.000000,Friday,2025-02-28T03:47:00.000000,2025-03-01T07:47:00.000000,5
CHG-0000180,Implement new access roles in identity management system,Hardware,Captain America,Captain America,Avengers,Service B,High,Medium,High,Closed,Medium,2025-02-28T17:38:22.000000,Friday,2025-02-28T21:38:22.000000,2025-03-01T23:38:22.000000,3
CHG-0000181,Upgrade virtualization platform to latest version,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,Medium,Medium,Low,In Progress,Low,2025-02-28T21:49:14.000000,Friday,2025-03-01T05:49:14.000000,,3
CHG-0000182,Deploy new release of core banking application,Complaint,Hulk,Hulk,Avengers,Service D,High,Medium,Medium,Closed,Medium,2025-03-01T21:48:29.000000,Saturday,2025-03-01T23:48:29.000000,2025-03-02T20:48:29.000000,4
CHG-0000183,Upgrade virtualization platform to latest version,Data,Thor,Thor,Avengers,Service A,Medium,Low,Medium,Closed,Low,2025-03-01T15:03:38.000000,Saturday,2025-03-01T18:03:38.000000,2025-03-02T11:03:38.000000,3
CHG-0000184,Update DNS records for application hostname change,Facilities,Thor,Thor,Avengers,Service E,High,Medium,Low,Closed,High,2025-03-02T03:23:15.000000,Sunday,2025-03-02T09:23:15.000000,2025-03-03T13:23:15.000000,4
CHG-0000185,Deploy new version of mobile banking API,Data,Iron Man,Iron Man,Avengers,Service C,Low,Medium,High,Closed,Medium,2025-03-03T08:27:31.000000,Monday,2025-03-03T13:27:31.000000,2025-03-04T15:27:31.000000,0
CHG-0000186,Implement firewall rule change for new service endpoint,Software,Thor,Thor,Avengers,Service A,Medium,Low,Low,Closed,High,2025-03-03T14:54:35.000000,Monday,2025-03-03T21:54:35.000000,2025-03-04T16:54:35.000000,5
CHG-0000187,Deploy new release of core banking application,Software,Neo,Neo,Matrix,Service E,Low,Low,Low,Closed,Medium,2025-03-03T22:35:42.000000,Monday,2025-03-04T00:35:42.000000,2025-03-04T15:35:42.000000,5
CHG-0000188,Add new subnet to internal network for project team,Facilities,Captain America,Captain America,Avengers,Service B,Low,Low,Low,New,Low,2025-03-04T22:07:24.000000,Tuesday,,,3
CHG-0000189,Deploy hotfix for production application issue,Network,Thor,Thor,Avengers,Service C,Low,Low,High,Closed,Low,2025-03-04T04:48:10.000000,Tuesday,2025-03-04T07:48:10.000000,2025-03-05T02:48:10.000000,4
CHG-0000190,Apply monthly security patches to production servers,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,High,Low,Low,In Progress,Medium,2025-03-04T22:13:43.000000,Tuesday,2025-03-05T01:13:43.000000,,5
CHG-0000191,Implement new access roles in identity management system,Network,Loki,Loki,Avengers,Service D,Low,High,Medium,Closed,Medium,2025-03-04T02:32:25.000000,Tuesday,2025-03-04T08:32:25.000000,2025-03-04T10:32:25.000000,1
CHG-0000192,Implement role-based access control for application,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Medium,Low,High,Closed,Critical,2025-03-05T11:34:42.000000,Wednesday,2025-03-05T15:34:42.000000,2025-03-06T02:34:42.000000,5
CHG-0000193,Introduce new email disclaimer for outgoing messages,Complaint,Hulk,Hulk,Avengers,Service E,Low,Medium,Low,On Hold,Medium,2025-03-06T06:18:48.000000,Thursday,,,0
CHG-0000194,Increase disk space allocation on application server,Complaint,Hulk,Hulk,Avengers,Service C,High,Medium,Medium,New,High,2025-03-07T01:57:21.000000,Friday,,,4
CHG-0000195,Apply configuration changes to intrusion detection system,Data,Captain America,Captain America,Avengers,Service C,High,High,High,Closed,Critical,2025-03-07T00:07:26.000000,Friday,2025-03-07T06:07:26.000000,2025-03-08T06:07:26.000000,0
CHG-0000196,Replace legacy file server with new storage system,Hardware,Loki,Loki,Avengers,Service C,High,Low,Low,Closed,Medium,2025-03-07T07:05:41.000000,Friday,2025-03-07T15:05:41.000000,2025-03-08T21:05:41.000000,4
CHG-0000197,Implement firewall rule change for new service endpoint,Network,Hulk,Hulk,Avengers,Service A,Medium,High,Low,Closed,Low,2025-03-08T19:38:14.000000,Saturday,2025-03-08T21:38:14.000000,2025-03-09T23:38:14.000000,4
CHG-0000198,Change email gateway configuration for spam filtering,Complaint,Iron Man,Iron Man,Avengers,Service E,Low,High,Medium,Closed,Low,2025-03-08T18:56:24.000000,Saturday,2025-03-09T02:56:24.000000,2025-03-10T10:56:24.000000,2
CHG-0000199,Change print server configuration for new printers,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service E,High,Low,Low,Closed,Medium,2025-03-09T00:58:48.000000,Sunday,2025-03-09T02:58:48.000000,2025-03-10T14:58:48.000000,2
CHG-0000200,Deploy updated configuration for network switches,Facilities,Loki,Loki,Avengers,Service B,High,High,Medium,In Progress,Critical,2025-03-09T08:22:04.000000,Sunday,2025-03-09T14:22:04.000000,,0
CHG-0000201,Adjust monitoring thresholds for critical alerts,Software,Loki,Loki,Avengers,Service D,Medium,High,High,Closed,Medium,2025-03-09T14:39:18.000000,Sunday,2025-03-09T17:39:18.000000,2025-03-10T08:39:18.000000,1
