Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Reopen Zero Flag
CR-123,Multiple failed VPN authentication attempts from external IP,Complaint,Thor,Martin,Avengers,Service A,Closed,Low,High,High,Medium,2025-01-02T04:03:51.000000,2025-01-02T06:15:26.000000,2025-01-02T15:39:58.000000,1,Thursday,0
CR-124,Multiple failed VPN authentication attempts from external IP,Complaint,Martin,Peter,Matrix,Service A,Closed,High,High,Low,Low,2025-01-02T16:29:30.000000,2025-01-02T20:59:49.000000,2025-01-03T23:04:43.000000,1,Thursday,0
CR-125,Unusual file encryption activity detected on server,Access,Peter,Jan,Avengers,Service C,Closed,Low,Low,High,High,2025-01-02T11:21:25.000000,2025-01-02T14:12:05.000000,2025-01-03T22:28:25.000000,0,Thursday,1
CR-126,Unusual VPN connection outside normal working hours,Complaint,Thor,Martin,Avengers,Service B,Closed,Medium,High,Low,Low,2025-01-02T06:28:35.000000,2025-01-02T10:58:42.000000,2025-01-02T16:38:20.000000,1,Thursday,0
CR-127,Unapproved external USB storage device connected,Software,Peter,Iron Man,Avengers,Service C,Closed,Medium,Low,Low,Medium,2025-01-02T04:17:29.000000,2025-01-02T08:59:12.000000,2025-01-04T04:37:25.000000,0,Thursday,1
CR-128,Unusual VPN connection outside normal working hours,Network,Michal,Jan,Avengers,Service A,In Progress,Medium,Low,Low,Low,2025-01-02T11:40:11.000000,2025-01-02T15:59:43.000000,,1,Thursday,0
CR-129,Account lockout due to repeated failed authentication,Network,Martin,Thor,Avengers,Service A,Closed,Low,High,High,Medium,2025-01-02T14:43:48.000000,2025-01-02T19:30:17.000000,2025-01-03T09:20:48.000000,1,Thursday,0
CR-130,Unauthorized access to shared network drive,Hardware,Captain America,Iron Man,Avengers II,Service A,On Hold,Low,High,Low,Low,2025-01-02T22:41:10.000000,,,1,Thursday,0
CR-131,Privileged user access review identified anomalies,Software,Michal,Michal,Avengers,Service B,Closed,Medium,Medium,High,Low,2025-01-02T15:12:16.000000,2025-01-02T18:40:41.000000,2025-01-03T11:17:47.000000,1,Thursday,0
CR-132,Brute force attack detected on remote access gateway,Network,Captain America,Martin,Avengers II,Service C,Closed,Low,Medium,High,High,2025-01-02T22:42:44.000000,2025-01-03T01:31:27.000000,2025-01-04T17:10:45.000000,1,Thursday,0
CR-133,Unusual access pattern to customer data records,Network,Jan,Martin,Avengers,Service A,Closed,Medium,Medium,Low,High,2025-01-02T18:40:51.000000,2025-01-02T23:41:37.000000,2025-01-03T17:15:03.000000,1,Thursday,0
CR-134,Ransomware behavior detected and contained on endpoint,Failure,Thor,Peter,Matrix,Service B,Closed,Low,Low,High,Medium,2025-01-02T00:29:00.000000,2025-01-02T02:01:52.000000,2025-01-02T17:06:24.000000,1,Thursday,0
CR-135,Multiple password reset requests from same user,Complaint,Michal,Michal,Avengers,Service C,Closed,Medium,Low,High,High,2025-01-02T03:07:13.000000,2025-01-02T04:38:59.000000,2025-01-03T03:28:54.000000,1,Thursday,0
CR-136,New privileged account created without proper approval,Data,Michal,Peter,Matrix,Service C,Closed,Low,High,High,Medium,2025-01-02T23:20:51.000000,2025-01-03T03:43:48.000000,2025-01-03T11:46:02.000000,0,Thursday,1
CR-137,Unauthorized attempt to disable endpoint protection,Data,Michal,Michal,Matrix,Service C,Closed,High,Low,High,High,2025-01-02T08:24:56.000000,2025-01-02T12:51:57.000000,2025-01-04T05:17:17.000000,1,Thursday,0
CR-138,Security policy violation on mobile device,Facilities,Peter,Martin,Matrix,Service B,Closed,High,Low,Low,Medium,2025-01-02T16:18:03.000000,2025-01-02T20:49:14.000000,2025-01-04T08:19:51.000000,1,Thursday,0
CR-139,Unusual file encryption activity detected on server,Failure,Martin,Michal,Matrix,Service B,Closed,High,Low,High,High,2025-01-02T21:59:12.000000,2025-01-03T06:30:33.000000,2025-01-04T08:20:59.000000,1,Thursday,0
CR-140,Suspicious outbound traffic to known malicious domain,Network,Michal,Captain America,Avengers II,Service C,On Hold,High,High,High,Medium,2025-01-02T02:40:10.000000,,,1,Thursday,0
CR-141,Unusual spike in security alerts for single user,Access,Thor,Captain America,Avengers II,Service C,Closed,High,Low,Medium,Low,2025-01-02T13:20:23.000000,2025-01-02T20:59:00.000000,2025-01-02T23:24:48.000000,0,Thursday,1
CR-142,Suspicious authentication token reuse detected,Failure,Jan,Michal,Avengers II,Service B,Closed,Low,Medium,Low,High,2025-01-02T21:49:25.000000,2025-01-03T01:40:36.000000,2025-01-04T19:19:19.000000,1,Thursday,0
CR-143,Suspicious login attempt from unknown IP address,Data,Iron Man,Thor,Matrix,Service A,New,High,Medium,Medium,Medium,2025-01-02T06:00:33.000000,,,1,Thursday,0
CR-144,Unusual traffic to anonymization service detected,Failure,Martin,Martin,Avengers II,Service A,Closed,Low,Medium,Low,High,2025-01-02T21:33:37.000000,2025-01-03T03:19:51.000000,2025-01-03T20:12:58.000000,0,Thursday,1
CR-145,Firewall detected and blocked port scanning activity,Hardware,Captain America,Captain America,Avengers II,Service A,Closed,Low,Low,Medium,High,2025-01-02T00:21:37.000000,2025-01-02T02:51:35.000000,2025-01-02T15:19:26.000000,1,Thursday,0
CR-146,New privileged account created without proper approval,Data,Michal,Jan,Avengers II,Service B,Closed,High,High,High,High,2025-01-02T18:43:21.000000,2025-01-03T00:27:05.000000,2025-01-04T02:41:00.000000,0,Thursday,1
CR-147,Unusual data download volume from file server,Failure,Peter,Thor,Avengers,Service A,Closed,Medium,Medium,Low,Low,2025-01-02T18:51:32.000000,2025-01-02T21:30:35.000000,2025-01-04T17:10:52.000000,0,Thursday,1
CR-148,Email account used to send large volume of external messages,Data,Jan,Martin,Avengers,Service B,Closed,Low,Low,Medium,Medium,2025-01-02T02:08:49.000000,2025-01-02T05:02:31.000000,2025-01-02T22:29:48.000000,1,Thursday,0
CR-149,Unusual data download volume from file server,Network,Michal,Peter,Matrix,Service B,Closed,High,Low,Low,Low,2025-01-02T21:52:22.000000,2025-01-02T23:13:02.000000,2025-01-04T01:13:22.000000,1,Thursday,0
CR-150,Suspicious outbound traffic to known malicious domain,Failure,Peter,Thor,Avengers,Service B,Closed,High,High,High,Low,2025-01-02T02:53:36.000000,2025-01-02T07:32:21.000000,2025-01-03T17:35:39.000000,1,Thursday,0
CR-151,Unauthorized attempt to access security logs,Access,Martin,Iron Man,Matrix,Service B,Closed,Low,Low,Medium,Low,2025-01-02T11:32:00.000000,2025-01-02T12:45:56.000000,2025-01-04T07:38:53.000000,1,Thursday,0
CR-152,Web proxy blocked access to high-risk website,Facilities,Captain America,Jan,Avengers II,Service A,Closed,Low,Low,High,Medium,2025-01-02T13:46:00.000000,2025-01-02T15:02:27.000000,2025-01-04T11:30:43.000000,1,Thursday,0
CR-153,Network scan originating from internal segment detected,Hardware,Iron Man,Jan,Avengers,Service A,On Hold,Medium,High,Medium,High,2025-01-02T22:34:09.000000,,,1,Thursday,0
CR-154,Endpoint antivirus detected and quarantined malware,Hardware,Iron Man,Thor,Avengers II,Service B,New,Medium,High,High,Low,2025-01-02T19:21:14.000000,,,0,Thursday,1
CR-155,Abnormal outbound DNS requests from single host,Failure,Michal,Michal,Avengers,Service A,Closed,High,High,High,Medium,2025-01-02T05:21:01.000000,2025-01-02T12:10:40.000000,2025-01-03T07:02:04.000000,0,Thursday,1
CR-156,External IP added to whitelist without approval,Software,Captain America,Michal,Avengers,Service A,On Hold,Medium,High,Medium,High,2025-01-02T01:53:37.000000,,,1,Thursday,0
CR-157,Web proxy blocked access to high-risk website,Data,Michal,Iron Man,Avengers II,Service A,Closed,High,High,Low,Low,2025-01-02T19:00:25.000000,2025-01-03T00:26:02.000000,2025-01-03T04:24:25.000000,0,Thursday,1
CR-158,Unauthorized attempt to access HR system,Failure,Martin,Iron Man,Avengers II,Service B,On Hold,High,Medium,Medium,High,2025-01-02T06:04:37.000000,,,0,Thursday,1
CR-159,Multiple password reset requests from same user,Data,Iron Man,Iron Man,Avengers II,Service C,Closed,Low,High,Low,Low,2025-01-02T19:43:06.000000,2025-01-02T20:43:47.000000,2025-01-03T03:46:36.000000,1,Thursday,0
CR-160,Multiple devices reporting same malware signature,Facilities,Martin,Iron Man,Avengers,Service C,Closed,High,Low,Medium,Medium,2025-01-02T13:04:38.000000,2025-01-02T14:35:55.000000,2025-01-03T07:33:50.000000,1,Thursday,0
CR-161,Unauthorized attempt to access security logs,Complaint,Thor,Captain America,Avengers,Service A,Closed,Low,High,Low,High,2025-01-02T23:29:02.000000,2025-01-03T03:38:56.000000,2025-01-04T02:14:08.000000,1,Thursday,0
CR-162,Unusual file encryption activity detected on server,Data,Martin,Martin,Avengers,Service C,Closed,High,Low,Low,Low,2025-01-02T08:41:45.000000,2025-01-02T16:18:27.000000,2025-01-03T08:59:30.000000,0,Thursday,1
CR-163,Unapproved application communicating with external server,Complaint,Captain America,Michal,Avengers,Service B,Closed,High,Low,High,Medium,2025-01-02T05:08:11.000000,2025-01-02T10:52:23.000000,2025-01-04T07:08:43.000000,1,Thursday,0
CR-164,Unauthorized access to shared network drive,Network,Michal,Michal,Matrix,Service C,Closed,Medium,Low,Medium,Low,2025-01-02T13:44:18.000000,2025-01-02T18:59:51.000000,2025-01-03T17:43:29.000000,0,Thursday,1
CR-165,Unencrypted data transfer detected over public network,Hardware,Jan,Thor,Matrix,Service A,Closed,High,Low,Low,High,2025-01-02T05:51:13.000000,2025-01-02T07:40:30.000000,2025-01-02T21:40:52.000000,0,Thursday,1
CR-166,Suspicious authentication token reuse detected,Network,Peter,Thor,Avengers II,Service C,Closed,Medium,High,Low,Low,2025-01-02T05:39:09.000000,2025-01-02T13:22:57.000000,2025-01-02T22:59:20.000000,0,Thursday,1
CR-167,Unexpected configuration change on security appliance,Hardware,Jan,Iron Man,Avengers II,Service C,Closed,High,High,High,Medium,2025-01-02T11:04:32.000000,2025-01-02T12:44:07.000000,2025-01-02T22:42:03.000000,0,Thursday,1
CR-168,Multiple logins from different countries within short timeframe,Network,Iron Man,Thor,Avengers II,Service B,Closed,Low,High,Medium,Low,2025-01-02T08:28:21.000000,2025-01-02T09:52:56.000000,2025-01-03T09:04:26.000000,1,Thursday,0
CR-169,Multiple logins from different countries within short timeframe,Failure,Peter,Peter,Matrix,Service B,Closed,High,Low,High,Medium,2025-01-02T11:31:14.000000,2025-01-02T15:58:06.000000,2025-01-03T07:42:20.000000,1,Thursday,0
CR-170,Unusual VPN connection outside normal working hours,Data,Martin,Michal,Avengers,Service A,Closed,Low,Low,High,Medium,2025-01-02T12:06:07.000000,2025-01-02T18:43:37.000000,2025-01-03T23:23:11.000000,0,Thursday,1
CR-171,Unapproved remote access session initiated,Failure,Thor,Thor,Avengers II,Service A,Closed,High,High,Low,Medium,2025-01-02T20:09:38.000000,2025-01-02T21:46:56.000000,2025-01-03T16:48:30.000000,0,Thursday,1
CR-172,New local administrator account detected on endpoint,Software,Jan,Peter,Matrix,Service A,Closed,Low,Low,Low,Low,2025-01-02T20:26:37.000000,2025-01-03T04:51:53.000000,2025-01-03T18:08:11.000000,0,Thursday,1
CR-173,Multiple password reset requests from same user,Failure,Jan,Peter,Avengers II,Service B,On Hold,High,High,High,Low,2025-01-02T21:36:18.000000,,,1,Thursday,0
CR-174,Unapproved application communicating with external server,Access,Jan,Iron Man,Matrix,Service A,Closed,Low,Low,High,Medium,2025-01-02T05:57:52.000000,2025-01-02T10:41:22.000000,2025-01-02T22:04:25.000000,1,Thursday,0
CR-175,Unauthorized attempt to disable endpoint protection,Software,Thor,Peter,Avengers II,Service C,Closed,Low,Low,Medium,High,2025-01-02T22:56:48.000000,2025-01-03T07:52:20.000000,2025-01-05T03:45:48.000000,1,Thursday,0
CR-176,Unusual file encryption activity detected on server,Hardware,Martin,Thor,Avengers II,Service A,Closed,Low,High,Medium,Low,2025-01-02T05:36:43.000000,2025-01-02T08:16:47.000000,2025-01-02T22:58:10.000000,1,Thursday,0
CR-177,Unauthorized attempt to access security logs,Facilities,Captain America,Martin,Avengers II,Service C,Closed,High,High,High,Low,2025-01-02T16:56:47.000000,2025-01-02T22:57:58.000000,2025-01-03T09:09:57.000000,0,Thursday,1
CR-178,Multiple password reset requests from same user,Data,Peter,Iron Man,Matrix,Service A,Closed,Low,Low,Medium,Medium,2025-01-02T17:46:19.000000,2025-01-03T00:02:13.000000,2025-01-03T20:31:23.000000,0,Thursday,1
CR-179,Malicious macro detected in office document,Network,Thor,Iron Man,Avengers II,Service B,Closed,Medium,Medium,Low,Low,2025-01-02T10:42:53.000000,2025-01-02T18:43:52.000000,2025-01-03T12:22:51.000000,0,Thursday,1
CR-180,Compromised account password reset and user notified,Complaint,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,High,High,2025-01-02T12:58:44.000000,2025-01-02T19:25:03.000000,2025-01-04T02:03:00.000000,0,Thursday,1
CR-181,Email forwarding rule created without user knowledge,Facilities,Michal,Michal,Avengers,Service C,Closed,High,Low,High,Low,2025-01-03T07:47:33.000000,2025-01-03T09:39:43.000000,2025-01-05T02:02:16.000000,0,Friday,1
CR-182,Unusual VPN connection outside normal working hours,Network,Martin,Martin,Avengers II,Service C,Closed,Low,Medium,Medium,High,2025-01-03T16:12:27.000000,2025-01-03T21:40:33.000000,2025-01-05T11:16:51.000000,0,Friday,1
CR-183,Inactive account used for login attempt,Access,Michal,Iron Man,Avengers II,Service B,Closed,Medium,Low,Low,High,2025-01-03T20:55:30.000000,2025-01-04T02:18:51.000000,2025-01-04T13:38:49.000000,0,Friday,1
CR-184,Unapproved remote access session initiated,Network,Iron Man,Thor,Avengers II,Service B,Closed,Low,High,Medium,High,2025-01-03T07:32:16.000000,2025-01-03T11:15:17.000000,2025-01-03T16:34:58.000000,0,Friday,1
CR-185,Security policy violation on mobile device,Facilities,Iron Man,Martin,Avengers,Service A,Closed,High,Low,Medium,Low,2025-01-03T16:25:09.000000,2025-01-03T20:44:08.000000,2025-01-05T02:08:12.000000,0,Friday,1
CR-186,Unsupported remote desktop tool detected on endpoint,Failure,Thor,Jan,Avengers,Service C,New,High,Medium,Medium,Medium,2025-01-03T01:10:49.000000,,,1,Friday,0
CR-187,Suspicious outbound traffic to known malicious domain,Data,Michal,Michal,Avengers II,Service C,Closed,Low,High,Low,High,2025-01-03T03:16:37.000000,2025-01-03T10:18:35.000000,2025-01-03T14:51:35.000000,1,Friday,0
CR-188,Unauthorized attempt to access HR system,Software,Iron Man,Captain America,Avengers,Service A,Closed,Medium,Low,High,Low,2025-01-03T07:30:55.000000,2025-01-03T14:46:17.000000,2025-01-04T02:23:09.000000,1,Friday,0
CR-189,Unauthorized installation of unapproved software,Software,Captain America,Jan,Matrix,Service A,On Hold,High,Low,High,Medium,2025-01-03T18:59:29.000000,,,0,Friday,1
CR-190,Multiple devices reporting same malware signature,Access,Thor,Thor,Avengers II,Service B,Closed,Low,High,Medium,High,2025-01-03T04:35:38.000000,2025-01-03T08:12:35.000000,2025-01-04T05:33:32.000000,1,Friday,0
CR-191,Suspicious file execution blocked by application control,Complaint,Peter,Peter,Matrix,Service B,Closed,Medium,Low,Low,High,2025-01-03T17:03:48.000000,2025-01-03T22:50:55.000000,2025-01-05T15:31:04.000000,0,Friday,1
CR-192,Unsupported legacy protocol usage detected in network traffic,Access,Jan,Jan,Avengers,Service A,Closed,High,High,High,Low,2025-01-03T08:16:12.000000,2025-01-03T09:23:56.000000,2025-01-05T04:48:29.000000,1,Friday,0
CR-193,Unexpected configuration change on security appliance,Facilities,Jan,Jan,Avengers II,Service B,Closed,Medium,High,Low,High,2025-01-03T21:57:23.000000,2025-01-04T02:14:33.000000,2025-01-05T20:35:49.000000,1,Friday,0
CR-194,Suspicious login attempt from unknown IP address,Failure,Jan,Martin,Avengers,Service A,Closed,Low,Medium,Medium,High,2025-01-03T08:03:21.000000,2025-01-03T11:01:37.000000,2025-01-03T17:46:04.000000,0,Friday,1
CR-195,Security policy violation on mobile device,Data,Thor,Iron Man,Avengers II,Service C,Closed,High,High,Medium,Low,2025-01-03T06:09:40.000000,2025-01-03T11:15:54.000000,2025-01-04T10:49:35.000000,1,Friday,0
CR-196,Network scan originating from internal segment detected,Software,Iron Man,Thor,Avengers,Service A,Closed,Low,High,Medium,Medium,2025-01-03T13:17:16.000000,2025-01-03T14:22:10.000000,2025-01-04T23:41:08.000000,0,Friday,1
CR-197,Unusual file encryption activity detected on server,Network,Thor,Jan,Avengers,Service C,Closed,Low,Medium,High,Medium,2025-01-03T18:44:13.000000,2025-01-04T01:48:25.000000,2025-01-04T13:43:31.000000,0,Friday,1
CR-198,Unencrypted data transfer detected over public network,Access,Thor,Michal,Matrix,Service C,Closed,Medium,High,High,Medium,2025-01-03T13:29:29.000000,2025-01-03T19:18:33.000000,2025-01-03T22:23:46.000000,1,Friday,0
CR-199,Endpoint reported repeated blocked exploit attempts,Network,Martin,Martin,Matrix,Service B,Closed,Low,Low,High,Low,2025-01-03T22:33:17.000000,2025-01-04T02:02:03.000000,2025-01-04T14:19:52.000000,0,Friday,1
CR-200,New device connected to corporate Wi-Fi without registration,Software,Captain America,Iron Man,Matrix,Service B,New,Low,High,Medium,Low,2025-01-03T04:01:57.000000,,,0,Friday,1
CR-201,New privileged account created without proper approval,Data,Michal,Martin,Avengers II,Service B,Closed,Low,Medium,High,Low,2025-01-03T11:51:04.000000,2025-01-03T17:56:47.000000,2025-01-05T08:20:49.000000,0,Friday,1
CR-202,Multiple devices reporting same malware signature,Access,Peter,Martin,Matrix,Service A,New,Low,Medium,High,Low,2025-01-03T18:51:17.000000,,,1,Friday,0
CR-203,Email account used to send large volume of external messages,Access,Jan,Jan,Avengers,Service A,Closed,Medium,High,Medium,Low,2025-01-03T01:31:27.000000,2025-01-03T06:41:18.000000,2025-01-03T15:37:53.000000,1,Friday,0
CR-204,Unencrypted data transfer detected over public network,Hardware,Thor,Iron Man,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-01-03T21:16:21.000000,2025-01-04T03:21:18.000000,2025-01-04T07:27:42.000000,1,Friday,0
CR-205,Unencrypted data transfer detected over public network,Complaint,Iron Man,Martin,Avengers,Service A,On Hold,Medium,Low,Low,High,2025-01-03T21:26:42.000000,,,0,Friday,1
CR-206,Firewall detected and blocked port scanning activity,Hardware,Peter,Iron Man,Avengers II,Service B,Closed,Low,High,High,High,2025-01-03T21:05:58.000000,2025-01-04T05:35:03.000000,2025-01-04T22:06:44.000000,0,Friday,1
CR-207,Unapproved external USB storage device connected,Network,Jan,Thor,Avengers II,Service B,Closed,Medium,Low,Medium,Medium,2025-01-03T17:54:50.000000,2025-01-03T20:01:10.000000,2025-01-05T08:37:47.000000,0,Friday,1
CR-208,Suspicious modification of registry keys on workstation,Hardware,Michal,Thor,Avengers II,Service B,Closed,Medium,Low,Low,Medium,2025-01-03T00:15:06.000000,2025-01-03T06:52:42.000000,2025-01-04T21:50:32.000000,1,Friday,0
CR-209,Multiple logins from different countries within short timeframe,Complaint,Thor,Peter,Matrix,Service B,In Progress,Medium,High,Medium,Medium,2025-01-03T20:55:49.000000,2025-01-04T02:46:46.000000,,1,Friday,0
